vres,rep,update,partner,donate_calls,donated,earned,task_NOT,task_NAND,task_AND,task_ORN,task_OR,task_ANDN,task_NOR,task_XOR,task_EQU
No symbiont,17,100000,host,0,0,0,1.03879e+06,64523,1626,4960,2253,1160,779,23,4
No symbiont,17,105000,host,0,0,0,1.02852e+06,81108,1796,5331,2431,1310,747,23,2
No symbiont,17,110000,host,0,0,0,1.01694e+06,85525,2220,6158,2426,1346,788,22,1
No symbiont,17,115000,host,0,0,0,1.0083e+06,81545,1781,3005,2397,1386,752,29,2
No symbiont,17,120000,host,0,0,0,1.01857e+06,82195,1796,4676,2672,1358,796,22,1
No symbiont,17,125000,host,0,0,0,1.03014e+06,87932,1891,3742,2697,1466,828,26,0
No symbiont,17,130000,host,0,0,0,1.02777e+06,95546,2048,6431,2818,1493,899,27,2
No symbiont,17,135000,host,0,0,0,996401,92598,2255,8134,2845,1575,908,24,2
No symbiont,17,140000,host,0,0,0,982108,87452,2238,8581,2809,1690,945,23,3
No symbiont,17,145000,host,0,0,0,980968,86450,2208,8542,2978,1648,894,30,1
No symbiont,17,150000,host,0,0,0,999289,87309,2731,6207,3232,1825,915,27,0
No symbiont,17,155000,host,0,0,0,1.01482e+06,93128,3859,15163,3704,1788,954,28,0
No symbiont,17,160000,host,0,0,0,1.00539e+06,119149,7757,25981,3516,1768,998,36,5
No symbiont,17,165000,host,0,0,0,982123,141094,13544,64330,3951,1882,909,55,12
No symbiont,17,170000,host,0,0,0,1.02887e+06,189910,37859,173054,4836,2326,908,54,12
No symbiont,17,175000,host,0,0,0,974028,259150,113667,343392,5521,2385,713,91,28
No symbiont,17,180000,host,0,0,0,532540,601317,1.44189e+06,1.20054e+06,5487,1656,471,364,20
No symbiont,17,185000,host,0,0,0,161172,262215,950120,714810,2017,589,222,160,3
No symbiont,17,190000,host,0,0,0,33078,34896,218305,86745,316,133,55,37,2
No symbiont,17,195000,host,0,0,0,36711,48652,214352,88113,385,215,55,35,4
No symbiont,17,200000,host,0,0,0,33104,39145,243597,61005,281,168,69,29,1
No symbiont,18,0,host,0,0,0,0,0,0,0,0,0,0,0,0
No symbiont,18,5000,host,0,0,0,2.47754e+06,1519,717,713,681,124,89,0,0
No symbiont,18,10000,host,0,0,0,2.46801e+06,3600,545,657,637,211,168,0,0
No symbiont,18,15000,host,0,0,0,2.1645e+06,4737,565,885,616,284,224,0,0
No symbiont,18,20000,host,0,0,0,1.7936e+06,6959,431,815,537,267,226,0,0
No symbiont,18,25000,host,0,0,0,1.60062e+06,13153,405,858,569,252,263,1,0
No symbiont,18,30000,host,0,0,0,1.47132e+06,14116,400,876,645,312,271,1,0
No symbiont,18,35000,host,0,0,0,1.39924e+06,14541,439,976,660,322,293,1,0
No symbiont,18,40000,host,0,0,0,1.37154e+06,17266,515,1055,750,381,368,2,0
No symbiont,18,45000,host,0,0,0,1.32429e+06,19241,960,2389,850,462,409,4,0
No symbiont,18,50000,host,0,0,0,1.27761e+06,23601,1266,3282,984,538,431,4,1
No symbiont,18,55000,host,0,0,0,1.25535e+06,19453,741,4996,1082,587,465,4,3
No symbiont,18,60000,host,0,0,0,1.23125e+06,35646,1054,59561,1458,655,581,9,1
No symbiont,18,65000,host,0,0,0,1.23204e+06,73868,5071,151722,2472,1060,725,32,11
No symbiont,18,70000,host,0,0,0,1.17015e+06,121084,10780,1.22707e+06,4534,1460,1291,76,14
No symbiont,18,75000,host,0,0,0,74722,10195,165,302507,327,144,139,12,1
No symbiont,18,80000,host,0,0,0,80806,8800,184,301791,313,140,162,10,1
No symbiont,18,85000,host,0,0,0,67463,8364,161,303679,259,193,158,10,0
No symbiont,18,90000,host,0,0,0,66938,7459,136,304092,247,173,140,2,0
No symbiont,18,95000,host,0,0,0,79264,10049,375,301524,329,188,157,7,2
No symbiont,18,100000,host,0,0,0,74461,13192,180,302093,317,177,122,14,8
No symbiont,18,105000,host,0,0,0,76228,13077,222,301819,277,162,145,16,1
No symbiont,18,110000,host,0,0,0,66927,8396,137,303765,323,138,139,11,0
No symbiont,18,115000,host,0,0,0,62361,8873,145,304251,355,143,130,10,0
No symbiont,18,120000,host,0,0,0,68778,9542,187,303263,321,188,141,10,0
No symbiont,18,125000,host,0,0,0,54679,4547,137,305995,247,171,137,2,0
No symbiont,18,130000,host,0,0,0,60640,5807,169,305005,280,167,137,3,0
No symbiont,18,135000,host,0,0,0,69317,7610,150,300662,1748,160,139,7,2
No symbiont,18,140000,host,0,0,0,87151,10579,231,269772,15602,216,167,16,6
No symbiont,18,145000,host,0,0,0,76304,8041,214,236828,33335,192,150,9,4
No symbiont,18,150000,host,0,0,0,77358,13210,248,202166,50300,241,169,8,3
No symbiont,18,155000,host,0,0,0,66494,10659,246,232914,35788,233,177,8,1
No symbiont,18,160000,host,0,0,0,83863,11020,321,270300,15547,276,213,5,6
No symbiont,18,165000,host,0,0,0,70191,6587,240,299628,2168,195,176,7,3
No symbiont,18,170000,host,0,0,0,60737,8212,221,294005,5647,177,145,6,0
No symbiont,18,175000,host,0,0,0,63061,5955,188,303666,723,226,152,9,2
No symbiont,18,180000,host,0,0,0,53647,5502,207,291725,7369,166,138,7,3
No symbiont,18,185000,host,0,0,0,58712,3333,233,300238,2866,199,147,5,5
No symbiont,18,190000,host,0,0,0,47078,3690,464,306842,287,181,120,2,6
No symbiont,18,195000,host,0,0,0,51410,5372,499,305552,425,273,131,13,3
No symbiont,18,200000,host,0,0,0,54269,5977,298,305213,523,218,150,18,2
No symbiont,19,0,host,0,0,0,0,0,0,0,0,0,0,0,0
No symbiont,19,5000,host,0,0,0,2.47695e+06,1663,718,674,733,148,94,0,0
No symbiont,19,10000,host,0,0,0,2.46988e+06,2809,590,723,600,214,180,0,0
No symbiont,19,15000,host,0,0,0,2.17966e+06,6259,490,845,632,271,208,0,0
No symbiont,19,20000,host,0,0,0,1.81276e+06,5287,394,798,524,290,214,1,0
No symbiont,19,25000,host,0,0,0,1.60005e+06,4243,352,774,549,257,226,0,0
No symbiont,19,30000,host,0,0,0,1.47836e+06,6011,398,834,573,300,287,1,0
No symbiont,19,35000,host,0,0,0,1.40718e+06,9658,486,885,670,305,273,0,0
No symbiont,19,40000,host,0,0,0,1.35345e+06,13766,504,1124,735,383,343,0,0
No symbiont,19,45000,host,0,0,0,1.31949e+06,19799,607,1129,850,467,381,5,0
No symbiont,19,50000,host,0,0,0,1.28358e+06,20234,706,1747,1046,553,465,2,0
No symbiont,19,55000,host,0,0,0,1.24115e+06,21763,775,1422,1086,569,476,5,0
No symbiont,19,60000,host,0,0,0,1.19389e+06,21817,872,1392,1262,646,487,3,0
No symbiont,19,65000,host,0,0,0,1.18265e+06,24825,937,1618,1321,757,523,3,0
No symbiont,19,70000,host,0,0,0,1.17806e+06,27005,1006,1649,1448,807,541,14,2
No symbiont,19,75000,host,0,0,0,1.16746e+06,29261,1037,1630,1516,839,614,12,0
No symbiont,19,80000,host,0,0,0,1.13162e+06,31896,1087,1754,1575,863,579,5,1
No symbiont,19,85000,host,0,0,0,1.10001e+06,30574,1149,1941,1747,943,592,7,0
No symbiont,19,90000,host,0,0,0,1.09616e+06,32316,1179,2125,1867,938,610,10,1
No symbiont,19,95000,host,0,0,0,1.08631e+06,39283,1246,2826,2125,987,645,7,0
No symbiont,19,100000,host,0,0,0,1.09312e+06,45052,1327,2651,1933,1022,746,10,0
No symbiont,19,105000,host,0,0,0,1.08053e+06,51429,1466,2890,2017,1062,699,14,1
No symbiont,19,110000,host,0,0,0,1.056e+06,55659,1864,3211,2178,1129,669,21,1
No symbiont,19,115000,host,0,0,0,1.04545e+06,55076,4100,3840,2290,1212,731,24,2
No symbiont,19,120000,host,0,0,0,1.04388e+06,62224,12781,4537,2475,1329,812,21,3
No symbiont,19,125000,host,0,0,0,1.04004e+06,69436,19826,7118,2518,1396,805,27,3
No symbiont,19,130000,host,0,0,0,989441,84174,19093,10670,2673,1446,821,30,8
No symbiont,19,135000,host,0,0,0,948782,83613,17360,11716,2627,1514,780,25,5
No symbiont,19,140000,host,0,0,0,900448,95816,15271,15192,2650,1511,768,38,3
No symbiont,19,145000,host,0,0,0,882800,99573,14745,11546,2906,1525,792,46,7
No symbiont,19,150000,host,0,0,0,809128,168364,21254,382887,3261,1453,635,98,4
No symbiont,19,155000,host,0,0,0,439147,501874,717385,2.15852e+06,68922,909,511,438,3
No symbiont,19,160000,host,0,0,0,140229,130008,227103,733503,24292,349,200,120,1
No symbiont,19,165000,host,0,0,0,39516,34642,93448,210649,389,163,82,32,0
No symbiont,19,170000,host,0,0,0,46007,33874,82805,220246,425,196,88,40,8
No symbiont,19,175000,host,0,0,0,42433,39516,85882,217107,446,210,76,31,1
No symbiont,19,180000,host,0,0,0,52249,39925,105904,195474,476,224,84,44,1
No symbiont,19,185000,host,0,0,0,44869,39540,127849,173510,492,705,75,39,4
No symbiont,19,190000,host,0,0,0,49573,43882,117460,183568,497,228,84,50,6
No symbiont,19,195000,host,0,0,0,47638,43629,116594,184805,492,225,95,42,3
No symbiont,19,200000,host,0,0,0,48803,48481,87778,212748,459,259,57,49,2
0,10,0,host,0,0,0,0,0,0,0,0,0,0,0,0
0,10,0,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0,10,5000,host,0,0,0,2.27645e+06,831,703,583,730,180,148,0,0
0,10,5000,symbiont,307467,57970,995425,174468,1316,447,480,495,164,168,0,0
0,10,10000,host,0,0,0,1.87765e+06,3097,478,561,510,234,174,1,0
0,10,10000,symbiont,2094225,348861,2.97434e+06,565849,2536,421,630,526,225,193,0,0
0,10,15000,host,0,0,0,1.76635e+06,3894,423,733,512,203,163,3,0
0,10,15000,symbiont,3700357,508988,3.52062e+06,670694,5581,442,654,605,209,193,0,0
0,10,20000,host,0,0,0,1.74114e+06,4045,466,932,562,264,198,1,0
0,10,20000,symbiont,4909993,586127,3.60498e+06,681969,7246,430,948,651,276,187,0,0
0,10,25000,host,0,0,0,1.61015e+06,6259,466,958,661,339,305,2,0
0,10,25000,symbiont,5697666,599398,3.23e+06,603800,8143,515,828,742,317,198,1,0
0,10,30000,host,0,0,0,1.45385e+06,10021,500,931,743,353,302,2,0
0,10,30000,symbiont,6365147,598128,2.8474e+06,530992,7224,443,687,727,310,174,0,1
0,10,35000,host,0,0,0,1.34704e+06,12183,588,1011,823,411,315,1,0
0,10,35000,symbiont,7001781,598776,2.64308e+06,490543,7649,469,634,684,316,174,1,0
0,10,40000,host,0,0,0,1.265e+06,14967,602,1070,886,459,361,1,0
0,10,40000,symbiont,7810735,673464,2.48124e+06,456633,7062,475,686,730,328,196,2,0
0,10,45000,host,0,0,0,1.19253e+06,17908,624,1049,879,460,372,1,0
0,10,45000,symbiont,8226936,712455,2.42708e+06,440457,6120,515,744,774,722,151,0,0
0,10,50000,host,0,0,0,1.1373e+06,19160,756,1277,1083,572,418,0,0
0,10,50000,symbiont,8874070,720144,2.30744e+06,407058,9629,550,842,765,957,190,1,0
0,10,55000,host,0,0,0,1.12807e+06,23178,1139,1348,1206,658,511,5,0
0,10,55000,symbiont,9756231,764867,2.20133e+06,390251,14295,539,956,732,365,188,6,0
0,10,60000,host,0,0,0,1.11525e+06,26009,2298,1552,1370,739,520,10,0
0,10,60000,symbiont,10474961,854509,2.29036e+06,396837,16786,536,1822,796,413,192,3,0
0,10,65000,host,0,0,0,1.10944e+06,31722,2027,1669,1760,765,582,10,1
0,10,65000,symbiont,11179370,849962,2.39024e+06,392814,16763,582,4561,872,388,221,1,1
0,10,70000,host,0,0,0,1.08723e+06,30612,1603,2791,1608,873,559,12,8
0,10,70000,symbiont,12618398,909048,3.08018e+06,398673,20154,687,19714,985,542,284,5,5
0,10,75000,host,0,0,0,1.08634e+06,32691,2253,7217,1734,1016,612,9,1
0,10,75000,symbiont,14797342,1.10039e+06,4.54622e+06,371681,28188,763,58111,1197,552,299,12,7
0,10,80000,host,0,0,0,1.04499e+06,35112,2837,5465,1918,1079,649,13,4
0,10,80000,symbiont,19531469,2.02748e+06,1.99593e+07,386832,42114,948,437923,1507,784,443,27,4
0,10,85000,host,0,0,0,705444,26870,1897,4836,1460,813,443,10,0
0,10,85000,symbiont,24199190,3.01929e+06,2.93929e+07,321298,39508,899,682777,1365,775,511,21,11
0,10,90000,host,0,0,0,169323,6514,227,533,316,212,92,1,0
0,10,90000,symbiont,27034579,2.59647e+06,1.15349e+07,95158,9964,222,274649,389,201,150,7,2
0,10,95000,host,0,0,0,136225,4903,204,492,266,218,66,0,0
0,10,95000,symbiont,29180791,3.44618e+06,1.17187e+07,82151,8900,243,281049,401,208,161,8,2
0,10,100000,host,0,0,0,139940,5103,214,544,289,174,68,2,0
0,10,100000,symbiont,30936007,2.93491e+06,1.16974e+07,85189,9776,231,280158,384,230,134,10,4
0,10,105000,host,0,0,0,146104,4761,189,551,280,199,97,1,0
0,10,105000,symbiont,31115071,2.93258e+06,1.16633e+07,89211,9661,237,278563,435,211,167,6,7
0,10,110000,host,0,0,0,164395,5110,203,576,346,214,104,2,0
0,10,110000,symbiont,31697388,3.51138e+06,1.15613e+07,98399,11013,280,274223,476,261,207,7,11
0,10,115000,host,0,0,0,145114,4930,247,494,315,190,98,2,0
0,10,115000,symbiont,34867625,3.19691e+06,1.16651e+07,97419,12294,286,276918,428,246,205,9,12
0,10,120000,host,0,0,0,142191,4472,221,626,327,220,77,5,0
0,10,120000,symbiont,37494742,3.4045e+06,1.16772e+07,97756,12860,295,277157,412,264,175,19,10
0,10,125000,host,0,0,0,126585,5518,207,639,324,232,97,1,0
0,10,125000,symbiont,41184677,4.21372e+06,1.17469e+07,104399,14297,295,277968,445,280,157,12,6
0,10,130000,host,0,0,0,104627,4432,213,655,265,229,67,3,0
0,10,130000,symbiont,44853068,4.06639e+06,1.18707e+07,101903,15718,284,281089,428,270,152,13,10
0,10,135000,host,0,0,0,93966,4032,201,525,315,208,60,4,1
0,10,135000,symbiont,48051472,4.21185e+06,1.19302e+07,102705,17894,279,282188,415,268,169,8,8
0,10,140000,host,0,0,0,48139,2543,135,245,178,136,43,1,0
0,10,140000,symbiont,52379454,5.53528e+06,1.22008e+07,70856,13926,193,294669,275,185,107,14,2
0,10,145000,host,0,0,0,27239,2034,92,130,116,108,20,1,0
0,10,145000,symbiont,57318494,6.07353e+06,1.23243e+07,62706,11785,151,299544,244,131,126,12,0
0,10,150000,host,0,0,0,22357,1623,83,128,89,69,18,1,0
0,10,150000,symbiont,60491354,6.96739e+06,1.23565e+07,59710,11110,163,300432,245,143,224,13,1
0,10,155000,host,0,0,0,19071,1967,71,118,86,93,22,2,0
0,10,155000,symbiont,61151500,7.82128e+06,1.23693e+07,57959,10854,172,301157,246,147,199,15,2
0,10,160000,host,0,0,0,18659,3180,96,138,130,96,18,1,1
0,10,160000,symbiont,59486188,8.61868e+06,1.23604e+07,75423,12352,223,297855,327,201,239,23,5
0,10,165000,host,0,0,0,21819,3756,167,204,185,148,16,2,0
0,10,165000,symbiont,58485661,8.56974e+06,1.23282e+07,96485,18709,284,293164,463,257,182,16,14
0,10,170000,host,0,0,0,17241,3319,132,206,187,152,15,3,0
0,10,170000,symbiont,56575370,6.98068e+06,1.23543e+07,76161,14866,243,297504,385,252,143,12,5
0,10,175000,host,0,0,0,13518,3858,116,129,177,125,8,0,1
0,10,175000,symbiont,56436056,6.03404e+06,1.23779e+07,73911,9258,211,299234,345,217,150,19,3
0,10,180000,host,0,0,0,12064,4723,125,207,169,119,17,4,0
0,10,180000,symbiont,56058082,6.20339e+06,1.2377e+07,71176,8892,196,299625,348,230,132,11,3
0,10,185000,host,0,0,0,12072,4606,150,145,164,158,14,4,0
0,10,185000,symbiont,55781009,5.92077e+06,1.23771e+07,77287,11949,237,298140,409,215,142,10,5
0,10,190000,host,0,0,0,10848,4148,132,122,178,136,14,5,0
0,10,190000,symbiont,56082836,5.37704e+06,1.23873e+07,79455,11494,224,298069,441,260,155,20,4
0,10,195000,host,0,0,0,7815,3770,142,121,146,151,15,2,1
0,10,195000,symbiont,56265459,5.78261e+06,1.24055e+07,81946,10783,250,298256,431,266,163,13,13
0,10,200000,host,0,0,0,6308,3149,101,101,143,128,2,2,0
0,10,200000,symbiont,55804324,6.72853e+06,1.24229e+07,78423,9550,240,299345,422,348,142,14,5
0,11,0,host,0,0,0,0,0,0,0,0,0,0,0,0
0,11,0,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0,11,5000,host,0,0,0,2.27226e+06,1478,656,656,686,169,139,0,0
0,11,5000,symbiont,361650,56251,1.0218e+06,179723,785,499,492,520,170,155,0,0
0,11,10000,host,0,0,0,1.89508e+06,2482,476,554,520,207,172,0,0
0,11,10000,symbiont,2067385,338368,2.89186e+06,546812,2059,452,864,528,237,213,0,0
0,11,15000,host,0,0,0,1.80202e+06,3806,373,619,518,225,164,0,0
0,11,15000,symbiont,3436263,488574,3.34902e+06,632044,3898,500,884,669,306,224,4,0
0,11,20000,host,0,0,0,1.77165e+06,5888,408,686,541,252,205,0,0
0,11,20000,symbiont,4651358,523155,3.4796e+06,655519,7362,514,752,709,306,209,2,0
0,11,25000,host,0,0,0,1.66121e+06,9660,466,968,698,330,262,1,0
0,11,25000,symbiont,5639252,576997,3.32239e+06,617887,8791,583,854,788,368,242,2,0
0,11,30000,host,0,0,0,1.48718e+06,12893,527,941,754,344,300,0,0
0,11,30000,symbiont,6592387,643552,3.13344e+06,580433,9590,553,838,831,331,208,9,0
0,11,35000,host,0,0,0,1.4005e+06,13385,590,1069,720,397,332,4,0
0,11,35000,symbiont,7406773,634485,2.8706e+06,526048,11025,525,872,811,360,219,4,0
0,11,40000,host,0,0,0,1.2951e+06,11402,496,1081,824,426,355,5,0
0,11,40000,symbiont,8226699,651320,2.67054e+06,487324,10496,519,823,859,358,189,1,0
0,11,45000,host,0,0,0,1.21948e+06,14977,511,1072,863,399,383,1,0
0,11,45000,symbiont,9021758,693291,2.516e+06,453103,14489,568,823,804,352,181,6,0
0,11,50000,host,0,0,0,1.18927e+06,18071,650,2058,979,459,397,4,0
0,11,50000,symbiont,9769974,736380,2.39878e+06,433726,13166,460,798,727,372,159,4,0
0,11,55000,host,0,0,0,1.16862e+06,25531,710,2000,1050,554,439,9,0
0,11,55000,symbiont,10199500,745997,2.24874e+06,399268,13225,573,956,834,386,167,5,0
0,11,60000,host,0,0,0,1.10303e+06,27228,776,4038,1195,568,483,8,1
0,11,60000,symbiont,10663064,734622,2.19464e+06,386556,13108,589,799,912,414,214,3,0
0,11,65000,host,0,0,0,1.06122e+06,31231,870,10754,1308,626,498,11,3
0,11,65000,symbiont,11318894,821746,2.21852e+06,385982,18747,576,882,932,393,189,2,0
0,11,70000,host,0,0,0,1.02198e+06,38944,947,22883,1447,769,490,12,7
0,11,70000,symbiont,11803604,920290,2.26388e+06,391857,19103,621,1038,904,458,203,6,1
0,11,75000,host,0,0,0,994236,59060,1205,110552,1699,837,549,33,23
0,11,75000,symbiont,11646178,863115,2.10974e+06,359297,19162,705,1035,980,476,181,13,1
0,11,80000,host,0,0,0,931508,117751,2063,789092,5263,1277,728,40,10
0,11,80000,symbiont,7846590,541914,1.32202e+06,222432,12283,516,671,672,324,124,9,0
0,11,85000,host,0,0,0,294021,51676,1082,379595,6322,594,310,21,8
0,11,85000,symbiont,3723795,57887,157680,25619,2033,60,77,95,44,17,1,0
0,11,90000,host,0,0,0,233893,41937,1348,268764,2332,591,280,19,14
0,11,90000,symbiont,2882626,41880,103490,16779,1075,41,73,57,39,14,0,0
0,11,95000,host,0,0,0,210840,42086,1383,273824,1685,541,274,20,8
0,11,95000,symbiont,2667379,19995,70485,11384,194,47,44,45,38,16,0,0
0,11,100000,host,0,0,0,198878,41765,1299,277096,1132,540,270,24,4
0,11,100000,symbiont,3217540,19339,47765,7727,33,29,25,47,21,9,0,0
0,11,105000,host,0,0,0,206909,42429,1378,276580,1122,515,265,13,9
0,11,105000,symbiont,2426766,11680,22425,3439,30,13,14,30,17,2,0,0
0,11,110000,host,0,0,0,190745,32104,1295,280882,960,456,244,22,4
0,11,110000,symbiont,1827115,6180,8970,1094,9,10,10,17,13,2,0,0
0,11,115000,host,0,0,0,164670,31304,839,285026,864,496,227,13,9
0,11,115000,symbiont,1059547,7860,8425,1291,10,5,9,12,5,0,0,0
0,11,120000,host,0,0,0,183734,41966,650,281207,976,541,219,11,8
0,11,120000,symbiont,404492,5975,6420,1071,5,3,3,5,5,0,0,0
0,11,125000,host,0,0,0,186183,43090,651,280747,1002,524,219,17,7
0,11,125000,symbiont,180994,5235,5635,925,2,8,3,3,4,0,0,0
0,11,130000,host,0,0,0,201817,38269,729,279048,995,529,310,14,10
0,11,130000,symbiont,119203,865,965,140,2,2,1,1,1,0,0,0
0,11,135000,host,0,0,0,199726,35075,669,279928,957,508,286,14,7
0,11,135000,symbiont,57959,0,0,0,0,0,0,0,0,0,0,0
0,11,140000,host,0,0,0,228565,32011,740,276010,1172,581,303,9,19
0,11,140000,symbiont,37126,0,0,0,0,0,0,0,0,0,0,0
0,11,145000,host,0,0,0,213574,28660,633,278855,1081,535,266,9,6
0,11,145000,symbiont,1220,0,0,0,0,0,0,0,0,0,0,0
0,11,150000,host,0,0,0,226778,34186,663,276325,1063,588,266,24,11
0,11,150000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0,11,155000,host,0,0,0,268899,38576,790,269624,1216,646,335,18,10
0,11,155000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0,11,160000,host,0,0,0,256709,36413,802,270539,1588,677,352,21,18
0,11,160000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0,11,165000,host,0,0,0,203961,30413,709,274105,3768,614,272,16,18
0,11,165000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0,11,170000,host,0,0,0,203345,36477,869,277058,1927,544,261,22,10
0,11,170000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0,11,175000,host,0,0,0,191700,36445,657,280710,1010,517,239,24,8
0,11,175000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0,11,180000,host,0,0,0,166512,32490,494,284421,1301,412,209,12,5
0,11,180000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0,11,185000,host,0,0,0,160355,40204,575,285049,774,440,237,32,4
0,11,185000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0,11,190000,host,0,0,0,152276,38900,832,286535,735,365,213,21,9
0,11,190000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0,11,195000,host,0,0,0,150628,51286,746,280431,2773,649,223,32,7
0,11,195000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0,11,200000,host,0,0,0,120591,46480,5982,275707,5277,288,147,40,2
0,11,200000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0,12,0,host,0,0,0,0,0,0,0,0,0,0,0,0
0,12,0,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0,12,5000,host,0,0,0,2.27515e+06,1439,726,675,688,175,124,0,0
0,12,5000,symbiont,299590,58756,1.00292e+06,178382,503,474,462,454,133,152,0,0
0,12,10000,host,0,0,0,1.8757e+06,2827,467,527,553,229,164,0,0
0,12,10000,symbiont,2247648,332576,2.98891e+06,562829,2347,450,1435,516,228,180,0,0
0,12,15000,host,0,0,0,1.77374e+06,4500,377,603,504,224,139,0,0
0,12,15000,symbiont,3862559,421020,3.49094e+06,664248,4075,458,701,632,246,207,1,0
0,12,20000,host,0,0,0,1.71146e+06,7080,459,702,526,221,216,0,0
0,12,20000,symbiont,4930731,482588,3.74098e+06,711834,5238,487,709,654,280,209,0,0
0,12,25000,host,0,0,0,1.55594e+06,8811,505,874,636,326,261,0,0
0,12,25000,symbiont,6001649,501133,3.50354e+06,656138,7563,567,853,770,383,219,4,1
0,12,30000,host,0,0,0,1.39535e+06,10019,393,1085,673,327,269,1,0
0,12,30000,symbiont,6895930,557064,3.13522e+06,585617,7524,544,774,682,354,205,7,0
0,12,35000,host,0,0,0,1.3336e+06,11695,468,1355,750,380,273,2,0
0,12,35000,symbiont,7518621,677965,2.8854e+06,531222,9929,548,775,771,369,216,6,0
0,12,40000,host,0,0,0,1.24065e+06,15266,538,1241,839,407,307,1,0
0,12,40000,symbiont,8647734,747875,2.72024e+06,498065,10902,563,782,755,355,197,8,0
0,12,45000,host,0,0,0,1.20236e+06,16727,602,1055,904,485,334,5,0
0,12,45000,symbiont,9357395,771742,2.59656e+06,475081,9695,531,778,811,355,165,4,0
0,12,50000,host,0,0,0,1.19664e+06,17864,713,1186,1046,496,424,0,0
0,12,50000,symbiont,10003498,730558,2.35752e+06,426908,8157,624,777,810,399,183,1,0
0,12,55000,host,0,0,0,1.13747e+06,21536,811,1356,1090,628,427,3,0
0,12,55000,symbiont,10694257,740700,2.17515e+06,389305,8605,593,791,842,436,174,1,0
0,12,60000,host,0,0,0,1.12015e+06,25866,845,1417,1169,690,496,13,0
0,12,60000,symbiont,11052240,740247,2.08006e+06,368651,8418,625,843,919,441,168,2,0
0,12,65000,host,0,0,0,1.11375e+06,21907,919,1406,1265,717,521,12,0
0,12,65000,symbiont,11502783,726810,2.06592e+06,358813,10050,705,1053,1012,471,204,0,0
0,12,70000,host,0,0,0,1.07526e+06,21802,939,1605,1404,783,504,4,0
0,12,70000,symbiont,12384790,770253,2.0678e+06,353743,10904,774,1448,1065,483,193,0,3
0,12,75000,host,0,0,0,1.06238e+06,23805,1070,1985,1508,836,562,4,1
0,12,75000,symbiont,13492085,886785,2.17478e+06,370201,12010,856,1045,1269,559,256,3,0
0,12,80000,host,0,0,0,1.03291e+06,28746,1175,2057,1686,890,566,3,0
0,12,80000,symbiont,14649155,999852,2.26349e+06,381770,12112,954,1544,1242,601,288,2,1
0,12,85000,host,0,0,0,1.01139e+06,30797,1207,3686,1788,965,664,11,2
0,12,85000,symbiont,15296704,1.04058e+06,2.28804e+06,382112,14216,778,2186,1234,562,269,7,0
0,12,90000,host,0,0,0,1.0255e+06,39651,1350,7356,1932,1049,607,12,2
