vres,rep,update,partner,donate_calls,donated,earned,task_NOT,task_NAND,task_AND,task_ORN,task_OR,task_ANDN,task_NOR,task_XOR,task_EQU
25,17,185000,host,0,0,0,98852,19916,682,8118,943,593,124,14,2
25,17,185000,symbiont,47235638,6.43353e+06,1.14116e+07,232418,42164,694,246750,1145,634,288,10,11
25,17,190000,host,0,0,0,105208,16653,533,10806,1423,520,117,8,5
25,17,190000,symbiont,49105856,6.42173e+06,1.1266e+07,233370,42078,661,242676,1237,622,335,17,7
25,17,195000,host,0,0,0,125095,15366,635,11234,1550,497,142,9,4
25,17,195000,symbiont,51238784,6.02582e+06,1.11372e+07,269935,54320,763,232731,1348,711,321,21,15
25,17,200000,host,0,0,0,133031,17018,585,14956,1616,515,156,6,7
25,17,200000,symbiont,51220371,6.33257e+06,1.09332e+07,260499,56173,715,228429,1417,722,319,32,18
25,18,0,host,0,0,0,0,0,0,0,0,0,0,0,0
25,18,0,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
25,18,5000,host,0,0,0,2.38387e+06,1150,712,666,724,204,136,0,0
25,18,5000,symbiont,147008,24681,439005,65357,629,448,445,456,137,163,0,0
25,18,10000,host,0,0,0,2.02908e+06,1820,476,603,550,211,191,0,0
25,18,10000,symbiont,1652545,359012,2.21287e+06,409829,2609,441,991,550,207,209,0,0
25,18,15000,host,0,0,0,1.70504e+06,3165,377,597,485,223,184,0,0
25,18,15000,symbiont,3909175,739739,3.8341e+06,717958,8569,538,1337,824,321,223,1,0
25,18,20000,host,0,0,0,1.57209e+06,4110,374,1348,505,215,162,0,0
25,18,20000,symbiont,4996695,953031,4.46868e+06,841531,10497,623,1236,844,371,238,1,0
25,18,25000,host,0,0,0,1.51909e+06,4839,469,775,636,290,229,2,0
25,18,25000,symbiont,5836700,1.09974e+06,4.68894e+06,875411,11551,774,1266,1083,466,303,3,0
25,18,30000,host,0,0,0,1.42661e+06,8096,537,969,797,391,342,1,0
25,18,30000,symbiont,6671392,1.08306e+06,4.68046e+06,865402,11618,879,1327,1215,568,402,1,0
25,18,35000,host,0,0,0,1.35096e+06,10721,549,1275,851,405,334,3,0
25,18,35000,symbiont,7345624,1.11442e+06,4.65541e+06,849419,13375,1001,1733,1412,639,416,7,1
25,18,40000,host,0,0,0,1.25499e+06,13038,633,2035,850,466,390,4,0
25,18,40000,symbiont,8203819,1.11866e+06,4.39488e+06,796261,11299,954,2175,1382,693,409,3,0
25,18,45000,host,0,0,0,1.17505e+06,16483,711,1838,959,513,427,4,0
25,18,45000,symbiont,8561340,1.29451e+06,4.47358e+06,793853,12487,1516,3209,1441,732,489,3,1
25,18,50000,host,0,0,0,1.13107e+06,20354,766,1705,1100,592,422,6,0
25,18,50000,symbiont,9312219,1.3945e+06,4.68478e+06,820068,17649,2319,2620,1904,835,490,7,0
25,18,55000,host,0,0,0,1.1182e+06,17184,747,1370,1168,576,415,5,0
25,18,55000,symbiont,9990607,1.60256e+06,4.97873e+06,794966,24428,2684,8162,3491,966,553,10,4
25,18,60000,host,0,0,0,1.0647e+06,18699,843,1295,1159,627,419,4,0
25,18,60000,symbiont,11202050,1.78632e+06,5.10804e+06,784990,30403,2789,13822,2379,1034,557,20,4
25,18,65000,host,0,0,0,1.0372e+06,21553,902,1743,1361,691,495,3,0
25,18,65000,symbiont,11818648,1.81161e+06,4.92367e+06,748437,33337,2740,14170,1984,1074,567,15,2
25,18,70000,host,0,0,0,1.01608e+06,26620,1098,1514,1463,957,549,4,0
25,18,70000,symbiont,12339600,2.14592e+06,5.22834e+06,751265,33092,2141,22029,1938,1125,584,6,1
25,18,75000,host,0,0,0,979162,29733,1176,2165,1547,1258,568,5,0
25,18,75000,symbiont,13390682,2.23666e+06,5.3569e+06,749060,33793,1929,24979,2120,1127,643,21,1
25,18,80000,host,0,0,0,967784,27529,1184,3986,1813,1288,633,6,1
25,18,80000,symbiont,14649722,2.30686e+06,5.2367e+06,724618,33530,1573,25046,2284,1181,629,17,2
25,18,85000,host,0,0,0,984289,33730,1408,5659,1985,993,617,8,1
25,18,85000,symbiont,15282367,1.93559e+06,4.86166e+06,739636,31993,1684,13466,2260,1225,724,10,4
25,18,90000,host,0,0,0,958826,36978,2349,6740,2054,1072,659,14,0
25,18,90000,symbiont,15750309,1.9555e+06,4.84695e+06,751807,37935,1655,10159,2472,1293,758,12,4
25,18,95000,host,0,0,0,935160,48926,3873,9911,2256,1171,664,20,5
25,18,95000,symbiont,17191678,2.01268e+06,4.97204e+06,795477,37882,2085,6420,2641,1430,848,17,3
25,18,100000,host,0,0,0,916150,61560,2479,14025,2520,1324,717,18,1
25,18,100000,symbiont,18274846,2.07533e+06,5.0927e+06,819703,44996,2184,4716,2793,1526,900,21,1
25,18,105000,host,0,0,0,907273,69221,6418,16446,2768,1328,765,32,1
25,18,105000,symbiont,18845378,2.04008e+06,4.99883e+06,774997,50113,3057,6183,2840,1538,926,23,5
25,18,110000,host,0,0,0,858501,74231,2191,21150,3075,1532,678,35,3
25,18,110000,symbiont,19426214,2.01707e+06,5.00425e+06,779977,56641,2079,5052,3011,1700,963,23,4
25,18,115000,host,0,0,0,799963,81342,2128,21163,3008,1517,672,42,1
25,18,115000,symbiont,20297072,2.07739e+06,5.09426e+06,778667,62888,2731,4861,3374,1803,1018,26,5
25,18,120000,host,0,0,0,774819,76417,2118,17167,3031,1751,686,41,6
25,18,120000,symbiont,21646725,2.13285e+06,5.12392e+06,757870,75730,3386,5098,3453,1924,1127,32,3
25,18,125000,host,0,0,0,767525,78421,2309,21529,3164,1684,704,27,3
25,18,125000,symbiont,22629739,2.03782e+06,5.22976e+06,739203,89310,3977,6763,3794,2092,1105,58,2
25,18,130000,host,0,0,0,737038,82562,2458,18661,3200,1644,629,33,1
25,18,130000,symbiont,23317969,2.92015e+06,8.28334e+06,775523,112674,6836,65725,6745,2348,1223,69,18
25,18,135000,host,0,0,0,688606,88651,3123,20841,3283,1779,660,28,1
25,18,135000,symbiont,26016803,3.78672e+06,1.68442e+07,889116,129126,5745,243697,15844,2688,1697,71,31
25,18,140000,host,0,0,0,443762,65101,2369,14342,2266,1283,412,40,4
25,18,140000,symbiont,31306200,6.5069e+06,2.92114e+07,689689,100257,11607,593172,8427,2172,1408,85,21
25,18,145000,host,0,0,0,108919,11417,351,1299,516,303,95,12,2
25,18,145000,symbiont,34384440,3.01281e+06,1.17508e+07,182955,23024,14393,248739,2014,530,331,16,10
25,18,150000,host,0,0,0,102980,9134,357,1001,524,294,109,4,0
25,18,150000,symbiont,37952505,2.73189e+06,1.18029e+07,173005,19343,13282,252536,2102,594,350,13,5
25,18,155000,host,0,0,0,102044,9150,351,1093,490,301,91,3,0
25,18,155000,symbiont,42643938,2.70442e+06,1.18093e+07,170263,23785,16819,249000,2143,546,323,23,2
25,18,160000,host,0,0,0,88390,7291,296,1041,459,261,106,5,1
25,18,160000,symbiont,45824961,3.35486e+06,1.18932e+07,155462,26429,10526,259709,1761,540,302,25,6
25,18,165000,host,0,0,0,86261,8488,319,1149,493,286,66,4,0
25,18,165000,symbiont,47953570,3.12025e+06,1.18955e+07,163577,28106,3179,267060,1094,557,355,14,2
25,18,170000,host,0,0,0,73353,7104,326,1000,426,275,78,2,2
25,18,170000,symbiont,49816721,3.29772e+06,1.19769e+07,159921,24780,543,273003,1056,516,315,15,5
25,18,175000,host,0,0,0,69421,7697,314,1187,407,271,65,4,1
25,18,175000,symbiont,50537951,3.03178e+06,1.19906e+07,158431,20729,591,274066,913,513,355,20,4
25,18,180000,host,0,0,0,61817,8785,250,1068,365,263,58,15,0
25,18,180000,symbiont,48748996,2.9722e+06,1.20339e+07,149836,19349,565,276449,866,537,364,18,10
25,18,185000,host,0,0,0,59516,9435,281,865,389,258,57,8,0
25,18,185000,symbiont,46995922,2.89996e+06,1.20487e+07,145084,17422,547,277616,971,559,307,21,10
25,18,190000,host,0,0,0,64031,8536,378,515,469,322,76,5,0
25,18,190000,symbiont,45094418,2.35751e+06,1.20279e+07,161857,20562,569,273625,1338,577,358,19,11
25,18,195000,host,0,0,0,53619,7895,284,463,406,252,49,10,0
25,18,195000,symbiont,44535968,2.43097e+06,1.21016e+07,151600,19236,479,277522,1165,532,358,11,10
25,18,200000,host,0,0,0,41534,7640,268,342,367,216,39,9,1
25,18,200000,symbiont,44621484,3.37654e+06,1.21758e+07,133511,16566,480,282242,1213,466,324,5,10
25,19,0,host,0,0,0,0,0,0,0,0,0,0,0,0
25,19,0,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
25,19,5000,host,0,0,0,2.40504e+06,1503,720,654,728,177,149,0,0
25,19,5000,symbiont,117741,11578,345695,46270,751,498,461,440,158,154,0,0
25,19,10000,host,0,0,0,2.09713e+06,3049,498,637,566,220,175,0,0
25,19,10000,symbiont,1438030,279906,1.86976e+06,343879,5987,397,539,472,205,184,0,0
25,19,15000,host,0,0,0,1.74596e+06,3923,367,604,477,192,175,0,0
25,19,15000,symbiont,4044838,771592,3.63472e+06,677795,15209,539,1005,640,301,210,1,0
25,19,20000,host,0,0,0,1.56697e+06,4948,360,590,509,214,164,0,0
25,19,20000,symbiont,5836393,1.03607e+06,4.52172e+06,818294,22709,647,3574,857,425,288,4,0
25,19,25000,host,0,0,0,1.4726e+06,7261,421,741,635,282,239,0,0
25,19,25000,symbiont,7062164,1.17703e+06,4.94509e+06,843815,40462,1222,7246,1131,513,330,13,2
25,19,30000,host,0,0,0,1.38452e+06,10507,526,895,775,389,303,1,0
25,19,30000,symbiont,8016158,1.23203e+06,5.2092e+06,805579,59868,6874,9253,1435,648,416,26,0
25,19,35000,host,0,0,0,1.27958e+06,10745,567,1097,835,467,302,2,0
25,19,35000,symbiont,10286826,1.31428e+06,5.88656e+06,783914,77374,13020,19075,1739,797,540,34,5
25,19,40000,host,0,0,0,1.23937e+06,11750,805,1096,944,500,400,4,0
25,19,40000,symbiont,12342901,1.52322e+06,6.05724e+06,729531,90846,12395,28248,2036,910,541,47,4
25,19,45000,host,0,0,0,1.11661e+06,14550,1031,845,749,415,264,2,0
25,19,45000,symbiont,15081743,1.37263e+06,6.63556e+06,646279,109969,7970,49718,5503,773,293,40,5
25,19,50000,host,0,0,0,990274,13881,1018,820,724,1554,251,2,0
25,19,50000,symbiont,18935982,1.71327e+06,7.18427e+06,563189,125063,5259,64789,10666,732,255,43,4
25,19,55000,host,0,0,0,682255,11768,716,684,579,1906,250,2,0
25,19,55000,symbiont,24267005,3.12502e+06,8.73663e+06,407641,125227,4277,103158,21236,685,276,45,2
25,19,60000,host,0,0,0,452603,8590,987,774,519,2068,189,5,1
25,19,60000,symbiont,31112416,2.93083e+06,9.88766e+06,279285,108168,7605,162925,13341,655,278,46,3
25,19,65000,host,0,0,0,356804,7546,976,637,508,1015,157,0,0
25,19,65000,symbiont,35205539,2.9701e+06,1.04701e+07,244700,118690,24934,169683,9972,717,247,82,5
25,19,70000,host,0,0,0,293352,6429,527,499,469,421,125,0,0
25,19,70000,symbiont,38340073,3.5788e+06,1.0871e+07,216092,115242,34737,188579,2830,690,197,64,4
25,19,75000,host,0,0,0,178398,4546,277,354,413,225,100,0,0
25,19,75000,symbiont,43047766,4.83867e+06,1.14945e+07,147211,100585,28097,220652,3517,576,141,60,3
25,19,80000,host,0,0,0,141400,3809,222,324,360,213,88,1,0
25,19,80000,symbiont,46880009,4.89567e+06,1.16935e+07,120921,90489,22444,221954,10732,489,146,35,2
25,19,85000,host,0,0,0,125996,3308,250,305,368,216,101,0,0
25,19,85000,symbiont,50556507,5.47965e+06,1.17701e+07,113159,90090,25665,218592,12283,479,106,55,4
25,19,90000,host,0,0,0,96682,2507,174,266,293,445,53,1,0
25,19,90000,symbiont,53900248,6.30537e+06,1.19219e+07,102518,86796,39185,205572,14936,410,117,75,3
25,19,95000,host,0,0,0,78878,2259,145,237,231,240,54,2,0
25,19,95000,symbiont,57367443,6.33255e+06,1.20347e+07,93736,86959,47503,209385,10872,358,105,42,0
25,19,100000,host,0,0,0,61777,1830,101,218,207,328,40,1,0
25,19,100000,symbiont,60391037,6.78867e+06,1.21224e+07,101929,93971,32532,231537,7413,331,109,60,0
25,19,105000,host,0,0,0,48783,1804,85,185,212,263,43,0,0
25,19,105000,symbiont,63865028,6.42746e+06,1.21933e+07,109790,103042,43535,206179,14411,364,116,67,2
25,19,110000,host,0,0,0,44312,2036,101,197,198,131,39,3,0
25,19,110000,symbiont,67335138,6.31933e+06,1.22249e+07,114571,107342,59683,194480,12022,407,127,64,2
25,19,115000,host,0,0,0,48032,2298,109,183,194,133,43,2,0
25,19,115000,symbiont,68052078,7.05231e+06,1.22046e+07,135871,108351,62210,196967,7645,471,141,74,5
25,19,120000,host,0,0,0,46816,2423,149,220,240,154,44,0,0
25,19,120000,symbiont,68829417,7.12251e+06,1.22013e+07,148788,106721,62856,198314,5793,443,170,68,6
25,19,125000,host,0,0,0,37264,1007,130,201,225,152,31,0,0
25,19,125000,symbiont,67492683,6.70271e+06,1.2261e+07,146178,102744,59797,209972,2705,414,167,65,5
25,19,130000,host,0,0,0,30309,577,117,205,238,136,19,0,0
25,19,130000,symbiont,67479873,5.90151e+06,1.23005e+07,146614,103801,48621,224235,1553,415,174,59,2
25,19,135000,host,0,0,0,23837,2049,103,201,207,147,32,0,0
25,19,135000,symbiont,67138342,6.55528e+06,1.23257e+07,118460,94285,39719,239854,1012,342,150,68,2
25,19,140000,host,0,0,0,21256,2006,119,200,210,121,23,0,0
25,19,140000,symbiont,66543886,6.84105e+06,1.23423e+07,116817,80587,36798,245889,653,314,147,65,1
25,19,145000,host,0,0,0,21045,1315,166,210,259,183,19,0,0
25,19,145000,symbiont,65238938,6.33246e+06,1.2336e+07,131888,73882,29596,251785,633,394,153,58,1
25,19,150000,host,0,0,0,19181,1865,165,193,287,201,13,0,0
25,19,150000,symbiont,63332725,5.74515e+06,1.23408e+07,137132,70472,28313,252790,677,386,168,71,5
25,19,155000,host,0,0,0,14533,1698,184,217,277,160,15,2,0
25,19,155000,symbiont,62873091,5.38275e+06,1.23662e+07,140036,66458,27505,254181,779,374,193,50,5
25,19,160000,host,0,0,0,10421,1731,121,164,221,156,11,0,0
25,19,160000,symbiont,63530126,5.5204e+06,1.2397e+07,131556,57341,17355,267848,662,334,171,33,1
25,19,165000,host,0,0,0,11712,2094,160,136,188,103,10,0,0
25,19,165000,symbiont,64618000,6.51315e+06,1.23958e+07,115004,48306,14775,273938,570,315,143,34,2
25,19,170000,host,0,0,0,9363,2881,475,137,169,159,9,0,0
25,19,170000,symbiont,64962874,6.75745e+06,1.23879e+07,118656,43460,15760,272701,699,315,150,36,1
25,19,175000,host,0,0,0,9285,3039,142,114,139,113,11,0,0
25,19,175000,symbiont,65251104,6.44182e+06,1.24075e+07,116135,40304,19662,266638,2337,351,146,42,4
25,19,180000,host,0,0,0,10574,2658,112,144,158,114,11,0,0
25,19,180000,symbiont,67022113,6.21255e+06,1.24019e+07,118715,41841,19609,248361,11196,309,146,26,5
25,19,185000,host,0,0,0,11455,2987,119,236,188,112,13,0,0
25,19,185000,symbiont,67505569,7.20322e+06,1.2389e+07,134739,47249,13403,245218,14297,346,144,45,2
25,19,190000,host,0,0,0,14822,2420,146,246,219,135,19,0,0
25,19,190000,symbiont,69401049,6.97404e+06,1.23679e+07,148763,52160,21461,259611,1425,391,196,39,2
25,19,195000,host,0,0,0,13635,1442,126,142,193,138,31,1,0
25,19,195000,symbiont,70938210,6.48232e+06,1.23834e+07,154464,56031,29451,251895,822,445,210,60,2
25,19,200000,host,0,0,0,9696,1326,121,156,160,135,13,0,0
25,19,200000,symbiont,72074536,7.2588e+06,1.24091e+07,139134,50975,39976,245219,681,408,188,37,3
50,10,0,host,0,0,0,0,0,0,0,0,0,0,0,0
50,10,0,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
50,10,5000,host,0,0,0,2.42522e+06,1617,741,693,718,202,128,0,0
50,10,5000,symbiont,46441,9530,246355,27532,603,471,406,432,139,157,0,0
50,10,10000,host,0,0,0,2.19327e+06,2936,530,640,531,259,168,0,0
50,10,10000,symbiont,1107599,215086,1.39099e+06,251070,1603,389,523,522,228,198,0,0
50,10,15000,host,0,0,0,1.81032e+06,5744,419,609,506,215,182,0,0
50,10,15000,symbiont,3921925,730196,3.29425e+06,612332,5415,615,1562,740,301,226,1,0
50,10,20000,host,0,0,0,1.6165e+06,9409,386,723,566,242,201,0,0
50,10,20000,symbiont,6322433,1.07653e+06,4.23416e+06,780344,12508,761,1673,1087,445,312,5,0
50,10,25000,host,0,0,0,1.4717e+06,10537,453,860,635,301,260,1,0
50,10,25000,symbiont,7680577,1.34004e+06,4.87003e+06,877797,15252,1033,3107,1355,714,464,2,0
50,10,30000,host,0,0,0,1.35031e+06,11992,530,1263,765,407,323,2,0
50,10,30000,symbiont,9152574,1.42158e+06,4.9727e+06,879680,18972,1361,2873,1793,881,598,3,0
50,10,35000,host,0,0,0,1.28166e+06,13834,598,2440,851,481,382,2,1
50,10,35000,symbiont,10243571,1.47396e+06,4.9029e+06,848529,24348,1429,3474,1929,1049,642,9,0
50,10,40000,host,0,0,0,1.21021e+06,15612,717,2334,962,534,407,5,0
50,10,40000,symbiont,11220703,1.58244e+06,4.7967e+06,815250,28803,1556,3967,2088,1080,623,9,3
50,10,45000,host,0,0,0,1.13878e+06,16711,716,2415,1080,596,394,5,0
50,10,45000,symbiont,11820639,1.64895e+06,4.8268e+06,820924,30717,1611,3264,2157,1099,688,13,3
50,10,50000,host,0,0,0,1.07699e+06,16261,788,2680,1293,636,427,2,1
50,10,50000,symbiont,12758465,1.70062e+06,5.07356e+06,842046,39074,1668,4869,2280,1325,706,22,5
50,10,55000,host,0,0,0,1.0386e+06,18905,1913,2980,1359,692,436,5,1
50,10,55000,symbiont,14154682,1.67404e+06,5.06401e+06,817829,49541,1986,4361,2648,1528,832,28,5
50,10,60000,host,0,0,0,1.05522e+06,27166,2852,5644,1448,792,518,6,0
50,10,60000,symbiont,15176131,1.65785e+06,4.97659e+06,774740,57962,2140,5699,2812,1552,892,44,2
50,10,65000,host,0,0,0,1.03637e+06,40282,3777,40608,1890,911,581,18,2
50,10,65000,symbiont,16384017,1.6541e+06,4.89028e+06,733848,68169,2302,6105,3076,1697,948,55,5
50,10,70000,host,0,0,0,981786,81958,1977,125279,2645,1214,654,26,2
50,10,70000,symbiont,17974994,1.62706e+06,4.59268e+06,659300,65236,2493,7627,3182,1803,971,67,1
50,10,75000,host,0,0,0,884654,154050,4410,213118,3974,1720,755,64,12
50,10,75000,symbiont,19548519,1.47552e+06,4.28203e+06,583184,62388,2628,8325,3413,1975,1084,72,1
50,10,80000,host,0,0,0,447318,104769,2343,143880,2128,872,302,34,16
50,10,80000,symbiont,22796710,768339,3.6163e+06,329252,33126,1096,37130,1479,981,526,27,3
50,10,85000,host,0,0,0,135921,33153,644,52281,3236,405,101,11,7
50,10,85000,symbiont,36761778,2.23696e+06,9.24078e+06,161534,29114,637,203727,766,500,312,15,2
50,10,90000,host,0,0,0,105758,24965,746,32464,4226,367,106,13,12
50,10,90000,symbiont,40679246,2.91898e+06,1.01358e+07,131874,25777,415,231143,648,445,287,19,10
50,10,95000,host,0,0,0,85294,19143,463,23958,1423,335,114,7,9
50,10,95000,symbiont,42871144,2.65503e+06,1.08425e+07,115561,19723,400,252172,598,429,250,19,8
50,10,100000,host,0,0,0,74216,17229,365,21422,5458,299,74,8,8
50,10,100000,symbiont,44175717,2.01585e+06,1.07014e+07,106439,17395,338,250395,586,387,226,10,6
50,10,105000,host,0,0,0,75531,19826,299,17750,3510,316,83,8,3
50,10,105000,symbiont,45057318,2.19058e+06,1.09866e+07,104724,18481,329,257654,579,366,212,13,8
50,10,110000,host,0,0,0,62854,19243,265,20033,1651,246,89,4,3
50,10,110000,symbiont,46230032,2.01983e+06,1.11178e+07,88555,18442,283,263578,423,316,186,10,9
50,10,115000,host,0,0,0,52892,15318,211,25171,1110,209,44,2,4
50,10,115000,symbiont,47547226,1.66635e+06,1.10538e+07,73980,14457,227,264339,387,270,151,8,6
50,10,120000,host,0,0,0,47378,13757,182,26191,4153,194,63,1,4
50,10,120000,symbiont,48313942,1.49116e+06,1.08247e+07,67343,14283,210,259481,306,248,158,8,7
50,10,125000,host,0,0,0,54500,19411,257,31130,2960,221,53,5,2
50,10,125000,symbiont,49164423,1.43036e+06,1.06234e+07,77845,18713,241,252644,411,278,179,18,6
50,10,130000,host,0,0,0,57346,21253,248,30832,1183,234,62,9,0
50,10,130000,symbiont,49449708,1.18043e+06,1.07465e+07,76518,18550,258,255883,416,284,190,14,7
50,10,135000,host,0,0,0,51788,22886,269,27760,1086,243,57,12,1
50,10,135000,symbiont,50559191,669476,1.09033e+07,76010,18130,1575,258733,343,243,171,7,4
50,10,140000,host,0,0,0,51890,23423,229,31418,936,211,42,7,1
50,10,140000,symbiont,50976520,573490,1.07782e+07,71880,17989,1967,255484,363,279,152,14,4
50,10,145000,host,0,0,0,63027,27248,324,35415,589,250,64,11,1
50,10,145000,symbiont,51250943,602307,1.05576e+07,73243,19007,2391,249174,410,287,166,13,10
50,10,150000,host,0,0,0,73201,35848,361,42933,1990,267,79,19,0
50,10,150000,symbiont,50564429,784998,1.00432e+07,74882,19274,1697,236655,464,310,179,16,7
50,10,155000,host,0,0,0,68202,33653,350,39730,8524,314,70,11,0
50,10,155000,symbiont,49926351,731207,9.69046e+06,68252,16515,4767,226114,405,282,189,11,6
50,10,160000,host,0,0,0,61147,29448,292,22839,9440,269,62,12,3
50,10,160000,symbiont,51228735,306189,1.03738e+07,64104,13919,3247,245512,403,248,171,13,7
50,10,165000,host,0,0,0,65881,32119,366,21733,7486,268,80,12,1
50,10,165000,symbiont,52460165,225421,1.05083e+07,66109,13607,261,252104,390,270,131,13,5
50,10,170000,host,0,0,0,67199,30946,328,19706,6313,266,77,13,3
50,10,170000,symbiont,52954764,285362,1.06785e+07,63971,12796,261,256907,364,242,145,10,5
50,10,175000,host,0,0,0,67302,30134,304,22161,6956,263,75,8,2
50,10,175000,symbiont,53379587,1.21216e+06,1.05361e+07,67190,13480,260,252601,415,293,146,8,7
50,10,180000,host,0,0,0,79165,30803,313,19428,7937,254,94,13,1
50,10,180000,symbiont,53474831,1.54363e+06,1.05064e+07,68746,13829,282,251202,419,312,162,9,10
50,10,185000,host,0,0,0,74414,25757,312,16043,7681,243,90,22,2
50,10,185000,symbiont,53490393,2.1567e+06,1.07078e+07,71057,14240,287,255894,464,283,174,8,9
50,10,190000,host,0,0,0,73288,20217,537,14779,8066,204,90,6,4
50,10,190000,symbiont,53315838,2.28649e+06,1.07535e+07,70822,16148,690,256653,439,310,150,12,8
50,10,195000,host,0,0,0,71192,19674,769,14393,7867,209,81,8,6
50,10,195000,symbiont,53976667,2.30783e+06,1.07905e+07,66059,18666,515,258091,408,299,159,14,8
50,10,200000,host,0,0,0,88845,23758,966,19168,8713,247,93,11,3
50,10,200000,symbiont,56344476,1.78652e+06,1.04154e+07,73380,19927,340,247283,496,317,171,5,14
50,11,0,host,0,0,0,0,0,0,0,0,0,0,0,0
50,11,0,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
50,11,5000,host,0,0,0,2.42508e+06,1016,712,626,729,191,127,0,0
50,11,5000,symbiont,55555,8896,253905,27822,539,447,463,470,153,165,0,0
50,11,10000,host,0,0,0,2.15474e+06,2491,524,613,551,220,182,0,0
50,11,10000,symbiont,1391492,276212,1.58774e+06,288015,4779,438,476,480,212,200,2,0
50,11,15000,host,0,0,0,1.75535e+06,4799,432,579,477,201,156,1,0
50,11,15000,symbiont,4566866,778725,3.58222e+06,660583,16257,601,1214,776,323,236,3,0
50,11,20000,host,0,0,0,1.59997e+06,5514,389,632,498,242,175,0,0
50,11,20000,symbiont,6463623,1.14999e+06,4.34936e+06,800963,18758,766,1321,996,505,298,0,1
50,11,25000,host,0,0,0,1.53682e+06,11332,432,820,618,325,257,0,0
50,11,25000,symbiont,7468198,1.28692e+06,4.48564e+06,806854,22829,1085,1463,1401,651,438,8,0
50,11,30000,host,0,0,0,1.38034e+06,13267,514,948,712,357,277,3,0
50,11,30000,symbiont,8437568,1.35071e+06,4.56688e+06,803708,27045,1208,2292,1644,760,497,8,0
50,11,35000,host,0,0,0,1.25966e+06,14093,559,984,803,420,337,3,0
50,11,35000,symbiont,9470821,1.35077e+06,4.54098e+06,796526,26038,1592,1774,1768,823,526,13,0
50,11,40000,host,0,0,0,1.20181e+06,11827,569,1064,789,438,367,1,0
50,11,40000,symbiont,10096056,1.3555e+06,4.60767e+06,796195,25723,2305,2711,1778,858,523,14,2
50,11,45000,host,0,0,0,1.1415e+06,12760,686,1168,959,501,402,1,0
50,11,45000,symbiont,11025718,1.34718e+06,4.54762e+06,777493,27087,3063,2115,1837,999,558,7,1
50,11,50000,host,0,0,0,1.10722e+06,16863,775,1325,1152,563,424,2,0
50,11,50000,symbiont,11806793,1.44755e+06,4.595e+06,786709,22426,2401,2560,2111,1027,621,3,0
50,11,55000,host,0,0,0,1.08622e+06,19632,887,1419,1233,612,477,6,0
50,11,55000,symbiont,12267826,1.48381e+06,4.43376e+06,765393,19872,1522,2610,2012,1055,586,7,6
50,11,60000,host,0,0,0,1.05501e+06,21285,958,1575,1395,732,506,12,0
50,11,60000,symbiont,12864154,1.52614e+06,4.50478e+06,778627,20249,1490,2268,2053,1126,648,7,3
50,11,65000,host,0,0,0,993003,22457,1011,1592,1469,757,509,6,1
50,11,65000,symbiont,13686825,1.63018e+06,4.65747e+06,797144,25942,1702,2257,2219,1177,693,5,1
50,11,70000,host,0,0,0,1.00215e+06,25342,1796,1950,1579,902,505,18,2
50,11,70000,symbiont,13934645,1.59426e+06,4.50009e+06,762549,23669,1713,2606,2336,1273,658,12,1
50,11,75000,host,0,0,0,1.00285e+06,30474,2303,2300,1850,896,570,13,0
50,11,75000,symbiont,14150223,1.59278e+06,4.33499e+06,731184,24206,1598,2341,2309,1255,707,12,1
50,11,80000,host,0,0,0,983658,29814,2014,2451,1950,1006,580,10,0
50,11,80000,symbiont,15265071,1.58237e+06,4.40108e+06,735293,24978,1692,2611,2406,1303,793,23,1
50,11,85000,host,0,0,0,969855,33253,2874,2786,2134,1108,592,16,1
50,11,85000,symbiont,15518633,1.5923e+06,4.47587e+06,747466,24548,1809,2436,2584,1407,774,18,0
50,11,90000,host,0,0,0,965842,39259,2373,3578,2300,1139,650,11,0
50,11,90000,symbiont,16584452,1.66167e+06,4.60915e+06,767266,26468,1939,2609,2633,1461,800,17,1
50,11,95000,host,0,0,0,958278,42737,3619,3775,2454,1190,682,21,1
50,11,95000,symbiont,17100349,1.74336e+06,4.52874e+06,749575,29620,1938,2485,2611,1405,826,11,2
50,11,100000,host,0,0,0,930390,49951,4222,6667,2590,1374,657,19,1
50,11,100000,symbiont,17093304,1.71142e+06,4.58866e+06,756465,31644,1905,2714,2628,1488,825,13,0
50,11,105000,host,0,0,0,930341,58107,3805,139536,2950,1458,705,22,2
50,11,105000,symbiont,16456670,1.73809e+06,4.54274e+06,738913,36434,2029,2903,2693,1504,809,20,1
50,11,110000,host,0,0,0,413322,48991,14310,906129,3596,864,533,25,2
50,11,110000,symbiont,5420408,394974,1.02122e+06,162309,7922,461,642,826,317,210,6,0
50,11,115000,host,0,0,0,63833,10169,11459,291776,418,242,159,8,2
50,11,115000,symbiont,1602699,55,12920,1914,23,9,12,19,7,2,0,0
50,11,120000,host,0,0,0,71895,11642,4333,297360,464,262,168,13,5
50,11,120000,symbiont,908266,1205,16800,2702,122,5,18,11,7,2,0,0
50,11,125000,host,0,0,0,74929,19426,11196,288973,564,297,155,29,9
50,11,125000,symbiont,579622,0,10990,1465,13,12,22,19,9,0,0,0
