vert,ht_res,vt_res,rep,update,partner,donate_calls,donated,earned,steal_calls,stolen,mutualism,attempts_horiz,success_horiz,attempts_vert,task_NOT,task_NAND,task_AND,task_ORN,task_OR,task_ANDN,task_NOR,task_XOR,task_EQU
0.8,100,50,16,270000,host,0,0,0,NA,NA,NA,NA,NA,NA,730911,64932,590,808,593,222,49,2,2
0.8,100,50,16,270000,symbiont,1642824,3.96779e+07,3.03154e+06,3193177,4.05259e+07,NA,30665,2065,234,493611,58080,3379,1570,649,224,31,2,0
0.8,100,50,16,275000,host,0,0,0,NA,NA,NA,NA,NA,NA,725542,63942,620,1040,538,258,56,1,0
0.8,100,50,16,275000,symbiont,1710248,4.44912e+07,3.02388e+06,3270741,4.53159e+07,NA,30480,2054,252,480451,60988,3459,1214,1336,212,35,2,0
0.8,100,50,16,280000,host,0,0,0,NA,NA,NA,NA,NA,NA,717600,59444,667,1746,562,237,51,0,0
0.8,100,50,16,280000,symbiont,1760881,4.75615e+07,2.99803e+06,3359243,4.83662e+07,NA,29871,1928,265,472666,63852,3411,1495,1132,272,42,1,0
0.8,100,50,16,285000,host,0,0,0,NA,NA,NA,NA,NA,NA,711444,52310,623,2213,577,233,56,2,0
0.8,100,50,16,285000,symbiont,1789951,4.29381e+07,2.89672e+06,3356662,4.36414e+07,NA,29403,1955,273,465693,66932,1529,1459,1130,238,28,1,0
0.8,100,50,16,290000,host,0,0,0,NA,NA,NA,NA,NA,NA,717593,48170,615,1480,625,263,31,5,0
0.8,100,50,16,290000,symbiont,1851032,4.33165e+07,2.82116e+06,3321260,4.40817e+07,NA,29134,1985,257,454496,69081,925,1199,1176,229,35,2,0
0.8,100,50,16,295000,host,0,0,0,NA,NA,NA,NA,NA,NA,719067,51594,507,675,654,244,49,2,0
0.8,100,50,16,295000,symbiont,1870703,4.35417e+07,2.80945e+06,3286992,4.4327e+07,NA,29063,1992,236,449173,69581,1399,1093,1125,255,31,4,0
0.8,100,50,16,300000,host,0,0,0,NA,NA,NA,NA,NA,NA,703210,52188,473,600,622,226,49,4,0
0.8,100,50,16,300000,symbiont,1888756,4.79932e+07,2.80038e+06,3383348,4.87939e+07,NA,29092,1976,228,454469,68984,851,685,1197,250,31,6,0
0.8,100,50,16,305000,host,0,0,0,NA,NA,NA,NA,NA,NA,697807,56130,498,587,629,254,43,2,0
0.8,100,50,16,305000,symbiont,1900824,4.32631e+07,2.74504e+06,3437894,4.411e+07,NA,28504,1927,236,451093,72074,557,635,656,279,37,5,0
0.8,100,50,16,310000,host,0,0,0,NA,NA,NA,NA,NA,NA,707901,56626,557,637,557,278,53,3,0
0.8,100,50,16,310000,symbiont,1936471,4.48495e+07,2.72796e+06,3476049,4.57409e+07,NA,29431,1893,244,448910,71515,633,589,594,254,53,4,0
0.8,100,50,16,315000,host,0,0,0,NA,NA,NA,NA,NA,NA,702826,53769,904,549,581,240,38,1,0
0.8,100,50,16,315000,symbiont,1974419,4.92659e+07,2.74117e+06,3535849,5.00936e+07,NA,29122,1874,236,460726,63324,565,638,592,254,31,1,0
0.8,100,50,16,320000,host,0,0,0,NA,NA,NA,NA,NA,NA,701017,55808,814,563,621,234,40,2,3
0.8,100,50,16,320000,symbiont,2036344,5.18918e+07,2.73082e+06,3600280,5.27484e+07,NA,29011,1881,216,458462,62702,580,647,628,263,24,5,0
0.8,100,50,16,325000,host,0,0,0,NA,NA,NA,NA,NA,NA,686369,61114,813,489,643,252,45,1,0
0.8,100,50,16,325000,symbiont,2084122,5.81555e+07,2.71265e+06,3673993,5.90358e+07,NA,29148,1858,209,455138,61928,577,730,634,238,32,1,0
0.8,100,50,16,330000,host,0,0,0,NA,NA,NA,NA,NA,NA,680021,62342,711,509,579,245,39,2,0
0.8,100,50,16,330000,symbiont,2077555,6.3891e+07,2.81572e+06,3644317,6.47842e+07,NA,30244,1798,201,470996,63819,622,945,648,271,31,3,0
0.8,100,50,16,335000,host,0,0,0,NA,NA,NA,NA,NA,NA,679752,60804,493,575,625,249,52,3,0
0.8,100,50,16,335000,symbiont,2118491,6.60018e+07,2.80596e+06,3674073,6.68744e+07,NA,30196,1781,215,472439,62384,569,909,603,248,22,3,2
0.8,100,50,16,340000,host,0,0,0,NA,NA,NA,NA,NA,NA,677816,61197,508,549,652,266,62,3,0
0.8,100,50,16,340000,symbiont,2142999,6.99726e+07,2.8589e+06,3662838,7.08326e+07,NA,30574,1860,217,483129,59762,560,1085,669,246,32,2,0
0.8,100,50,16,345000,host,0,0,0,NA,NA,NA,NA,NA,NA,675511,54567,610,1056,612,277,51,6,0
0.8,100,50,16,345000,symbiont,2224882,6.9668e+07,2.94548e+06,3632674,7.04603e+07,NA,31069,1778,236,499629,59690,494,1168,672,266,43,3,0
0.8,100,50,16,350000,host,0,0,0,NA,NA,NA,NA,NA,NA,685236,54179,769,1849,605,252,64,1,0
0.8,100,50,16,350000,symbiont,2241899,7.52097e+07,2.88614e+06,3677973,7.60203e+07,NA,30563,1807,247,489317,58863,486,1061,697,279,29,4,0
0.8,100,50,16,355000,host,0,0,0,NA,NA,NA,NA,NA,NA,678134,57328,878,2553,641,267,43,2,1
0.8,100,50,16,355000,symbiont,2283505,7.94297e+07,2.8349e+06,3729470,8.02476e+07,NA,29959,1881,238,483073,56722,499,967,637,275,20,7,0
0.8,100,50,16,360000,host,0,0,0,NA,NA,NA,NA,NA,NA,675729,59949,1237,1984,684,283,58,0,0
0.8,100,50,16,360000,symbiont,2339586,8.37215e+07,2.83757e+06,3780636,8.44855e+07,NA,29628,1866,242,482068,56518,575,969,690,282,29,3,0
0.8,100,50,16,365000,host,0,0,0,NA,NA,NA,NA,NA,NA,678466,58041,1243,1357,653,283,65,0,2
0.8,100,50,16,365000,symbiont,2371369,8.38952e+07,2.84542e+06,3750431,8.4619e+07,NA,29034,1844,250,477537,62563,805,768,686,263,34,4,0
0.8,100,50,16,370000,host,0,0,0,NA,NA,NA,NA,NA,NA,684673,56420,1104,1438,683,291,50,3,1
0.8,100,50,16,370000,symbiont,2301006,9.09027e+07,2.87172e+06,3750597,9.15982e+07,NA,29034,1951,259,477308,61939,854,1399,707,298,28,1,1
0.8,100,50,16,375000,host,0,0,0,NA,NA,NA,NA,NA,NA,680038,57215,1287,1501,665,262,57,4,0
0.8,100,50,16,375000,symbiont,2344177,9.3609e+07,2.92174e+06,3697876,9.43223e+07,NA,28976,1891,237,485431,60149,955,1605,716,335,44,2,0
0.8,100,50,16,380000,host,0,0,0,NA,NA,NA,NA,NA,NA,673046,57420,1963,1363,692,303,56,1,0
0.8,100,50,16,380000,symbiont,2394366,9.31074e+07,2.98502e+06,3704808,9.38113e+07,NA,29529,1926,239,495585,61378,946,1759,733,317,50,0,0
0.8,100,50,16,385000,host,0,0,0,NA,NA,NA,NA,NA,NA,684502,59363,2820,1420,697,286,57,3,0
0.8,100,50,16,385000,symbiont,2433329,9.84688e+07,3.09588e+06,3761982,9.92115e+07,NA,30647,2030,247,508532,61787,958,2967,690,313,43,1,0
0.8,100,50,16,390000,host,0,0,0,NA,NA,NA,NA,NA,NA,695535,63785,2152,2023,694,285,46,0,0
0.8,100,50,16,390000,symbiont,2451635,8.83854e+07,3.12767e+06,3787469,8.91661e+07,NA,31249,1951,263,506466,58732,990,4084,768,384,39,0,1
0.8,100,50,16,395000,host,0,0,0,NA,NA,NA,NA,NA,NA,705417,61204,1788,872,802,293,63,5,1
0.8,100,50,16,395000,symbiont,2509958,9.22944e+07,3.02088e+06,3762827,9.30868e+07,NA,30459,1948,276,500407,52626,977,3158,720,319,45,0,0
0.8,100,50,16,400000,host,0,0,0,NA,NA,NA,NA,NA,NA,708033,59917,1385,1195,671,278,58,1,0
0.8,100,50,16,400000,symbiont,2484141,8.63131e+07,3.06292e+06,3817809,8.7151e+07,NA,31580,1943,247,490088,53209,988,5337,739,339,44,1,0
0.8,100,50,16,405000,host,0,0,0,NA,NA,NA,NA,NA,NA,701027,64613,3130,1260,693,293,51,0,1
0.8,100,50,16,405000,symbiont,2467849,8.91753e+07,3.00578e+06,3774596,8.99498e+07,NA,30889,1930,255,472359,56198,788,6127,677,317,42,1,0
0.8,100,50,16,410000,host,0,0,0,NA,NA,NA,NA,NA,NA,697562,69492,4491,1507,639,292,66,4,0
0.8,100,50,16,410000,symbiont,2468056,8.69322e+07,2.92104e+06,3747305,8.77616e+07,NA,30809,1996,251,458688,54905,627,6108,662,302,41,0,0
0.8,100,50,16,415000,host,0,0,0,NA,NA,NA,NA,NA,NA,695521,77023,6661,1499,718,294,59,3,1
0.8,100,50,16,415000,symbiont,2562846,8.71305e+07,2.91862e+06,3737274,8.80169e+07,NA,31083,2046,266,458534,51205,859,6279,701,288,33,0,0
0.8,100,50,16,420000,host,0,0,0,NA,NA,NA,NA,NA,NA,690663,78922,6511,1970,677,275,58,1,2
0.8,100,50,16,420000,symbiont,2559829,8.50796e+07,3.01924e+06,3677587,8.60052e+07,NA,32083,2048,274,461955,56460,1640,7001,663,298,29,0,0
0.8,100,50,16,425000,host,0,0,0,NA,NA,NA,NA,NA,NA,678364,82431,6994,2165,651,326,49,4,0
0.8,100,50,16,425000,symbiont,2599827,9.3061e+07,3.24903e+06,3632932,9.39407e+07,NA,33608,2086,277,461187,64491,2790,10504,702,317,43,3,0
0.8,100,50,16,430000,host,0,0,0,NA,NA,NA,NA,NA,NA,661835,88190,7437,1933,655,307,48,2,0
0.8,100,50,16,430000,symbiont,2685883,8.58087e+07,3.80105e+06,3582077,8.65822e+07,NA,37773,2125,287,450962,87544,4783,20650,748,322,34,1,0
0.8,100,50,16,435000,host,0,0,0,NA,NA,NA,NA,NA,NA,672324,94435,9046,1906,714,290,37,4,0
0.8,100,50,16,435000,symbiont,2793430,8.09769e+07,3.99832e+06,3503200,8.18376e+07,NA,39543,2108,262,440064,101945,5508,24301,783,352,26,4,1
0.8,100,50,16,440000,host,0,0,0,NA,NA,NA,NA,NA,NA,680450,101205,8827,3074,673,317,48,3,1
0.8,100,50,16,440000,symbiont,2902930,7.11318e+07,4.10078e+06,3480380,7.20065e+07,NA,40494,2139,245,428526,113503,6352,26140,750,333,23,2,1
0.8,100,50,16,445000,host,0,0,0,NA,NA,NA,NA,NA,NA,667380,106837,8708,2660,728,290,52,6,0
0.8,100,50,16,445000,symbiont,2924853,8.48592e+07,4.01851e+06,3496716,8.57672e+07,NA,39760,2087,248,432060,122394,5448,23330,771,356,31,0,0
0.8,100,50,16,450000,host,0,0,0,NA,NA,NA,NA,NA,NA,664447,111556,7651,5302,654,297,38,5,0
0.8,100,50,16,450000,symbiont,2929484,9.37772e+07,4.0552e+06,3504465,9.46274e+07,NA,40133,2157,245,424372,135277,4749,24245,797,344,31,4,1
0.8,100,50,16,455000,host,0,0,0,NA,NA,NA,NA,NA,NA,658725,108384,7224,7031,705,294,43,4,1
0.8,100,50,16,455000,symbiont,2950851,9.8453e+07,4.09908e+06,3510510,9.93216e+07,NA,41736,2216,244,405046,144881,4289,27057,814,315,26,5,1
0.8,100,50,16,460000,host,0,0,0,NA,NA,NA,NA,NA,NA,673786,104408,5591,12738,670,310,43,5,0
0.8,100,50,16,460000,symbiont,3022293,1.05654e+08,4.63113e+06,3609451,1.06373e+08,NA,47041,2397,261,394673,161545,5483,38464,762,314,32,6,0
0.8,100,50,16,465000,host,0,0,0,NA,NA,NA,NA,NA,NA,674618,97552,3955,18779,723,307,51,1,0
0.8,100,50,16,465000,symbiont,3110577,1.16653e+08,5.5282e+06,3574272,1.17332e+08,NA,54043,2500,274,396769,188144,5335,57284,806,370,25,5,0
0.8,100,50,16,470000,host,0,0,0,NA,NA,NA,NA,NA,NA,674138,98283,2098,19834,688,308,56,6,1
0.8,100,50,16,470000,symbiont,3155311,1.21599e+08,6.13961e+06,3568340,1.22178e+08,NA,58154,2704,237,394345,217425,8166,66485,808,308,27,7,0
0.8,100,50,16,475000,host,0,0,0,NA,NA,NA,NA,NA,NA,679005,88136,1805,26091,738,289,41,1,0
0.8,100,50,16,475000,symbiont,3175586,1.22656e+08,6.81456e+06,3646502,1.23224e+08,NA,65581,2814,264,387219,250870,8156,79911,829,327,44,8,2
0.8,100,50,16,480000,host,0,0,0,NA,NA,NA,NA,NA,NA,678395,88195,2174,36807,773,310,44,3,1
0.8,100,50,16,480000,symbiont,3271243,1.01474e+08,6.97652e+06,3700769,1.023e+08,NA,67764,2962,264,368913,267448,7277,85313,731,322,32,9,1
0.8,100,50,16,485000,host,0,0,0,NA,NA,NA,NA,NA,NA,686826,89619,2087,50686,819,393,47,2,1
0.8,100,50,16,485000,symbiont,3370801,7.64761e+07,7.08741e+06,3787031,7.72455e+07,NA,68365,3316,281,375380,274638,6944,86433,876,326,23,11,2
0.8,100,50,16,490000,host,0,0,0,NA,NA,NA,NA,NA,NA,717371,100637,2042,76721,814,303,45,3,0
0.8,100,50,16,490000,symbiont,3371604,6.82091e+07,6.73141e+06,3972981,6.97253e+07,NA,73338,3628,311,364676,276918,7176,78278,903,323,32,7,3
0.8,100,50,16,495000,host,0,0,0,NA,NA,NA,NA,NA,NA,754242,112506,2337,100880,892,346,48,6,1
0.8,100,50,16,495000,symbiont,3327747,6.77731e+07,7.16718e+06,4122761,6.9796e+07,NA,81732,4108,368,353339,296922,10219,85002,931,321,26,15,1
0.8,100,50,16,500000,host,0,0,0,NA,NA,NA,NA,NA,NA,768843,107570,2320,114054,969,360,39,3,1
0.8,100,50,16,500000,symbiont,3364168,8.69123e+07,7.16216e+06,4235632,8.8735e+07,NA,78373,4333,451,338711,300456,11269,84773,1128,332,30,11,4
0.8,100,50,16,505000,host,0,0,0,NA,NA,NA,NA,NA,NA,3.29047e+06,21905,2412,9.46621e+06,17171,1136,509,23,0
0.8,100,50,16,505000,symbiont,7551810,1.48346e+08,1.44063e+08,860802,2.97776e+07,NA,155276,816,353365,1.10479e+06,237618,8294,3.42124e+06,704,556,467,8,2
0.8,100,50,16,510000,host,0,0,0,NA,NA,NA,NA,NA,NA,40515,31,51,191443,63,31,10,0,0
0.8,100,50,16,510000,symbiont,11231740,6.81766e+06,4.68938e+06,164919,2.14173e+06,NA,79,0,11810,40332,18,0,112959,0,5,19,0,0
0.8,100,50,16,515000,host,0,0,0,NA,NA,NA,NA,NA,NA,35515,35,33,192875,59,28,18,0,0
0.8,100,50,16,515000,symbiont,11271122,5.63321e+06,4.65307e+06,216811,995094,NA,93,0,11830,42053,31,2,111832,2,11,12,0,0
0.8,100,50,16,520000,host,0,0,0,NA,NA,NA,NA,NA,NA,35269,34,41,192559,54,20,8,0,0
0.8,100,50,16,520000,symbiont,11266690,5.17584e+06,4.66699e+06,210207,525549,NA,103,0,11830,42378,18,0,112165,2,4,8,0,0
0.8,100,50,17,0,host,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
0.8,100,50,17,0,symbiont,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8,100,50,17,5000,host,0,0,0,NA,NA,NA,NA,NA,NA,1.32217e+06,145,408,280,414,25,12,0,0
0.8,100,50,17,5000,symbiont,17279,177382,3.5304e+06,55423,470975,0,32688,3613,7,697211,164,249,229,252,21,16,0,0
0.8,100,50,17,10000,host,0,0,0,NA,NA,NA,NA,NA,NA,1.092e+06,257,337,248,295,44,27,0,0
0.8,100,50,17,10000,symbiont,37789,309658,3.19296e+06,126833,579780,0,31199,2520,1421,628934,457,234,196,258,36,33,0,0
0.8,100,50,17,15000,host,0,0,0,NA,NA,NA,NA,NA,NA,834314,530,189,140,207,47,21,0,0
0.8,100,50,17,15000,symbiont,56648,434489,2.71352e+06,192705,682621,0,25549,2742,634,534178,1557,173,164,182,33,26,0,0
0.8,100,50,17,20000,host,0,0,0,NA,NA,NA,NA,NA,NA,764068,1144,198,127,170,49,22,0,0
0.8,100,50,17,20000,symbiont,72374,502702,2.64527e+06,246264,768860,0,24921,1941,740,521074,1796,137,126,174,47,17,0,0
0.8,100,50,17,25000,host,0,0,0,NA,NA,NA,NA,NA,NA,686068,1778,139,92,158,45,18,0,0
0.8,100,50,17,25000,symbiont,80961,397346,2.43734e+06,294338,680794,0,22861,2079,446,480282,2163,96,102,135,38,21,0,0
0.8,100,50,17,30000,host,0,0,0,NA,NA,NA,NA,NA,NA,645870,1790,116,94,152,40,23,0,0
0.8,100,50,17,30000,symbiont,92098,473361,2.44338e+06,363005,755395,0,22572,1740,543,481495,2269,116,114,127,37,14,0,0
0.8,100,50,17,35000,host,0,0,0,NA,NA,NA,NA,NA,NA,613130,1844,89,89,121,40,25,0,0
0.8,100,50,17,35000,symbiont,105637,975437,2.38791e+06,409943,1.24795e+06,0,21896,1802,316,470536,2870,81,101,97,39,17,0,0
0.8,100,50,17,40000,host,0,0,0,NA,NA,NA,NA,NA,NA,597403,2824,116,83,120,30,14,0,0
0.8,100,50,17,40000,symbiont,114901,2.67814e+06,2.33286e+06,448367,2.95391e+06,0,21534,1608,393,459536,2707,112,75,108,37,16,0,0
0.8,100,50,17,45000,host,0,0,0,NA,NA,NA,NA,NA,NA,576857,2763,94,81,106,40,13,0,0
0.8,100,50,17,45000,symbiont,120786,3.03586e+06,2.36924e+06,502785,3.34116e+06,0,21924,1747,242,466218,3054,92,90,124,37,17,0,0
0.8,100,50,17,50000,host,0,0,0,NA,NA,NA,NA,NA,NA,569080,2838,122,82,100,42,11,0,0
0.8,100,50,17,50000,symbiont,132017,3.38162e+06,2.38115e+06,571102,3.71277e+06,0,21822,1553,314,468911,2295,101,109,134,45,15,0,0
0.8,100,50,17,55000,host,0,0,0,NA,NA,NA,NA,NA,NA,570452,3069,108,88,133,27,19,0,0
0.8,100,50,17,55000,symbiont,151375,3.91261e+06,2.3727e+06,643414,4.25412e+06,0,21873,1652,218,467474,2515,87,104,121,44,11,1,0
0.8,100,50,17,60000,host,0,0,0,NA,NA,NA,NA,NA,NA,562247,3001,121,94,111,34,7,0,0
0.8,100,50,17,60000,symbiont,169967,6.02503e+06,2.43627e+06,698012,6.35653e+06,0,22074,1603,271,480255,2039,105,119,134,32,16,0,0
0.8,100,50,17,65000,host,0,0,0,NA,NA,NA,NA,NA,NA,552015,4035,121,86,118,30,10,0,0
0.8,100,50,17,65000,symbiont,177800,5.49786e+06,2.51096e+06,762737,5.81843e+06,0,22906,1615,190,495249,2246,91,124,132,32,11,0,0
0.8,100,50,17,70000,host,0,0,0,NA,NA,NA,NA,NA,NA,550127,4062,113,120,143,50,8,0,0
0.8,100,50,17,70000,symbiont,196129,5.54234e+06,2.55522e+06,823641,5.87098e+06,0,23354,1617,224,498216,3844,135,556,153,45,9,0,0
0.8,100,50,17,75000,host,0,0,0,NA,NA,NA,NA,NA,NA,556034,3944,94,157,159,39,15,0,0
0.8,100,50,17,75000,symbiont,222823,5.82956e+06,2.61482e+06,871228,6.18046e+06,0,24068,1597,180,508476,4977,120,603,158,47,14,0,0
0.8,100,50,17,80000,host,0,0,0,NA,NA,NA,NA,NA,NA,574862,5090,132,156,171,39,20,0,1
0.8,100,50,17,80000,symbiont,253461,6.81911e+06,2.66668e+06,929727,7.17714e+06,0,24388,1593,195,517498,5911,134,597,185,48,11,0,0
0.8,100,50,17,85000,host,0,0,0,NA,NA,NA,NA,NA,NA,586930,5834,129,160,169,47,15,0,0
0.8,100,50,17,85000,symbiont,281511,8.29068e+06,2.69252e+06,1001043,8.69666e+06,0,24828,1667,168,524095,7568,145,166,196,54,10,1,0
0.8,100,50,17,90000,host,0,0,0,NA,NA,NA,NA,NA,NA,593004,5217,117,197,172,59,19,0,0
0.8,100,50,17,90000,symbiont,308357,1.07716e+07,2.75106e+06,1075315,1.11848e+07,0,25472,1674,194,535215,8652,146,147,175,47,14,0,0
0.8,100,50,17,95000,host,0,0,0,NA,NA,NA,NA,NA,NA,600921,4447,149,166,188,49,13,0,0
0.8,100,50,17,95000,symbiont,337689,1.33061e+07,2.76432e+06,1149008,1.37239e+07,0,25690,1707,187,538717,7210,137,128,209,56,18,0,0
0.8,100,50,17,100000,host,0,0,0,NA,NA,NA,NA,NA,NA,601020,4538,143,166,158,69,24,0,0
0.8,100,50,17,100000,symbiont,376370,1.26966e+07,2.84863e+06,1246288,1.31208e+07,NA,26810,1682,194,555491,7563,133,155,184,57,16,0,0
0.8,100,50,17,105000,host,0,0,0,NA,NA,NA,NA,NA,NA,601006,6808,175,187,230,71,17,0,0
0.8,100,50,17,105000,symbiont,397042,1.27882e+07,2.85686e+06,1309714,1.32318e+07,NA,27101,1757,156,554803,8401,159,200,246,57,14,0,0
0.8,100,50,17,110000,host,0,0,0,NA,NA,NA,NA,NA,NA,609097,8651,166,191,224,54,16,0,0
0.8,100,50,17,110000,symbiont,440805,1.26893e+07,2.88148e+06,1380538,1.3148e+07,NA,27307,1688,210,557980,9475,187,204,257,74,12,1,0
0.8,100,50,17,115000,host,0,0,0,NA,NA,NA,NA,NA,NA,618438,8345,167,216,223,66,26,0,0
0.8,100,50,17,115000,symbiont,465559,1.27509e+07,2.92759e+06,1467252,1.32652e+07,NA,27856,1696,191,561814,12416,185,452,272,71,22,0,0
0.8,100,50,17,120000,host,0,0,0,NA,NA,NA,NA,NA,NA,628935,11166,196,289,250,78,25,0,0
0.8,100,50,17,120000,symbiont,492476,1.31067e+07,2.87712e+06,1560522,1.3679e+07,NA,27578,1656,218,549437,12508,242,693,257,98,10,0,0
0.8,100,50,17,125000,host,0,0,0,NA,NA,NA,NA,NA,NA,649051,13701,194,772,261,84,27,0,0
0.8,100,50,17,125000,symbiont,533518,1.49696e+07,2.7886e+06,1652103,1.55656e+07,NA,26763,1664,206,531015,12169,240,685,301,95,24,1,0
0.8,100,50,17,130000,host,0,0,0,NA,NA,NA,NA,NA,NA,662316,15944,369,1694,251,90,34,0,0
0.8,100,50,17,130000,symbiont,617012,1.72542e+07,2.757e+06,1710862,1.78758e+07,NA,26577,1758,191,522052,14523,238,709,300,99,27,0,0
0.8,100,50,17,135000,host,0,0,0,NA,NA,NA,NA,NA,NA,665230,19250,451,2295,315,97,18,0,0
0.8,100,50,17,135000,symbiont,686790,1.58341e+07,2.81322e+06,1777021,1.6475e+07,NA,26898,1804,180,531824,15635,218,790,293,116,18,0,0
0.8,100,50,17,140000,host,0,0,0,NA,NA,NA,NA,NA,NA,670750,19826,293,2993,309,102,30,0,0
0.8,100,50,17,140000,symbiont,736596,1.82259e+07,2.91694e+06,1914438,1.89352e+07,NA,28410,1835,208,541761,17516,235,1925,298,105,12,0,0
0.8,100,50,17,145000,host,0,0,0,NA,NA,NA,NA,NA,NA,675503,18597,274,3031,316,127,24,0,0
0.8,100,50,17,145000,symbiont,805840,2.14553e+07,2.93976e+06,1988209,2.21544e+07,NA,28295,1770,201,542612,18916,253,2020,362,107,21,0,1
0.8,100,50,17,150000,host,0,0,0,NA,NA,NA,NA,NA,NA,684705,18196,284,2735,327,122,28,3,0
0.8,100,50,17,150000,symbiont,838130,2.02105e+07,2.88983e+06,2053742,2.09605e+07,NA,27912,1843,190,535832,21326,243,1318,344,132,21,1,0
0.8,100,50,17,155000,host,0,0,0,NA,NA,NA,NA,NA,NA,679992,18815,302,2238,333,120,25,1,0
0.8,100,50,17,155000,symbiont,914521,2.33349e+07,2.8929e+06,2127804,2.40568e+07,NA,27966,1807,179,529776,25517,284,1591,348,120,25,0,0
0.8,100,50,17,160000,host,0,0,0,NA,NA,NA,NA,NA,NA,690457,20540,324,2183,338,121,25,0,0
0.8,100,50,17,160000,symbiont,955051,2.69603e+07,2.93748e+06,2194254,2.76825e+07,NA,28268,1803,211,537858,27495,325,1303,367,141,31,0,0
0.8,100,50,17,165000,host,0,0,0,NA,NA,NA,NA,NA,NA,698512,21412,460,3141,396,137,31,1,0
0.8,100,50,17,165000,symbiont,1002296,3.13803e+07,2.98399e+06,2233287,3.21103e+07,NA,28750,1908,216,538042,34796,305,1466,420,148,20,2,0
0.8,100,50,17,170000,host,0,0,0,NA,NA,NA,NA,NA,NA,692600,23296,1238,2795,391,148,40,1,0
0.8,100,50,17,170000,symbiont,1050672,3.87291e+07,2.96248e+06,2300546,3.94328e+07,NA,28431,1836,195,515006,40098,446,2996,407,145,30,2,0
0.8,100,50,17,175000,host,0,0,0,NA,NA,NA,NA,NA,NA,682113,27189,2020,1991,403,148,40,0,0
0.8,100,50,17,175000,symbiont,1194253,4.85199e+07,3.12928e+06,2359031,4.91816e+07,NA,30226,1935,196,507126,46849,532,7189,446,144,20,1,0
0.8,100,50,17,180000,host,0,0,0,NA,NA,NA,NA,NA,NA,679984,30854,1581,2140,368,160,35,2,0
0.8,100,50,17,180000,symbiont,1296180,4.8066e+07,3.34664e+06,2441471,4.87177e+07,NA,32349,1936,208,520279,53689,588,9896,499,161,28,1,0
0.8,100,50,17,185000,host,0,0,0,NA,NA,NA,NA,NA,NA,679904,33311,870,3421,390,173,47,2,0
0.8,100,50,17,185000,symbiont,1377456,5.76386e+07,3.52927e+06,2516514,5.82635e+07,NA,34039,1985,231,531258,57772,638,12461,496,182,35,2,0
0.8,100,50,17,190000,host,0,0,0,NA,NA,NA,NA,NA,NA,698018,34371,548,3022,462,174,45,2,0
0.8,100,50,17,190000,symbiont,1438224,6.59863e+07,3.5172e+06,2621560,6.66598e+07,NA,34547,1814,249,528000,55472,536,12772,587,207,22,3,0
0.8,100,50,17,195000,host,0,0,0,NA,NA,NA,NA,NA,NA,712927,32218,578,2379,469,165,43,0,1
0.8,100,50,17,195000,symbiont,1503700,6.36572e+07,3.62534e+06,2669927,6.43237e+07,NA,35438,1956,274,521268,54863,538,16481,525,196,35,4,0
0.8,100,50,17,200000,host,0,0,0,NA,NA,NA,NA,NA,NA,710565,32649,609,2420,510,194,45,3,0
0.8,100,50,17,200000,symbiont,1578599,6.28726e+07,3.92064e+06,2742737,6.35574e+07,NA,38034,1990,242,533254,54209,491,22380,580,202,35,2,0
0.8,100,50,17,205000,host,0,0,0,NA,NA,NA,NA,NA,NA,721791,35574,538,2426,512,193,40,4,1
0.8,100,50,17,205000,symbiont,1676712,5.69065e+07,4.02499e+06,2845327,5.75071e+07,NA,38425,1973,241,527368,52150,561,25810,584,251,36,0,0
0.8,100,50,17,210000,host,0,0,0,NA,NA,NA,NA,NA,NA,724341,39365,504,2159,527,225,45,4,0
0.8,100,50,17,210000,symbiont,1768533,5.69802e+07,4.20254e+06,2918829,5.7575e+07,NA,39698,1995,253,527629,56782,573,29447,674,230,40,2,2
0.8,100,50,17,215000,host,0,0,0,NA,NA,NA,NA,NA,NA,719617,40207,553,2313,517,185,48,2,0
0.8,100,50,17,215000,symbiont,1854284,5.42758e+07,4.45668e+06,2971263,5.47888e+07,NA,41848,2011,283,538680,62689,649,33247,798,291,36,7,0
0.8,100,50,17,220000,host,0,0,0,NA,NA,NA,NA,NA,NA,726007,34112,565,2033,581,216,73,1,0
0.8,100,50,17,220000,symbiont,1924479,5.70069e+07,4.61369e+06,2992822,5.75402e+07,NA,43391,2009,239,543773,67133,859,35738,858,261,29,3,2
0.8,100,50,17,225000,host,0,0,0,NA,NA,NA,NA,NA,NA,731751,33025,535,1473,547,259,52,1,0
0.8,100,50,17,225000,symbiont,1980512,6.56315e+07,4.85339e+06,3067612,6.61983e+07,NA,45647,2031,234,538569,73845,1435,40882,882,289,30,1,0
0.8,100,50,17,230000,host,0,0,0,NA,NA,NA,NA,NA,NA,730372,35008,442,814,544,259,61,3,1
0.8,100,50,17,230000,symbiont,2058471,7.61733e+07,5.03596e+06,3142989,7.67379e+07,NA,47026,1969,241,527028,78988,1065,46878,747,261,41,2,2
0.8,100,50,17,235000,host,0,0,0,NA,NA,NA,NA,NA,NA,736781,38218,562,1097,574,249,52,1,0
