vert,rep,update,partner,donate_calls,donated,earned,steal_calls,stolen,mutualism,attempts_horiz,success_horiz,attempts_vert,task_NOT,task_NAND,task_AND,task_ORN,task_OR,task_ANDN,task_NOR,task_XOR,task_EQU
0.2,23,430000,host,0,0,0,NA,NA,NA,NA,NA,NA,191711,19846,122,9532,169,89,11,1,1
0.2,23,430000,symbiont,3221118,1.60487e+06,1.1036e+07,3091006,1.5036e+06,NA,92078,932,189,79788,197425,233772,7619,298,243,14,25,7
0.2,23,435000,host,0,0,0,NA,NA,NA,NA,NA,NA,193211,19449,122,9595,200,100,13,0,0
0.2,23,435000,symbiont,3266956,1.51079e+06,1.10246e+07,3068142,1.52211e+06,NA,92538,943,210,76912,191655,234425,7701,287,269,17,40,5
0.2,23,440000,host,0,0,0,NA,NA,NA,NA,NA,NA,196746,19898,106,11915,211,106,21,0,0
0.2,23,440000,symbiont,3296933,1.3904e+06,1.09098e+07,3049190,1.42778e+06,NA,92323,1040,225,80190,189926,231669,7446,297,245,16,29,4
0.2,23,445000,host,0,0,0,NA,NA,NA,NA,NA,NA,199147,22288,115,13099,201,74,13,3,2
0.2,23,445000,symbiont,3305406,1.30855e+06,1.08422e+07,3033210,1.3787e+06,NA,91862,1112,246,78694,190620,229710,7653,349,257,13,31,3
0.2,23,450000,host,0,0,0,NA,NA,NA,NA,NA,NA,200103,21190,143,13439,215,114,8,0,0
0.2,23,450000,symbiont,3295071,1.31682e+06,1.0826e+07,3048820,1.34741e+06,NA,92835,1152,237,78357,188562,229376,7833,338,270,14,41,6
0.2,23,455000,host,0,0,0,NA,NA,NA,NA,NA,NA,195063,20415,147,13771,184,110,16,3,0
0.2,23,455000,symbiont,3284610,1.46526e+06,1.08418e+07,3096111,1.36538e+06,NA,91678,1203,231,74852,191858,229031,8605,305,367,10,18,5
0.2,23,460000,host,0,0,0,NA,NA,NA,NA,NA,NA,186032,21164,132,13105,218,99,15,1,0
0.2,23,460000,symbiont,3247211,1.94427e+06,1.09089e+07,3094403,1.68173e+06,NA,91168,1190,265,70712,187277,232021,8576,277,290,8,36,4
0.2,23,465000,host,0,0,0,NA,NA,NA,NA,NA,NA,186573,21489,132,12822,168,83,12,0,0
0.2,23,465000,symbiont,3211918,2.14858e+06,1.09217e+07,3058849,1.78582e+06,NA,89574,1266,297,69439,187909,232685,8546,280,177,17,29,2
0.2,23,470000,host,0,0,0,NA,NA,NA,NA,NA,NA,180473,21696,113,11914,149,92,18,1,1
0.2,23,470000,symbiont,3214914,2.12379e+06,1.09875e+07,3053103,1.73451e+06,NA,88406,1253,253,65519,184446,235536,8380,294,149,14,20,2
0.2,23,475000,host,0,0,0,NA,NA,NA,NA,NA,NA,181770,23160,148,11057,162,89,11,0,0
0.2,23,475000,symbiont,3210954,2.24062e+06,1.10067e+07,3095366,1.79626e+06,NA,88261,1209,254,65083,192586,235327,7951,318,150,14,24,6
0.2,23,480000,host,0,0,0,NA,NA,NA,NA,NA,NA,187493,25336,183,10148,168,107,12,0,0
0.2,23,480000,symbiont,3196691,2.23175e+06,1.10006e+07,3048392,1.79023e+06,NA,88055,1274,297,65351,201756,236588,5513,274,166,12,24,0
0.2,23,485000,host,0,0,0,NA,NA,NA,NA,NA,NA,183829,25132,200,9358,185,92,16,0,1
0.2,23,485000,symbiont,3201630,2.47741e+06,1.10495e+07,3035311,1.83133e+06,NA,85228,1269,264,65660,205174,237637,5180,282,149,15,28,4
0.2,23,490000,host,0,0,0,NA,NA,NA,NA,NA,NA,176909,26400,138,8187,183,109,12,1,1
0.2,23,490000,symbiont,3270613,2.59373e+06,1.1126e+07,3071250,1.88895e+06,NA,84633,1247,277,65772,203327,239720,5261,275,142,10,31,5
0.2,23,495000,host,0,0,0,NA,NA,NA,NA,NA,NA,176830,26535,134,8165,170,98,11,2,1
0.2,23,495000,symbiont,3331434,2.51074e+06,1.11287e+07,3101904,1.84314e+06,NA,86363,1239,254,74330,207956,238477,4810,301,159,10,36,4
0.2,23,500000,host,0,0,0,NA,NA,NA,NA,NA,NA,173026,25369,142,7689,186,99,21,0,0
0.2,23,500000,symbiont,3309051,2.13467e+06,1.11705e+07,3082485,1.56689e+06,NA,88634,1162,243,78165,212547,239058,4231,307,135,23,22,3
0.2,23,505000,host,0,0,0,NA,NA,NA,NA,NA,NA,59434,11631,47,5840,66,49,8,2,0
0.2,23,505000,symbiont,6436146,9.14078e+06,1.18998e+07,2568330,1.27117e+06,NA,38209,120,6624,23089,138921,277509,1124,90,43,6,21,1
0.2,23,510000,host,0,0,0,NA,NA,NA,NA,NA,NA,5303,2484,1,2656,10,19,5,1,0
0.2,23,510000,symbiont,13929731,1.12301e+07,1.23518e+07,1045675,46302.4,NA,11293,0,9657,325,104147,297704,27,7,3,0,19,0
0.2,23,515000,host,0,0,0,NA,NA,NA,NA,NA,NA,1862,1100,1,1363,3,32,4,1,0
0.2,23,515000,symbiont,17654132,1.1444e+07,1.2427e+07,386573,15780.7,NA,9912,0,9835,67,104112,299655,17,1,0,0,27,0
0.2,23,520000,host,0,0,0,NA,NA,NA,NA,NA,NA,866,631,1,625,0,25,6,1,0
0.2,23,520000,symbiont,19087588,1.16297e+07,1.24645e+07,147948,1305.21,NA,8315,0,9964,65,105762,300509,25,0,0,0,15,0
0.2,24,0,host,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
0.2,24,0,symbiont,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2,24,5000,host,0,0,0,NA,NA,NA,NA,NA,NA,1.31958e+06,156,361,260,368,28,14,0,0
0.2,24,5000,symbiont,17778,40214,3.52012e+06,49209,311059,0,32421,3569,54,694333,275,278,205,297,26,12,0,0
0.2,24,10000,host,0,0,0,NA,NA,NA,NA,NA,NA,1.09001e+06,143,290,249,332,38,23,0,0
0.2,24,10000,symbiont,33958,65514.3,3.14068e+06,114182,306998,0,30889,2889,980,619707,420,225,178,222,43,17,0,0
0.2,24,15000,host,0,0,0,NA,NA,NA,NA,NA,NA,821280,472,177,149,187,37,22,0,0
0.2,24,15000,symbiont,56323,77679,2.62933e+06,189984,321094,0,24974,3615,697,518996,766,133,134,179,31,19,0,0
0.2,24,20000,host,0,0,0,NA,NA,NA,NA,NA,NA,755517,1358,181,120,171,52,28,0,0
0.2,24,20000,symbiont,69637,79479.5,2.62376e+06,266767,330872,0,24730,2171,641,518479,456,131,108,158,48,19,0,0
0.2,24,25000,host,0,0,0,NA,NA,NA,NA,NA,NA,686393,1169,119,113,143,46,14,0,0
0.2,24,25000,symbiont,73460,132393,2.3921e+06,321829,419257,NA,22311,2616,529,472673,732,104,99,144,36,16,0,0
0.2,24,30000,host,0,0,0,NA,NA,NA,NA,NA,NA,647788,1250,132,108,144,37,21,0,0
0.2,24,30000,symbiont,82851,152527,2.43122e+06,391028,453846,NA,22727,1904,501,479668,1449,97,102,129,40,26,0,0
0.2,24,35000,host,0,0,0,NA,NA,NA,NA,NA,NA,606615,2328,127,105,120,41,21,0,0
0.2,24,35000,symbiont,92897,151995,2.33978e+06,447006,476791,NA,22082,2128,377,461100,1833,78,100,135,44,23,0,0
0.2,24,40000,host,0,0,0,NA,NA,NA,NA,NA,NA,585400,2677,87,87,114,31,10,0,0
0.2,24,40000,symbiont,104824,184604,2.35365e+06,521306,513961,NA,22207,1762,446,463972,2454,71,97,122,33,15,0,0
0.2,24,45000,host,0,0,0,NA,NA,NA,NA,NA,NA,554043,3051,87,82,116,32,11,0,0
0.2,24,45000,symbiont,120666,264044,2.35212e+06,576557,597799,NA,21931,1892,332,462953,2704,87,127,134,31,13,0,0
0.2,24,50000,host,0,0,0,NA,NA,NA,NA,NA,NA,548008,2560,88,98,118,22,5,0,0
0.2,24,50000,symbiont,141890,309365,2.45622e+06,653428,637024,NA,22670,1629,380,482510,3541,111,110,133,41,20,0,0
0.2,24,55000,host,0,0,0,NA,NA,NA,NA,NA,NA,552254,2855,62,582,135,35,12,0,0
0.2,24,55000,symbiont,160100,326974,2.55126e+06,706457,685902,NA,23516,1790,357,498872,5669,119,143,147,51,14,0,0
0.2,24,60000,host,0,0,0,NA,NA,NA,NA,NA,NA,544007,3522,76,352,111,30,17,0,0
0.2,24,60000,symbiont,169090,362850,2.62558e+06,786958,723250,NA,24024,1634,395,513195,5962,114,125,181,40,16,0,0
0.2,24,65000,host,0,0,0,NA,NA,NA,NA,NA,NA,546205,4385,76,84,139,37,12,0,0
0.2,24,65000,symbiont,180025,430905,2.6004e+06,830167,798877,NA,23709,1661,344,508047,5753,119,162,174,44,17,0,0
0.2,24,70000,host,0,0,0,NA,NA,NA,NA,NA,NA,548229,5323,79,127,142,41,17,0,0
0.2,24,70000,symbiont,198945,423673,2.53956e+06,866935,777717,NA,23030,1540,382,496533,4660,126,152,178,59,22,0,0
0.2,24,75000,host,0,0,0,NA,NA,NA,NA,NA,NA,546158,4786,118,142,136,47,22,0,0
0.2,24,75000,symbiont,223825,447405,2.54523e+06,898720,807490,NA,23271,1674,364,496692,5242,111,164,204,73,15,0,0
0.2,24,80000,host,0,0,0,NA,NA,NA,NA,NA,NA,549930,7049,123,143,144,35,10,0,0
0.2,24,80000,symbiont,237367,483125,2.54936e+06,1000572,875576,NA,23460,1631,358,498199,4849,133,176,204,50,9,0,0
0.2,24,85000,host,0,0,0,NA,NA,NA,NA,NA,NA,558682,7994,116,180,181,49,21,0,0
0.2,24,85000,symbiont,253151,569635,2.61085e+06,1067136,999581,NA,24184,1639,308,510655,4531,130,145,209,56,17,0,0
0.2,24,90000,host,0,0,0,NA,NA,NA,NA,NA,NA,559483,6761,135,130,183,62,17,0,0
0.2,24,90000,symbiont,282921,648170,2.66194e+06,1156768,1.0892e+06,NA,24515,1623,374,519429,4287,158,218,254,60,20,0,0
0.2,24,95000,host,0,0,0,NA,NA,NA,NA,NA,NA,575947,8831,97,150,196,58,15,1,0
0.2,24,95000,symbiont,317519,716245,2.71064e+06,1251236,1.18362e+06,NA,24864,1700,340,528333,5674,152,171,234,72,20,0,0
0.2,24,100000,host,0,0,0,NA,NA,NA,NA,NA,NA,580344,10658,142,213,207,59,25,0,0
0.2,24,100000,symbiont,328988,757436,2.81202e+06,1299764,1.21826e+06,NA,25768,1729,353,546805,6622,153,193,273,79,17,1,0
0.2,24,105000,host,0,0,0,NA,NA,NA,NA,NA,NA,587225,10951,153,421,230,67,17,1,0
0.2,24,105000,symbiont,352730,784044,2.84374e+06,1339721,1.20389e+06,NA,25770,1719,377,550085,9208,151,279,253,79,22,0,0
0.2,24,110000,host,0,0,0,NA,NA,NA,NA,NA,NA,597179,10479,182,410,226,60,13,0,0
0.2,24,110000,symbiont,366406,814455,2.8258e+06,1363013,1.24038e+06,NA,25668,1733,382,545573,9116,179,268,310,81,20,0,0
0.2,24,115000,host,0,0,0,NA,NA,NA,NA,NA,NA,604554,12166,153,439,249,74,24,0,0
0.2,24,115000,symbiont,389233,852439,2.7659e+06,1409144,1.30654e+06,NA,25189,1767,355,532957,9776,181,275,289,84,26,0,0
0.2,24,120000,host,0,0,0,NA,NA,NA,NA,NA,NA,612236,13434,180,443,295,66,20,0,1
0.2,24,120000,symbiont,409753,920171,2.70433e+06,1481454,1.43347e+06,NA,25170,1789,382,521845,8861,196,274,267,89,22,0,0
0.2,24,125000,host,0,0,0,NA,NA,NA,NA,NA,NA,618019,12095,204,475,283,76,34,1,0
0.2,24,125000,symbiont,411313,965482,2.72194e+06,1524687,1.48441e+06,NA,25387,1728,368,524404,8304,204,302,347,104,13,0,0
0.2,24,130000,host,0,0,0,NA,NA,NA,NA,NA,NA,609770,11815,184,466,267,88,25,0,0
0.2,24,130000,symbiont,438219,1.01812e+06,2.68316e+06,1573149,1.56019e+06,NA,25238,1733,354,517074,8558,222,219,317,106,20,0,1
0.2,24,135000,host,0,0,0,NA,NA,NA,NA,NA,NA,609523,12845,202,459,333,88,19,0,0
0.2,24,135000,symbiont,462456,1.03163e+06,2.6913e+06,1639300,1.58135e+06,NA,25123,1703,350,518767,8844,216,267,279,99,23,0,0
0.2,24,140000,host,0,0,0,NA,NA,NA,NA,NA,NA,617174,14569,264,455,302,79,32,0,0
0.2,24,140000,symbiont,524358,1.11544e+06,2.70032e+06,1704833,1.65764e+06,NA,25253,1692,370,518140,10275,226,334,307,101,20,0,0
0.2,24,145000,host,0,0,0,NA,NA,NA,NA,NA,NA,616346,15686,261,477,311,100,34,1,0
0.2,24,145000,symbiont,587234,1.15183e+06,2.68499e+06,1701903,1.66755e+06,NA,24830,1731,400,513200,11646,228,331,315,107,29,0,0
0.2,24,150000,host,0,0,0,NA,NA,NA,NA,NA,NA,618513,14739,234,529,323,88,18,0,1
0.2,24,150000,symbiont,603227,1.11753e+06,2.82928e+06,1720139,1.64477e+06,NA,26067,1727,363,537497,14686,235,360,380,123,27,0,0
0.2,24,155000,host,0,0,0,NA,NA,NA,NA,NA,NA,633122,16757,222,527,369,93,30,1,0
0.2,24,155000,symbiont,625782,1.21074e+06,2.88498e+06,1736853,1.76398e+06,NA,26756,1748,357,546665,15402,335,367,405,119,29,0,0
0.2,24,160000,host,0,0,0,NA,NA,NA,NA,NA,NA,639633,18504,282,503,375,119,24,1,0
0.2,24,160000,symbiont,649460,1.31716e+06,2.97238e+06,1767867,1.88083e+06,NA,27951,1827,377,561340,16647,433,398,408,135,36,0,0
0.2,24,165000,host,0,0,0,NA,NA,NA,NA,NA,NA,631431,18441,383,513,358,113,37,0,0
0.2,24,165000,symbiont,675419,1.33213e+06,2.97956e+06,1818300,1.86742e+06,NA,28077,1831,365,562796,16940,421,361,428,142,24,1,0
0.2,24,170000,host,0,0,0,NA,NA,NA,NA,NA,NA,622927,16729,269,527,379,128,36,1,0
0.2,24,170000,symbiont,705102,1.34763e+06,2.99648e+06,1908720,1.87139e+06,NA,28172,1737,397,560977,18135,544,671,441,141,35,1,0
0.2,24,175000,host,0,0,0,NA,NA,NA,NA,NA,NA,631079,18856,255,558,413,135,44,0,0
0.2,24,175000,symbiont,705530,1.38375e+06,3.06706e+06,2000334,1.9212e+06,NA,28636,1791,384,570763,22594,534,625,442,152,38,2,0
0.2,24,180000,host,0,0,0,NA,NA,NA,NA,NA,NA,634365,18978,318,888,421,140,42,1,0
0.2,24,180000,symbiont,747213,1.44345e+06,3.11717e+06,2059420,1.9937e+06,NA,29050,1762,387,579429,24173,577,488,465,156,42,1,0
0.2,24,185000,host,0,0,0,NA,NA,NA,NA,NA,NA,660943,19641,292,1507,432,158,42,1,0
0.2,24,185000,symbiont,776792,1.5682e+06,3.08208e+06,2127293,2.1394e+06,NA,28800,1837,383,571250,26710,428,375,496,172,42,0,0
0.2,24,190000,host,0,0,0,NA,NA,NA,NA,NA,NA,664830,19840,320,1563,474,161,49,0,0
0.2,24,190000,symbiont,787090,1.67338e+06,3.08088e+06,2171498,2.25965e+06,NA,28708,1873,394,565142,31346,433,538,478,183,40,0,1
0.2,24,195000,host,0,0,0,NA,NA,NA,NA,NA,NA,692278,18545,311,1409,502,188,44,2,0
0.2,24,195000,symbiont,793137,1.62694e+06,3.05586e+06,2242219,2.26992e+06,NA,28664,1874,349,559504,31635,343,749,472,166,34,0,0
0.2,24,200000,host,0,0,0,NA,NA,NA,NA,NA,NA,693194,19960,372,928,485,205,43,0,0
0.2,24,200000,symbiont,805240,1.79637e+06,3.06859e+06,2237384,2.47857e+06,NA,28763,1921,398,560546,31444,344,924,475,167,41,0,0
0.2,24,205000,host,0,0,0,NA,NA,NA,NA,NA,NA,681202,24149,340,702,535,164,42,0,0
0.2,24,205000,symbiont,825409,1.8012e+06,3.03754e+06,2273076,2.48959e+06,NA,28237,1807,370,550575,31646,310,1387,484,170,39,0,0
0.2,24,210000,host,0,0,0,NA,NA,NA,NA,NA,NA,694216,26238,448,683,561,187,50,2,0
0.2,24,210000,symbiont,853133,1.81445e+06,3.01338e+06,2317083,2.55286e+06,NA,28397,1894,395,545556,30824,350,1367,538,171,36,2,0
0.2,24,215000,host,0,0,0,NA,NA,NA,NA,NA,NA,693972,26814,465,705,573,177,62,0,0
0.2,24,215000,symbiont,879346,1.88841e+06,3.07002e+06,2346542,2.6436e+06,NA,28917,1909,383,553430,33469,353,1445,516,205,36,1,0
0.2,24,220000,host,0,0,0,NA,NA,NA,NA,NA,NA,693104,24916,446,725,477,175,50,3,0
0.2,24,220000,symbiont,893341,1.95681e+06,3.0574e+06,2386677,2.69318e+06,NA,28774,1864,362,549972,34252,391,1318,549,208,45,1,0
0.2,24,225000,host,0,0,0,NA,NA,NA,NA,NA,NA,675666,24370,467,702,543,206,44,0,0
0.2,24,225000,symbiont,936538,1.93663e+06,3.10353e+06,2425954,2.60699e+06,NA,28687,1847,412,561284,33910,368,1031,576,217,51,0,0
0.2,24,230000,host,0,0,0,NA,NA,NA,NA,NA,NA,672070,24827,414,878,493,196,49,1,0
0.2,24,230000,symbiont,951323,1.98044e+06,3.10576e+06,2471314,2.63608e+06,NA,28464,1833,349,561451,35876,399,835,575,197,48,2,0
0.2,24,235000,host,0,0,0,NA,NA,NA,NA,NA,NA,672101,28608,350,1250,547,212,57,1,0
0.2,24,235000,symbiont,989846,1.93501e+06,3.10124e+06,2479532,2.60224e+06,NA,28866,1849,384,566821,33362,461,441,514,207,41,0,0
0.2,24,240000,host,0,0,0,NA,NA,NA,NA,NA,NA,677596,28311,693,1307,577,245,58,1,0
0.2,24,240000,symbiont,1037966,1.99514e+06,3.13759e+06,2449094,2.61845e+06,NA,28831,1855,414,569146,36068,599,435,594,201,41,0,0
0.2,24,245000,host,0,0,0,NA,NA,NA,NA,NA,NA,681636,28437,640,1263,565,198,37,3,0
0.2,24,245000,symbiont,1084553,1.99634e+06,3.06506e+06,2484257,2.5934e+06,NA,27924,1931,399,552049,38692,406,600,597,204,41,3,0
0.2,24,250000,host,0,0,0,NA,NA,NA,NA,NA,NA,681668,31413,465,1060,593,234,53,1,0
0.2,24,250000,symbiont,1119444,2.2216e+06,3.09537e+06,2511558,2.85909e+06,NA,28472,1871,392,555968,41546,373,598,580,186,47,1,0
0.2,24,255000,host,0,0,0,NA,NA,NA,NA,NA,NA,696159,30090,401,1035,585,192,42,0,1
0.2,24,255000,symbiont,1092022,2.07554e+06,3.1176e+06,2468610,2.69391e+06,NA,28498,1894,405,558877,41514,438,691,607,178,43,5,0
0.2,24,260000,host,0,0,0,NA,NA,NA,NA,NA,NA,684234,28858,392,1046,557,224,40,0,1
0.2,24,260000,symbiont,1128496,1.99269e+06,3.14158e+06,2473252,2.59051e+06,NA,28582,1949,391,556966,42517,763,1013,584,222,52,2,0
0.2,24,265000,host,0,0,0,NA,NA,NA,NA,NA,NA,686354,25535,446,1065,619,211,52,0,1
0.2,24,265000,symbiont,1182762,2.16945e+06,3.20692e+06,2510543,2.77688e+06,NA,29117,1986,422,566408,46935,760,959,553,226,56,1,0
0.2,24,270000,host,0,0,0,NA,NA,NA,NA,NA,NA,672349,25930,382,1048,603,224,42,2,0
0.2,24,270000,symbiont,1213707,2.23631e+06,3.2493e+06,2582521,2.837e+06,NA,29163,1909,430,569352,47851,750,1430,606,217,61,3,0
0.2,24,275000,host,0,0,0,NA,NA,NA,NA,NA,NA,669612,29551,374,1063,601,221,47,0,0
0.2,24,275000,symbiont,1234345,2.45517e+06,3.21758e+06,2585103,3.06159e+06,NA,28927,1868,390,565515,46458,748,1341,594,235,45,4,0
0.2,24,280000,host,0,0,0,NA,NA,NA,NA,NA,NA,680243,28949,426,961,642,225,54,1,0
0.2,24,280000,symbiont,1247584,2.45055e+06,3.18394e+06,2620027,3.08094e+06,NA,28591,1859,390,556963,50482,422,1342,629,225,44,5,0
0.2,24,285000,host,0,0,0,NA,NA,NA,NA,NA,NA,684449,30909,435,918,643,206,53,1,0
0.2,24,285000,symbiont,1306521,2.56355e+06,3.17304e+06,2646332,3.20277e+06,NA,28476,1819,383,554520,48855,446,1340,647,280,60,4,1
0.2,24,290000,host,0,0,0,NA,NA,NA,NA,NA,NA,698335,30619,439,462,583,242,48,2,0
0.2,24,290000,symbiont,1314951,2.55162e+06,3.09673e+06,2684306,3.14683e+06,NA,27334,1866,400,543004,47254,439,1291,611,222,58,2,0
0.2,24,295000,host,0,0,0,NA,NA,NA,NA,NA,NA,696102,28748,523,453,637,226,49,1,0
0.2,24,295000,symbiont,1326055,2.45538e+06,3.03982e+06,2730645,3.09709e+06,NA,26995,1887,390,534494,44759,407,1326,586,248,44,3,0
0.2,24,300000,host,0,0,0,NA,NA,NA,NA,NA,NA,691634,28719,561,932,582,224,58,2,0
0.2,24,300000,symbiont,1320832,2.28372e+06,3.02472e+06,2818666,2.95769e+06,NA,26994,1898,435,531046,46067,412,1229,580,225,54,3,0
0.2,24,305000,host,0,0,0,NA,NA,NA,NA,NA,NA,687599,28913,520,673,633,240,58,0,0
0.2,24,305000,symbiont,1289030,2.15903e+06,3.1496e+06,2809323,2.80174e+06,NA,27973,1895,415,542658,49325,847,1887,596,284,59,3,0
0.2,24,310000,host,0,0,0,NA,NA,NA,NA,NA,NA,702004,29271,529,525,626,261,54,1,0
0.2,24,310000,symbiont,1264715,2.15824e+06,3.21858e+06,2750798,2.84521e+06,NA,29095,1923,388,551118,51365,1066,1948,699,227,71,1,0
0.2,24,315000,host,0,0,0,NA,NA,NA,NA,NA,NA,701547,28054,567,520,621,236,52,2,0
0.2,24,315000,symbiont,1279985,2.18817e+06,3.2323e+06,2751159,2.8584e+06,NA,29165,1899,362,547515,54425,1103,2424,663,264,44,2,0
0.2,24,320000,host,0,0,0,NA,NA,NA,NA,NA,NA,713610,28489,470,512,646,235,60,0,0
0.2,24,320000,symbiont,1281934,2.30591e+06,3.26304e+06,2793596,2.96963e+06,NA,29499,1842,412,541242,57471,1089,3590,656,231,66,5,0
0.2,24,325000,host,0,0,0,NA,NA,NA,NA,NA,NA,715947,27717,570,508,623,239,49,1,0
0.2,24,325000,symbiont,1281218,2.36624e+06,3.2352e+06,2807409,2.99681e+06,NA,28590,1933,419,539104,57096,754,3517,677,247,58,1,0
0.2,24,330000,host,0,0,0,NA,NA,NA,NA,NA,NA,714602,29522,524,527,645,281,73,0,0
0.2,24,330000,symbiont,1302130,2.55014e+06,3.17012e+06,2844400,3.16625e+06,NA,27824,1913,415,528871,61689,470,2939,655,221,63,3,1
0.2,24,335000,host,0,0,0,NA,NA,NA,NA,NA,NA,716658,34195,461,477,650,239,48,3,0
0.2,24,335000,symbiont,1293161,2.59196e+06,3.03892e+06,2866890,3.22359e+06,NA,26935,1888,421,503073,60359,413,3163,647,229,49,3,1
0.2,24,340000,host,0,0,0,NA,NA,NA,NA,NA,NA,718789,34582,468,484,666,280,63,2,0
0.2,24,340000,symbiont,1323422,2.53917e+06,3.12126e+06,2894504,3.16021e+06,NA,27660,1934,419,496491,60650,421,5778,697,256,69,2,0
0.2,24,345000,host,0,0,0,NA,NA,NA,NA,NA,NA,708002,37501,470,500,627,267,60,0,0
0.2,24,345000,symbiont,1366691,2.57825e+06,3.21173e+06,2926140,3.21855e+06,NA,28546,1912,414,505740,62022,452,6839,639,289,39,5,0
0.2,24,350000,host,0,0,0,NA,NA,NA,NA,NA,NA,708782,37784,469,501,664,265,56,1,1
0.2,24,350000,symbiont,1384331,2.70511e+06,3.34448e+06,2914248,3.34521e+06,NA,29586,1947,390,508832,66193,474,9124,685,267,56,2,0
0.2,24,355000,host,0,0,0,NA,NA,NA,NA,NA,NA,697194,37033,480,498,625,262,55,0,0
0.2,24,355000,symbiont,1439449,2.69869e+06,3.43304e+06,2877606,3.30341e+06,NA,29502,1895,416,520942,65641,512,9757,694,261,71,6,2
0.2,24,360000,host,0,0,0,NA,NA,NA,NA,NA,NA,700006,37935,514,584,615,304,67,2,0
0.2,24,360000,symbiont,1438672,2.76495e+06,3.38082e+06,2902736,3.37878e+06,NA,28839,1894,382,522585,64963,502,8447,659,277,57,3,2
0.2,24,365000,host,0,0,0,NA,NA,NA,NA,NA,NA,702358,38625,511,547,740,296,51,3,0
0.2,24,365000,symbiont,1458678,2.73015e+06,3.37273e+06,2903920,3.31852e+06,NA,28549,1886,395,519781,65157,463,8708,660,243,55,1,0
0.2,24,370000,host,0,0,0,NA,NA,NA,NA,NA,NA,685285,37521,509,554,693,299,60,1,0
0.2,24,370000,symbiont,1518341,2.69215e+06,3.55274e+06,2968117,3.239e+06,NA,30301,1986,440,524988,70344,478,11582,754,287,61,4,0
0.2,24,375000,host,0,0,0,NA,NA,NA,NA,NA,NA,677346,37969,487,540,750,307,54,0,0
0.2,24,375000,symbiont,1585480,2.76612e+06,3.70117e+06,3029107,3.31386e+06,NA,31256,1935,397,533832,78354,458,13326,706,275,61,4,0
0.2,24,380000,host,0,0,0,NA,NA,NA,NA,NA,NA,682679,39455,482,530,667,280,56,3,1
0.2,24,380000,symbiont,1620114,2.84606e+06,3.62434e+06,3082637,3.39702e+06,NA,30305,1851,393,521170,76659,484,13254,686,263,54,5,1
0.2,24,385000,host,0,0,0,NA,NA,NA,NA,NA,NA,692955,39098,509,592,688,298,51,1,0
0.2,24,385000,symbiont,1623979,3.09368e+06,3.68287e+06,3153182,3.64676e+06,NA,31032,1940,390,515768,76550,472,15342,714,299,43,5,0
0.2,24,390000,host,0,0,0,NA,NA,NA,NA,NA,NA,707411,41655,462,795,666,258,56,4,0
0.2,24,390000,symbiont,1615849,3.24172e+06,3.9687e+06,3184007,3.80518e+06,NA,33801,1978,388,505312,68116,514,23159,1520,305,45,5,2
0.2,24,395000,host,0,0,0,NA,NA,NA,NA,NA,NA,703704,42802,596,1301,711,305,69,0,0
0.2,24,395000,symbiont,1672395,3.43559e+06,4.36088e+06,3227690,3.94962e+06,NA,37779,2109,401,500926,63737,523,31924,2568,310,52,7,0
0.2,24,400000,host,0,0,0,NA,NA,NA,NA,NA,NA,702383,41727,514,940,756,300,58,0,0
0.2,24,400000,symbiont,1739324,3.31929e+06,4.78374e+06,3220713,3.70805e+06,NA,40650,2114,436,506062,65239,916,41285,2593,295,48,1,1
0.2,24,405000,host,0,0,0,NA,NA,NA,NA,NA,NA,700129,42463,501,545,708,300,56,2,0
0.2,24,405000,symbiont,1764831,3.45279e+06,5.32404e+06,3292967,3.85404e+06,NA,44449,2153,398,526661,65651,904,53134,2106,286,54,2,2
0.2,24,410000,host,0,0,0,NA,NA,NA,NA,NA,NA,698559,50770,497,869,711,300,60,2,0
0.2,24,410000,symbiont,1769758,3.58532e+06,6.10136e+06,3347930,3.94796e+06,NA,50164,2162,435,535109,65114,921,71335,2208,307,51,2,1
0.2,24,415000,host,0,0,0,NA,NA,NA,NA,NA,NA,674936,50256,470,860,687,301,54,0,0
0.2,24,415000,symbiont,1826237,3.67456e+06,6.79433e+06,3375825,3.87317e+06,NA,54173,2154,473,540227,68535,910,86489,2689,339,70,3,2
0.2,24,420000,host,0,0,0,NA,NA,NA,NA,NA,NA,674602,54203,500,830,729,292,51,2,1
0.2,24,420000,symbiont,1796925,3.39175e+06,7.2365e+06,3430578,3.6873e+06,NA,60329,2146,430,551990,67445,926,97513,2072,334,52,4,1
0.2,24,425000,host,0,0,0,NA,NA,NA,NA,NA,NA,652935,53935,484,1157,704,324,59,1,0
0.2,24,425000,symbiont,1842477,3.29937e+06,7.74539e+06,3447157,3.54081e+06,NA,63563,2116,432,576690,68332,843,106958,2123,334,62,5,3
0.2,24,430000,host,0,0,0,NA,NA,NA,NA,NA,NA,636059,52711,473,1364,647,325,56,3,1
0.2,24,430000,symbiont,1919945,3.46298e+06,7.93418e+06,3471888,3.66929e+06,NA,63350,2073,424,577998,73613,670,110779,2170,375,76,9,3
0.2,24,435000,host,0,0,0,NA,NA,NA,NA,NA,NA,636992,55070,493,1389,677,301,60,3,1
