rep, VT_rate, phenotype, count, partner
22, 0.8, 0000000000000000000000000000000000000000000000000000000000000010, 1000, host
22, 0.8, 0000000000000000000000000000000000000000000000000000000010000000, 1, host
22, 0.8, 0000000000000000000000000000000000000000000000000000000000100010, 6, host
22, 0.8, 0000000000000000000000000000000000000000000000000000000000001011, 23, host
22, 0.8, 0000000000000000000000000000000000000000000000000000000000000001, 1091, host
22, 0.8, 0000000000000000000000000000000000000000000000000000000000000000, 6891, host
22, 0.8, 0000000000000000000000000000000000000000000000000000000000001010, 379, host
22, 0.8, 0000000000000000000000000000000000000000000000000000000000100001, 4, host
22, 0.8, 0000000000000000000000000000000000000000000000000000000000000011, 112, host
22, 0.8, 0000000000000000000000000000000000000000000000000000000000000100, 74, host
22, 0.8, 0000000000000000000000000000000000000000000000000000000000000110, 102, host
22, 0.8, 0000000000000000000000000000000000000000000000000000000000000101, 9, host
22, 0.8, 0000000000000000000000000000000000000000000000000000000001000001, 3, host
22, 0.8, 0000000000000000000000000000000000000000000000000000000000010010, 2, host
22, 0.8, 0000000000000000000000000000000000000000000000000000000000001111, 1, host
22, 0.8, 0000000000000000000000000000000000000000000000000000000000100011, 1, host
22, 0.8, 0000000000000000000000000000000000000000000000000000000000001100, 4, host
22, 0.8, 0000000000000000000000000000000000000000000000000000000000010100, 4, host
22, 0.8, 0000000000000000000000000000000000000000000000000000000001000000, 1, host
22, 0.8, 0000000000000000000000000000000000000000000000000000000000010001, 4, host
22, 0.8, 0000000000000000000000000000000000000000000000000000000000001101, 1, host
22, 0.8, 0000000000000000000000000000000000000000000000000000000000001101, 1, sym
22, 0.8, 0000000000000000000000000000000000000000000000000000000001010111, 1, sym
22, 0.8, 0000000000000000000000000000000000000000000000000000000000001110, 1, sym
22, 0.8, 0000000000000000000000000000000000000000000000000000000000001011, 3, sym
22, 0.8, 0000000000000000000000000000000000000000000000000000000000010101, 1, sym
22, 0.8, 0000000000000000000000000000000000000000000000000000000000100011, 1, sym
22, 0.8, 0000000000000000000000000000000000000000000000000000000000001111, 1, sym
22, 0.8, 0000000000000000000000000000000000000000000000000000000000000011, 65, sym
22, 0.8, 0000000000000000000000000000000000000000000000000000000000001010, 38, sym
22, 0.8, 0000000000000000000000000000000000000000000000000000000000100001, 4, sym
22, 0.8, 0000000000000000000000000000000000000000000000000000000000001000, 49, sym
22, 0.8, 0000000000000000000000000000000000000000000000000000000000010100, 9, sym
22, 0.8, 0000000000000000000000000000000000000000000000000000000000010000, 22, sym
22, 0.8, 0000000000000000000000000000000000000000000000000000000000000110, 247, sym
22, 0.8, 0000000000000000000000000000000000000000000000000000000000000000, 7477, sym
22, 0.8, 0000000000000000000000000000000000000000000000000000000000010111, 1, sym
22, 0.8, 0000000000000000000000000000000000000000000000000000000000000001, 1005, sym
22, 0.8, 0000000000000000000000000000000000000000000000000000000000011000, 2, sym
22, 0.8, 0000000000000000000000000000000000000000000000000000000000000010, 485, sym
22, 0.8, 0000000000000000000000000000000000000000000000000000000000000100, 115, sym
22, 0.8, 0000000000000000000000000000000000000000000000000000000000000111, 19, sym
22, 0.8, 0000000000000000000000000000000000000000000000000000000000100000, 12, sym
22, 0.8, 0000000000000000000000000000000000000000000000000000000000001001, 11, sym
22, 0.8, 0000000000000000000000000000000000000000000000000000000010000010, 2, sym
22, 0.8, 0000000000000000000000000000000000000000000000000000000000100010, 1, sym
22, 0.8, 0000000000000000000000000000000000000000000000000000000000010110, 1, sym
22, 0.8, 0000000000000000000000000000000000000000000000000000000000000101, 7, sym
22, 0.8, 0000000000000000000000000000000000000000000000000000000000010001, 6, sym
22, 0.8, 0000000000000000000000000000000000000000000000000000000000010010, 2, sym
23, 0.8, 0000000000000000000000000000000000000000000000000000000001010011, 1, host
23, 0.8, 0000000000000000000000000000000000000000000000000000000000000110, 2, host
23, 0.8, 0000000000000000000000000000000000000000000000000000000000000100, 18, host
23, 0.8, 0000000000000000000000000000000000000000000000000000000000001000, 47, host
23, 0.8, 0000000000000000000000000000000000000000000000000000000000001010, 5, host
23, 0.8, 0000000000000000000000000000000000000000000000000000000000100001, 3, host
23, 0.8, 0000000000000000000000000000000000000000000000000000000000000011, 18, host
23, 0.8, 0000000000000000000000000000000000000000000000000000000000010001, 212, host
23, 0.8, 0000000000000000000000000000000000000000000000000000000000010000, 37, host
23, 0.8, 0000000000000000000000000000000000000000000000000000000000000001, 1435, host
23, 0.8, 0000000000000000000000000000000000000000000000000000000000011000, 11, host
23, 0.8, 0000000000000000000000000000000000000000000000000000000000000000, 7998, host
23, 0.8, 0000000000000000000000000000000000000000000000000000000000001001, 38, host
23, 0.8, 0000000000000000000000000000000000000000000000000000000000100000, 12, host
23, 0.8, 0000000000000000000000000000000000000000000000000000000000000010, 132, host
23, 0.8, 0000000000000000000000000000000000000000000000000000000000011001, 12, host
23, 0.8, 0000000000000000000000000000000000000000000000000000000000001011, 3, host
23, 0.8, 0000000000000000000000000000000000000000000000000000000001000001, 1, host
23, 0.8, 0000000000000000000000000000000000000000000000000000000000010101, 1, host
23, 0.8, 0000000000000000000000000000000000000000000000000000000000001100, 3, host
23, 0.8, 0000000000000000000000000000000000000000000000000000000001010001, 1, host
23, 0.8, 0000000000000000000000000000000000000000000000000000000001000011, 3, host
23, 0.8, 0000000000000000000000000000000000000000000000000000000000010100, 5, host
23, 0.8, 0000000000000000000000000000000000000000000000000000000000000101, 2, host
23, 0.8, 0000000000000000000000000000000000000000000000000000000000010001, 1, sym
23, 0.8, 0000000000000000000000000000000000000000000000000000000000000101, 1, sym
23, 0.8, 0000000000000000000000000000000000000000000000000000000000100001, 1, sym
23, 0.8, 0000000000000000000000000000000000000000000000000000000000010010, 1, sym
23, 0.8, 0000000000000000000000000000000000000000000000000000000000100011, 1, sym
23, 0.8, 0000000000000000000000000000000000000000000000000000000001010001, 1, sym
23, 0.8, 0000000000000000000000000000000000000000000000000000000000010000, 30, sym
23, 0.8, 0000000000000000000000000000000000000000000000000000000000000011, 6, sym
23, 0.8, 0000000000000000000000000000000000000000000000000000000000000100, 24, sym
23, 0.8, 0000000000000000000000000000000000000000000000000000000000000000, 7819, sym
23, 0.8, 0000000000000000000000000000000000000000000000000000000000010100, 10, sym
23, 0.8, 0000000000000000000000000000000000000000000000000000000000000001, 261, sym
23, 0.8, 0000000000000000000000000000000000000000000000000000000000011000, 2, sym
23, 0.8, 0000000000000000000000000000000000000000000000000000000000000010, 57, sym
23, 0.8, 0000000000000000000000000000000000000000000000000000000000100000, 12, sym
23, 0.8, 0000000000000000000000000000000000000000000000000000000000001000, 13, sym
24, 0.8, 0000000000000000000000000000000000000000000000000000000000001110, 1, host
24, 0.8, 0000000000000000000000000000000000000000000000000000000000001101, 1, host
24, 0.8, 0000000000000000000000000000000000000000000000000000000000001100, 2, host
24, 0.8, 0000000000000000000000000000000000000000000000000000000000011001, 1, host
24, 0.8, 0000000000000000000000000000000000000000000000000000000000011000, 2, host
24, 0.8, 0000000000000000000000000000000000000000000000000000000000100011, 1, host
24, 0.8, 0000000000000000000000000000000000000000000000000000000000011010, 1, host
24, 0.8, 0000000000000000000000000000000000000000000000000000000001000101, 2, host
24, 0.8, 0000000000000000000000000000000000000000000000000000000000010110, 2, host
24, 0.8, 0000000000000000000000000000000000000000000000000000000000000111, 15, host
24, 0.8, 0000000000000000000000000000000000000000000000000000000000001000, 56, host
24, 0.8, 0000000000000000000000000000000000000000000000000000000000000011, 135, host
24, 0.8, 0000000000000000000000000000000000000000000000000000000000001010, 291, host
24, 0.8, 0000000000000000000000000000000000000000000000000000000000100001, 3, host
24, 0.8, 0000000000000000000000000000000000000000000000000000000000000110, 71, host
24, 0.8, 0000000000000000000000000000000000000000000000000000000000001011, 33, host
24, 0.8, 0000000000000000000000000000000000000000000000000000000000100010, 3, host
24, 0.8, 0000000000000000000000000000000000000000000000000000000000000000, 6999, host
24, 0.8, 0000000000000000000000000000000000000000000000000000000010001010, 3, host
24, 0.8, 0000000000000000000000000000000000000000000000000000000000001001, 157, host
24, 0.8, 0000000000000000000000000000000000000000000000000000000000100000, 18, host
24, 0.8, 0000000000000000000000000000000000000000000000000000000000000001, 1270, host
24, 0.8, 0000000000000000000000000000000000000000000000000000000000000010, 847, host
24, 0.8, 0000000000000000000000000000000000000000000000000000000000000100, 38, host
24, 0.8, 0000000000000000000000000000000000000000000000000000000000010100, 9, host
24, 0.8, 0000000000000000000000000000000000000000000000000000000000000101, 5, host
24, 0.8, 0000000000000000000000000000000000000000000000000000000000010000, 24, host
24, 0.8, 0000000000000000000000000000000000000000000000000000000000010011, 2, host
24, 0.8, 0000000000000000000000000000000000000000000000000000000000010001, 1, host
24, 0.8, 0000000000000000000000000000000000000000000000000000000001000001, 3, host
24, 0.8, 0000000000000000000000000000000000000000000000000000000000010010, 2, host
24, 0.8, 0000000000000000000000000000000000000000000000000000000000101001, 2, host
24, 0.8, 0000000000000000000000000000000000000000000000000000000000001011, 1, sym
24, 0.8, 0000000000000000000000000000000000000000000000000000000000001010, 2, sym
24, 0.8, 0000000000000000000000000000000000000000000000000000000000101011, 1, sym
24, 0.8, 0000000000000000000000000000000000000000000000000000000000000101, 1, sym
24, 0.8, 0000000000000000000000000000000000000000000000000000000000100010, 1, sym
24, 0.8, 0000000000000000000000000000000000000000000000000000000000000011, 32, sym
24, 0.8, 0000000000000000000000000000000000000000000000000000000000010000, 39, sym
24, 0.8, 0000000000000000000000000000000000000000000000000000000000001001, 77, sym
24, 0.8, 0000000000000000000000000000000000000000000000000000000000100000, 11, sym
24, 0.8, 0000000000000000000000000000000000000000000000000000000000000100, 21, sym
24, 0.8, 0000000000000000000000000000000000000000000000000000000000000000, 7238, sym
24, 0.8, 0000000000000000000000000000000000000000000000000000000000000001, 1264, sym
24, 0.8, 0000000000000000000000000000000000000000000000000000000000011000, 3, sym
24, 0.8, 0000000000000000000000000000000000000000000000000000000000110001, 1, sym
24, 0.8, 0000000000000000000000000000000000000000000000000000000000000010, 149, sym
24, 0.8, 0000000000000000000000000000000000000000000000000000000000011001, 3, sym
24, 0.8, 0000000000000000000000000000000000000000000000000000000000001000, 38, sym
24, 0.8, 0000000000000000000000000000000000000000000000000000000000010100, 8, sym
24, 0.8, 0000000000000000000000000000000000000000000000000000000001000011, 1, sym
24, 0.8, 0000000000000000000000000000000000000000000000000000000000010001, 113, sym
24, 0.8, 0000000000000000000000000000000000000000000000000000000001000000, 1, sym
24, 0.8, 0000000000000000000000000000000000000000000000000000000000101001, 2, sym
24, 0.8, 0000000000000000000000000000000000000000000000000000000000010011, 1, sym
24, 0.8, 0000000000000000000000000000000000000000000000000000000000011101, 2, sym
24, 0.8, 0000000000000000000000000000000000000000000000000000000000100001, 2, sym
24, 0.8, 0000000000000000000000000000000000000000000000000000000000000111, 2, sym
24, 0.8, 0000000000000000000000000000000000000000000000000000000000001100, 2, sym
25, 0.8, 0000000000000000000000000000000000000000000000000000000000100011, 1, host
25, 0.8, 0000000000000000000000000000000000000000000000000000000000001011, 1, host
25, 0.8, 0000000000000000000000000000000000000000000000000000000000011001, 1, host
25, 0.8, 0000000000000000000000000000000000000000000000000000000000010001, 1, host
25, 0.8, 0000000000000000000000000000000000000000000000000000000000001000, 27, host
25, 0.8, 0000000000000000000000000000000000000000000000000000000000000100, 20, host
25, 0.8, 0000000000000000000000000000000000000000000000000000000000100000, 14, host
25, 0.8, 0000000000000000000000000000000000000000000000000000000000001001, 8, host
25, 0.8, 0000000000000000000000000000000000000000000000000000000000000011, 19, host
25, 0.8, 0000000000000000000000000000000000000000000000000000000000010000, 28, host
25, 0.8, 0000000000000000000000000000000000000000000000000000000000100001, 1, host
25, 0.8, 0000000000000000000000000000000000000000000000000000000000001010, 3, host
25, 0.8, 0000000000000000000000000000000000000000000000000000000000000000, 8308, host
25, 0.8, 0000000000000000000000000000000000000000000000000000000000000010, 254, host
25, 0.8, 0000000000000000000000000000000000000000000000000000000000000001, 1286, host
25, 0.8, 0000000000000000000000000000000000000000000000000000000000010100, 4, host
25, 0.8, 0000000000000000000000000000000000000000000000000000000000000101, 5, host
25, 0.8, 0000000000000000000000000000000000000000000000000000000010000010, 1, host
25, 0.8, 0000000000000000000000000000000000000000000000000000000000010011, 1, host
25, 0.8, 0000000000000000000000000000000000000000000000000000000001000001, 5, host
25, 0.8, 0000000000000000000000000000000000000000000000000000000000010010, 6, host
25, 0.8, 0000000000000000000000000000000000000000000000000000000000001100, 1, host
25, 0.8, 0000000000000000000000000000000000000000000000000000000000010110, 1, host
25, 0.8, 0000000000000000000000000000000000000000000000000000000000000110, 1, host
25, 0.8, 0000000000000000000000000000000000000000000000000000000000100010, 2, host
25, 0.8, 0000000000000000000000000000000000000000000000000000000000010101, 1, host
25, 0.8, 0000000000000000000000000000000000000000000000000000000000001100, 1, sym
25, 0.8, 0000000000000000000000000000000000000000000000000000000000101001, 1, sym
25, 0.8, 0000000000000000000000000000000000000000000000000000000000010110, 1, sym
25, 0.8, 0000000000000000000000000000000000000000000000000000000000011000, 3, sym
25, 0.8, 0000000000000000000000000000000000000000000000000000000000000101, 4, sym
25, 0.8, 0000000000000000000000000000000000000000000000000000000001010001, 1, sym
25, 0.8, 0000000000000000000000000000000000000000000000000000000000100010, 5, sym
25, 0.8, 0000000000000000000000000000000000000000000000000000000000000110, 27, sym
25, 0.8, 0000000000000000000000000000000000000000000000000000000000000100, 19, sym
25, 0.8, 0000000000000000000000000000000000000000000000000000000001001001, 5, sym
25, 0.8, 0000000000000000000000000000000000000000000000000000000000001001, 361, sym
25, 0.8, 0000000000000000000000000000000000000000000000000000000000100000, 11, sym
25, 0.8, 0000000000000000000000000000000000000000000000000000000000001000, 71, sym
25, 0.8, 0000000000000000000000000000000000000000000000000000000000100001, 3, sym
25, 0.8, 0000000000000000000000000000000000000000000000000000000000001011, 25, sym
25, 0.8, 0000000000000000000000000000000000000000000000000000000000001010, 98, sym
25, 0.8, 0000000000000000000000000000000000000000000000000000000000111001, 1, sym
25, 0.8, 0000000000000000000000000000000000000000000000000000000000000000, 7137, sym
25, 0.8, 0000000000000000000000000000000000000000000000000000000000000001, 1542, sym
25, 0.8, 0000000000000000000000000000000000000000000000000000000000000011, 80, sym
25, 0.8, 0000000000000000000000000000000000000000000000000000000000000010, 454, sym
25, 0.8, 0000000000000000000000000000000000000000000000000000000000010100, 6, sym
25, 0.8, 0000000000000000000000000000000000000000000000000000000000010000, 39, sym
25, 0.8, 0000000000000000000000000000000000000000000000000000000000010001, 31, sym
25, 0.8, 0000000000000000000000000000000000000000000000000000000000000111, 4, sym
25, 0.8, 0000000000000000000000000000000000000000000000000000000000010010, 3, sym
25, 0.8, 0000000000000000000000000000000000000000000000000000000001000001, 5, sym
25, 0.8, 0000000000000000000000000000000000000000000000000000000000010011, 3, sym
25, 0.8, 0000000000000000000000000000000000000000000000000000000000001101, 2, sym
26, 0.8, 0000000000000000000000000000000000000000000000000000000000000000, 10000, host
26, 0.8, 0000000000000000000000000000000000000000000000000000000000000000, 9634, sym
27, 0.8, 0000000000000000000000000000000000000000000000000000000000000000, 10000, host
27, 0.8, 0000000000000000000000000000000000000000000000000000000000000000, 8117, sym
28, 0.8, 0000000000000000000000000000000000000000000000000000000000000000, 10000, host
28, 0.8, 0000000000000000000000000000000000000000000000000000000000000000, 8347, sym
29, 0.8, 0000000000000000000000000000000000000000000000000000000000000110, 3, host
29, 0.8, 0000000000000000000000000000000000000000000000000000000000011000, 1, host
29, 0.8, 0000000000000000000000000000000000000000000000000000000000010011, 1, host
29, 0.8, 0000000000000000000000000000000000000000000000000000000000010001, 4, host
29, 0.8, 0000000000000000000000000000000000000000000000000000000000110001, 1, host
29, 0.8, 0000000000000000000000000000000000000000000000000000000000000010, 184, host
29, 0.8, 0000000000000000000000000000000000000000000000000000000000100000, 11, host
29, 0.8, 0000000000000000000000000000000000000000000000000000000000001001, 8, host
29, 0.8, 0000000000000000000000000000000000000000000000000000000000000011, 37, host
29, 0.8, 0000000000000000000000000000000000000000000000000000000000000000, 7915, host
29, 0.8, 0000000000000000000000000000000000000000000000000000000001000101, 1, host
29, 0.8, 0000000000000000000000000000000000000000000000000000000000000101, 3, host
29, 0.8, 0000000000000000000000000000000000000000000000000000000000001100, 1, host
29, 0.8, 0000000000000000000000000000000000000000000000000000000000100011, 1, host
29, 0.8, 0000000000000000000000000000000000000000000000000000000000000001, 1755, host
29, 0.8, 0000000000000000000000000000000000000000000000000000000000001000, 17, host
29, 0.8, 0000000000000000000000000000000000000000000000000000000000101001, 1, host
29, 0.8, 0000000000000000000000000000000000000000000000000000000001000001, 1, host
29, 0.8, 0000000000000000000000000000000000000000000000000000000000010010, 2, host
29, 0.8, 0000000000000000000000000000000000000000000000000000000000100010, 2, host
29, 0.8, 0000000000000000000000000000000000000000000000000000000000001011, 3, host
29, 0.8, 0000000000000000000000000000000000000000000000000000000000000100, 17, host
29, 0.8, 0000000000000000000000000000000000000000000000000000000000100001, 4, host
29, 0.8, 0000000000000000000000000000000000000000000000000000000000001010, 2, host
29, 0.8, 0000000000000000000000000000000000000000000000000000000000010101, 2, host
29, 0.8, 0000000000000000000000000000000000000000000000000000000000010000, 18, host
29, 0.8, 0000000000000000000000000000000000000000000000000000000000010100, 5, host
29, 0.8, 0000000000000000000000000000000000000000000000000000000000001100, 1, sym
29, 0.8, 0000000000000000000000000000000000000000000000000000000000010011, 1, sym
29, 0.8, 0000000000000000000000000000000000000000000000000000000000010001, 2, sym
29, 0.8, 0000000000000000000000000000000000000000000000000000000000010000, 19, sym
29, 0.8, 0000000000000000000000000000000000000000000000000000000000000100, 21, sym
29, 0.8, 0000000000000000000000000000000000000000000000000000000000001000, 23, sym
29, 0.8, 0000000000000000000000000000000000000000000000000000000000000011, 35, sym
29, 0.8, 0000000000000000000000000000000000000000000000000000000000000000, 7664, sym
29, 0.8, 0000000000000000000000000000000000000000000000000000000000000001, 1439, sym
29, 0.8, 0000000000000000000000000000000000000000000000000000000000011000, 4, sym
29, 0.8, 0000000000000000000000000000000000000000000000000000000000100010, 2, sym
29, 0.8, 0000000000000000000000000000000000000000000000000000000000000010, 124, sym
29, 0.8, 0000000000000000000000000000000000000000000000000000000000100001, 3, sym
29, 0.8, 0000000000000000000000000000000000000000000000000000000000001010, 3, sym
29, 0.8, 0000000000000000000000000000000000000000000000000000000000001001, 6, sym
29, 0.8, 0000000000000000000000000000000000000000000000000000000000100000, 12, sym
29, 0.8, 0000000000000000000000000000000000000000000000000000000000010100, 8, sym
29, 0.8, 0000000000000000000000000000000000000000000000000000000000000110, 1, sym
29, 0.8, 0000000000000000000000000000000000000000000000000000000000000101, 4, sym
29, 0.8, 0000000000000000000000000000000000000000000000000000000000010110, 1, sym
29, 0.8, 0000000000000000000000000000000000000000000000000000000000010010, 1, sym
29, 0.8, 0000000000000000000000000000000000000000000000000000000001000001, 3, sym
29, 0.8, 0000000000000000000000000000000000000000000000000000000000001101, 2, sym
29, 0.8, 0000000000000000000000000000000000000000000000000000000000100011, 1, sym
29, 0.8, 0000000000000000000000000000000000000000000000000000000000010101, 1, sym
