vert,rep,update,partner,donate_calls,donated,earned,task_NOT,task_NAND,task_AND,task_ORN,task_OR,task_ANDN,task_NOR,task_XOR,task_EQU
0.6,14,100000,host,0,0,0,1.06323e+06,72539,3178,245756,3869,1620,887,46,7
0.6,14,100000,symbiont,15811321,961105,2.14052e+06,346573,16683,1241,1267,1387,706,345,6,1
0.6,14,105000,host,0,0,0,547683,78295,2368,1.23814e+06,4744,1066,592,47,6
0.6,14,105000,symbiont,2835110,122086,274510,43157,3145,142,193,190,102,37,2,0
0.6,14,110000,host,0,0,0,104452,16067,506,295961,748,380,190,8,4
0.6,14,110000,symbiont,525878,1105,2510,147,155,2,3,8,2,0,0,0
0.6,14,115000,host,0,0,0,91414,15345,565,297740,705,432,194,10,4
0.6,14,115000,symbiont,196713,480,610,0,2,3,2,2,3,0,0,0
0.6,14,120000,host,0,0,0,99752,12547,694,297027,738,359,212,16,4
0.6,14,120000,symbiont,67929,80,170,0,2,0,0,1,1,0,0,0
0.6,14,125000,host,0,0,0,80909,8701,436,300692,550,332,189,7,2
0.6,14,125000,symbiont,25642,0,0,0,0,0,0,0,0,0,0,0
0.6,14,130000,host,0,0,0,67875,8605,291,302979,448,257,153,7,2
0.6,14,130000,symbiont,19839,0,0,0,0,0,0,0,0,0,0,0
0.6,14,135000,host,0,0,0,72714,10902,384,301574,624,286,159,6,3
0.6,14,135000,symbiont,6287,0,0,0,0,0,0,0,0,0,0,0
0.6,14,140000,host,0,0,0,59378,11742,352,302119,1188,255,173,12,5
0.6,14,140000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,14,145000,host,0,0,0,51208,9929,312,273656,16193,260,135,10,2
0.6,14,145000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,14,150000,host,0,0,0,56765,9001,380,252544,26475,319,150,7,3
0.6,14,150000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,14,155000,host,0,0,0,61435,9273,398,256807,23907,331,158,8,3
0.6,14,155000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,14,160000,host,0,0,0,66479,9635,453,270348,16834,276,163,12,1
0.6,14,160000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,14,165000,host,0,0,0,66865,9602,397,247179,28416,322,194,7,2
0.6,14,165000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,14,170000,host,0,0,0,58189,7074,273,161610,72409,217,129,4,2
0.6,14,170000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,14,175000,host,0,0,0,61691,6600,325,124861,91006,261,140,3,2
0.6,14,175000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,14,180000,host,0,0,0,52071,7036,244,118000,95142,222,132,7,2
0.6,14,180000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,14,185000,host,0,0,0,59208,7746,480,137721,84295,244,158,11,0
0.6,14,185000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,14,190000,host,0,0,0,54998,4173,319,76135,116169,226,136,9,0
0.6,14,190000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,14,195000,host,0,0,0,48945,5620,164,84556,112421,191,121,10,0
0.6,14,195000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,14,200000,host,0,0,0,56407,5504,233,82363,112733,216,132,7,0
0.6,14,200000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,15,0,host,0,0,0,0,0,0,0,0,0,0,0,0
0.6,15,0,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,15,5000,host,0,0,0,2.29088e+06,1394,686,650,699,177,125,0,0
0.6,15,5000,symbiont,332696,59909,942080,163609,1170,475,548,466,159,171,0,0
0.6,15,10000,host,0,0,0,1.91734e+06,3439,474,609,530,237,167,0,0
0.6,15,10000,symbiont,2058579,300292,2.77541e+06,522766,3364,456,851,558,242,181,0,0
0.6,15,15000,host,0,0,0,1.75972e+06,6400,407,1312,500,250,171,1,0
0.6,15,15000,symbiont,3681332,491541,3.51655e+06,661598,6865,618,1027,656,305,199,3,0
0.6,15,20000,host,0,0,0,1.72736e+06,9039,464,1055,552,268,239,0,0
0.6,15,20000,symbiont,4726310,595814,3.65428e+06,688150,6367,818,884,656,305,231,2,0
0.6,15,25000,host,0,0,0,1.60841e+06,10461,505,1064,676,348,289,0,0
0.6,15,25000,symbiont,5922271,635630,3.55504e+06,664593,6840,541,972,816,389,253,3,0
0.6,15,30000,host,0,0,0,1.46272e+06,13251,504,1474,748,364,330,0,0
0.6,15,30000,symbiont,6957858,720085,3.50178e+06,648739,9226,539,1574,782,371,212,8,0
0.6,15,35000,host,0,0,0,1.36149e+06,17403,516,1600,836,346,330,2,0
0.6,15,35000,symbiont,7747865,820268,3.40247e+06,614577,9509,537,3242,798,380,222,7,0
0.6,15,40000,host,0,0,0,1.27001e+06,15741,535,1813,936,414,402,2,0
0.6,15,40000,symbiont,8562741,882465,3.26646e+06,566245,11854,614,5179,897,406,249,1,0
0.6,15,45000,host,0,0,0,1.20177e+06,18745,637,1788,979,495,405,2,0
0.6,15,45000,symbiont,9000928,1.01816e+06,3.21392e+06,531442,11669,607,8044,966,420,257,2,0
0.6,15,50000,host,0,0,0,1.16563e+06,17321,702,1883,1084,591,436,5,3
0.6,15,50000,symbiont,9764925,1.06531e+06,3.097e+06,502746,12542,695,8475,991,473,228,1,0
0.6,15,55000,host,0,0,0,1.13894e+06,19191,794,3194,1144,639,453,2,1
0.6,15,55000,symbiont,10580945,1.17611e+06,3.0748e+06,487930,13743,745,9352,1076,464,243,3,0
0.6,15,60000,host,0,0,0,1.10478e+06,24300,885,10158,1288,662,487,6,0
0.6,15,60000,symbiont,11668082,1.22391e+06,3.01596e+06,485206,13618,664,8172,1083,458,280,2,0
0.6,15,65000,host,0,0,0,1.0494e+06,30449,1035,6761,1448,752,529,4,1
0.6,15,65000,symbiont,12648295,1.30923e+06,3.15414e+06,496500,14663,757,9497,1232,558,276,5,0
0.6,15,70000,host,0,0,0,1.04429e+06,36293,1236,5849,1602,802,575,12,4
0.6,15,70000,symbiont,13455420,1.23301e+06,3.00231e+06,466472,18126,832,8641,1249,628,310,4,0
0.6,15,75000,host,0,0,0,1.03907e+06,38669,1231,5543,1771,876,578,10,1
0.6,15,75000,symbiont,13776915,1.21049e+06,3.06863e+06,458791,19199,916,9549,1980,645,309,4,0
0.6,15,80000,host,0,0,0,1.03071e+06,39752,1358,4987,1802,913,609,11,1
0.6,15,80000,symbiont,14586652,1.27601e+06,3.18668e+06,468107,19142,1019,9774,2562,734,337,5,1
0.6,15,85000,host,0,0,0,1.02482e+06,37997,3195,4539,2037,995,619,14,0
0.6,15,85000,symbiont,15911519,1.4099e+06,3.23909e+06,463218,22464,1599,8230,3774,743,339,10,1
0.6,15,90000,host,0,0,0,1.01144e+06,44009,2544,4962,2083,1120,645,28,2
0.6,15,90000,symbiont,16610002,1.68498e+06,3.4792e+06,449388,25341,1207,10992,6326,752,312,7,1
0.6,15,95000,host,0,0,0,947820,48456,1710,4731,2172,1096,619,26,1
0.6,15,95000,symbiont,18214817,2.02882e+06,3.8994e+06,446014,29250,1984,11001,11112,718,341,13,2
0.6,15,100000,host,0,0,0,938620,50622,1729,4683,2352,1175,649,19,0
0.6,15,100000,symbiont,19203264,2.74858e+06,4.95852e+06,440291,35172,4569,9405,23714,822,354,11,3
0.6,15,105000,host,0,0,0,885174,48650,1562,3303,2236,1266,650,17,0
0.6,15,105000,symbiont,20451056,3.09751e+06,5.05612e+06,423284,36029,8231,8078,24762,924,320,5,1
0.6,15,110000,host,0,0,0,870815,50148,1725,3416,2348,1346,719,25,1
0.6,15,110000,symbiont,20921950,3.05104e+06,5.07928e+06,409483,37630,7476,12923,23766,885,323,17,4
0.6,15,115000,host,0,0,0,839664,52969,1747,3535,2418,1432,706,12,0
0.6,15,115000,symbiont,21414599,3.6784e+06,5.4637e+06,399171,49354,16212,12639,24232,944,308,17,3
0.6,15,120000,host,0,0,0,779322,52965,2029,2636,2475,1413,632,7,0
0.6,15,120000,symbiont,23862828,5.03078e+06,7.04167e+06,418694,63072,38486,14501,26409,1028,1960,22,4
0.6,15,125000,host,0,0,0,715294,61793,1864,2644,2443,1446,576,19,1
0.6,15,125000,symbiont,26862158,5.9181e+06,7.52891e+06,417657,67565,53686,12874,25945,1186,1645,30,6
0.6,15,130000,host,0,0,0,651430,70815,1764,2773,2614,1511,543,33,3
0.6,15,130000,symbiont,29781739,7.61741e+06,9.6353e+06,436448,90181,88672,20998,29968,1182,725,36,5
0.6,15,135000,host,0,0,0,549761,65081,1694,2116,2240,1334,473,26,2
0.6,15,135000,symbiont,34309426,1.15106e+07,1.43307e+07,387508,144164,210864,30057,22994,1226,526,58,14
0.6,15,140000,host,0,0,0,471762,56619,4324,2268,2364,1285,475,20,2
0.6,15,140000,symbiont,43102819,1.51646e+07,2.28258e+07,368979,246342,408134,39966,20111,1458,493,98,16
0.6,15,145000,host,0,0,0,351828,43987,1567,2280,2052,1163,334,13,0
0.6,15,145000,symbiont,51523823,2.42849e+07,3.86274e+07,336831,430731,786779,45056,13950,2979,739,227,23
0.6,15,150000,host,0,0,0,70326,8908,375,500,542,303,58,3,0
0.6,15,150000,symbiont,55498210,8.09397e+06,1.47302e+07,101619,155203,300869,20234,6222,1664,130,75,8
0.6,15,155000,host,0,0,0,51364,8711,301,432,495,257,58,3,0
0.6,15,155000,symbiont,57014752,6.19661e+06,1.21014e+07,94238,138094,253560,12166,3449,875,91,54,4
0.6,15,160000,host,0,0,0,60356,8526,363,907,581,313,56,2,2
0.6,15,160000,symbiont,56556978,6.78276e+06,1.2025e+07,104502,157164,248503,16949,1061,529,109,82,4
0.6,15,165000,host,0,0,0,69739,11188,397,5570,602,348,66,2,0
0.6,15,165000,symbiont,55323101,6.22531e+06,1.17708e+07,110105,179227,222657,31960,1317,676,122,96,9
0.6,15,170000,host,0,0,0,59340,12581,370,5477,604,375,59,2,1
0.6,15,170000,symbiont,54906081,6.51194e+06,1.18193e+07,109432,166993,211966,45622,1229,703,145,68,7
0.6,15,175000,host,0,0,0,38796,12739,359,5411,531,328,41,3,0
0.6,15,175000,symbiont,55667145,7.43001e+06,1.1937e+07,89181,130618,224434,42488,903,1468,130,77,5
0.6,15,180000,host,0,0,0,37738,11064,340,5822,458,271,44,2,1
0.6,15,180000,symbiont,56699850,6.59181e+06,1.19446e+07,90151,114228,220536,32830,911,9430,93,51,7
0.6,15,185000,host,0,0,0,37979,11608,404,12257,518,330,29,3,0
0.6,15,185000,symbiont,56589047,6.27798e+06,1.1674e+07,91364,109829,211872,34985,947,9361,125,58,5
0.6,15,190000,host,0,0,0,49475,13510,491,8375,510,393,33,6,0
0.6,15,190000,symbiont,55931394,6.99497e+06,1.17537e+07,92650,120937,210372,49827,965,2876,142,65,7
0.6,15,195000,host,0,0,0,59048,13888,561,5550,619,384,68,5,1
0.6,15,195000,symbiont,56592334,6.99924e+06,1.18004e+07,95773,132474,224313,39489,1108,600,144,51,2
0.6,15,200000,host,0,0,0,53984,14065,495,5491,553,354,48,7,0
0.6,15,200000,symbiont,56748827,6.85394e+06,1.18403e+07,82680,123829,228649,39131,996,598,122,90,5
0.6,16,0,host,0,0,0,0,0,0,0,0,0,0,0,0
0.6,16,0,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,16,5000,host,0,0,0,2.33115e+06,597,695,694,718,165,123,0,0
0.6,16,5000,symbiont,333985,58286,908150,156866,2156,495,490,490,170,132,0,0
0.6,16,10000,host,0,0,0,1.90625e+06,2594,474,577,555,231,155,0,0
0.6,16,10000,symbiont,2171826,343484,2.87534e+06,536488,8414,788,621,600,192,197,1,0
0.6,16,15000,host,0,0,0,1.78855e+06,4958,445,579,514,232,166,0,0
0.6,16,15000,symbiont,3965488,483740,3.42668e+06,647104,8375,507,691,610,278,198,0,0
0.6,16,20000,host,0,0,0,1.73262e+06,6093,460,757,529,284,211,0,0
0.6,16,20000,symbiont,5036402,592648,3.65725e+06,684938,10183,551,908,758,329,229,1,0
0.6,16,25000,host,0,0,0,1.58256e+06,8042,472,1736,657,323,237,3,0
0.6,16,25000,symbiont,6110983,632784,3.4835e+06,641279,13221,643,1126,842,385,258,5,0
0.6,16,30000,host,0,0,0,1.44678e+06,9669,488,1899,759,376,294,3,0
0.6,16,30000,symbiont,6835655,662577,3.28444e+06,605769,12815,612,1078,762,341,219,4,0
0.6,16,35000,host,0,0,0,1.35461e+06,10471,577,1843,849,384,345,2,1
0.6,16,35000,symbiont,7625685,819627,3.24348e+06,592566,10290,651,1563,802,430,259,4,0
0.6,16,40000,host,0,0,0,1.2661e+06,10570,619,1088,931,458,377,5,0
0.6,16,40000,symbiont,8744734,962833,3.27586e+06,582563,12056,760,2579,1039,482,293,4,0
0.6,16,45000,host,0,0,0,1.20759e+06,15803,699,1314,1018,481,390,5,1
0.6,16,45000,symbiont,9709115,994101,3.01866e+06,536944,11588,681,2281,964,437,281,1,1
0.6,16,50000,host,0,0,0,1.15167e+06,21497,729,1562,1107,563,390,7,1
0.6,16,50000,symbiont,10649733,1.00191e+06,2.8109e+06,499572,8487,727,1914,1029,501,263,3,0
0.6,16,55000,host,0,0,0,1.11224e+06,27424,835,1503,1108,661,394,7,0
0.6,16,55000,symbiont,10805945,981194,2.6509e+06,473969,8580,814,1168,992,516,234,3,1
0.6,16,60000,host,0,0,0,1.08941e+06,26968,829,1509,1351,745,489,10,0
0.6,16,60000,symbiont,11494685,1.0005e+06,2.64914e+06,465417,14187,761,1181,1060,544,278,4,0
0.6,16,65000,host,0,0,0,1.09112e+06,24250,872,1747,1288,728,473,11,0
0.6,16,65000,symbiont,12644532,1.02108e+06,2.62044e+06,457133,14836,786,1191,1139,548,284,5,1
0.6,16,70000,host,0,0,0,1.06939e+06,27011,898,1879,1428,749,530,10,0
0.6,16,70000,symbiont,13532843,996026,2.56188e+06,447096,12761,809,1176,1069,591,305,8,1
0.6,16,75000,host,0,0,0,1.04716e+06,28090,1206,1956,1607,801,589,4,2
0.6,16,75000,symbiont,13888790,1.051e+06,2.586e+06,452126,11433,853,1142,1159,592,298,4,0
0.6,16,80000,host,0,0,0,1.07012e+06,26612,1789,2590,1778,961,627,10,1
0.6,16,80000,symbiont,13966907,1.04634e+06,2.52398e+06,428704,13796,1202,1457,1323,607,309,4,2
0.6,16,85000,host,0,0,0,1.06786e+06,34408,1781,2283,1946,974,635,9,7
0.6,16,85000,symbiont,14671669,1.0323e+06,2.49084e+06,411766,20915,845,2345,1250,648,292,4,2
0.6,16,90000,host,0,0,0,1.07713e+06,36735,1473,3054,2305,1152,701,17,2
0.6,16,90000,symbiont,15385866,1.08733e+06,2.53773e+06,414895,26227,948,1865,1365,680,327,21,1
0.6,16,95000,host,0,0,0,1.06216e+06,42544,1734,3237,2266,1174,745,10,0
0.6,16,95000,symbiont,16138417,1.17804e+06,2.71812e+06,435248,31263,1024,2403,1521,775,380,23,1
0.6,16,100000,host,0,0,0,1.02146e+06,46432,2058,4803,2461,1303,720,17,2
0.6,16,100000,symbiont,17390240,1.19394e+06,2.75718e+06,436557,33310,1098,2306,1624,838,445,22,0
0.6,16,105000,host,0,0,0,1.01598e+06,46369,2665,5796,2600,1383,767,13,1
0.6,16,105000,symbiont,18650170,1.21285e+06,2.83515e+06,422839,36199,1228,2559,1763,1019,1021,16,0
0.6,16,110000,host,0,0,0,977727,41025,2479,4621,2646,1534,810,7,2
0.6,16,110000,symbiont,20193748,1.37891e+06,2.9883e+06,422613,38423,1437,3781,2012,1340,1257,26,3
0.6,16,115000,host,0,0,0,945598,52492,3997,5584,2689,1522,753,15,0
0.6,16,115000,symbiont,20857384,1.46046e+06,3.00512e+06,414547,43190,1413,5106,2142,1770,866,16,5
0.6,16,120000,host,0,0,0,919960,71359,14535,25302,3139,1603,772,36,3
0.6,16,120000,symbiont,21630499,1.47357e+06,2.91232e+06,404477,47995,1510,5399,2068,1622,468,18,2
0.6,16,125000,host,0,0,0,913769,109650,11687,448116,11020,1612,753,28,4
0.6,16,125000,symbiont,19693751,1.18405e+06,2.41608e+06,343657,40126,1262,4311,1765,901,363,18,0
0.6,16,130000,host,0,0,0,825868,138985,6681,1.42656e+06,18512,1589,1728,70,8
0.6,16,130000,symbiont,6919126,298936,630070,91417,9954,364,855,525,272,64,3,0
0.6,16,135000,host,0,0,0,116048,15099,8078,272930,7838,309,139,18,1
0.6,16,135000,symbiont,1394135,2795,10645,1552,6,7,4,16,7,4,0,0
0.6,16,140000,host,0,0,0,185072,33252,2324,280652,1053,465,188,28,4
0.6,16,140000,symbiont,531385,1865,2430,365,1,4,5,1,2,0,0,0
0.6,16,145000,host,0,0,0,99799,21563,2431,292020,1813,306,125,31,3
0.6,16,145000,symbiont,205791,1495,1490,298,0,0,0,0,0,0,0,0
0.6,16,150000,host,0,0,0,87471,19197,1703,290985,3795,254,97,13,4
0.6,16,150000,symbiont,68761,1210,1210,232,2,0,1,0,0,0,0,0
0.6,16,155000,host,0,0,0,87202,16245,1063,296388,1618,263,102,18,2
0.6,16,155000,symbiont,11604,1550,1550,269,1,0,1,0,2,0,0,0
0.6,16,160000,host,0,0,0,79304,12016,321,300983,529,262,97,10,1
0.6,16,160000,symbiont,841,190,190,38,0,0,0,0,0,0,0,0
0.6,16,165000,host,0,0,0,79276,15870,554,300208,527,274,121,16,2
0.6,16,165000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,16,170000,host,0,0,0,94616,20871,851,296926,615,281,126,14,6
0.6,16,170000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,16,175000,host,0,0,0,65536,15497,291,302656,428,220,81,14,3
0.6,16,175000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,16,180000,host,0,0,0,53668,13636,246,304665,377,181,90,13,2
0.6,16,180000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,16,185000,host,0,0,0,61612,10444,189,303989,422,170,85,5,0
0.6,16,185000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,16,190000,host,0,0,0,96767,16275,317,298111,484,230,129,8,2
0.6,16,190000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,16,195000,host,0,0,0,98045,18270,358,297648,515,211,110,21,1
0.6,16,195000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,16,200000,host,0,0,0,92003,13952,286,299060,501,243,109,8,2
0.6,16,200000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,17,0,host,0,0,0,0,0,0,0,0,0,0,0,0
0.6,17,0,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,17,5000,host,0,0,0,2.30111e+06,521,670,603,711,160,136,0,0
0.6,17,5000,symbiont,318512,58900,907185,158448,1224,456,486,469,152,136,0,0
0.6,17,10000,host,0,0,0,1.89228e+06,1558,434,575,505,234,146,0,0
0.6,17,10000,symbiont,2059653,322330,2.9297e+06,553983,4392,457,615,597,208,194,0,0
0.6,17,15000,host,0,0,0,1.77528e+06,5136,407,592,482,231,162,0,0
0.6,17,15000,symbiont,3732763,502585,3.4958e+06,659392,6314,718,723,681,279,208,0,1
0.6,17,20000,host,0,0,0,1.73181e+06,8064,410,741,565,231,208,0,0
0.6,17,20000,symbiont,5018417,684182,3.66641e+06,685896,7793,1266,819,737,306,198,2,0
0.6,17,25000,host,0,0,0,1.59565e+06,8559,504,1623,684,329,269,1,0
0.6,17,25000,symbiont,5769668,743364,3.54802e+06,654514,9674,1343,954,812,370,249,5,0
0.6,17,30000,host,0,0,0,1.40901e+06,9605,498,1734,769,373,294,1,0
0.6,17,30000,symbiont,6867472,768305,3.41384e+06,628881,10287,1031,1037,794,371,263,0,0
0.6,17,35000,host,0,0,0,1.32691e+06,12861,542,1271,827,479,359,1,0
0.6,17,35000,symbiont,7795810,794630,3.3061e+06,606587,11520,549,1152,837,409,296,3,0
0.6,17,40000,host,0,0,0,1.25779e+06,15641,577,1081,839,459,342,2,0
0.6,17,40000,symbiont,8081351,810034,3.05472e+06,556767,11058,584,1218,833,407,273,2,1
0.6,17,45000,host,0,0,0,1.22784e+06,19102,647,1141,991,447,400,1,0
0.6,17,45000,symbiont,8720485,837961,2.82896e+06,511697,10072,622,1121,939,431,254,1,0
0.6,17,50000,host,0,0,0,1.16642e+06,22397,681,1293,1118,541,450,7,1
0.6,17,50000,symbiont,9393006,847193,2.68055e+06,483622,8304,611,1176,939,451,233,2,2
0.6,17,55000,host,0,0,0,1.1412e+06,23093,844,2083,1256,573,464,2,1
0.6,17,55000,symbiont,9968583,954972,2.7766e+06,498589,10602,692,1086,1025,479,242,1,1
0.6,17,60000,host,0,0,0,1.09876e+06,24224,954,3011,1353,738,454,1,7
0.6,17,60000,symbiont,10761739,1.01097e+06,2.8379e+06,502237,12944,742,1536,1001,517,305,4,0
0.6,17,65000,host,0,0,0,1.07572e+06,27593,1028,3254,1500,768,517,7,0
0.6,17,65000,symbiont,11250206,983112,2.77963e+06,478989,17217,835,1858,1170,584,313,3,0
0.6,17,70000,host,0,0,0,1.0794e+06,28043,1080,3193,1606,822,543,4,1
0.6,17,70000,symbiont,12485239,982041,2.77821e+06,470014,22292,849,1972,1213,633,342,5,2
0.6,17,75000,host,0,0,0,1.05466e+06,32959,1164,4324,1833,900,615,7,5
0.6,17,75000,symbiont,13444361,1.00503e+06,2.76056e+06,466918,20226,891,1928,1333,656,324,7,0
0.6,17,80000,host,0,0,0,1.02082e+06,33961,1200,6287,1826,990,565,5,0
0.6,17,80000,symbiont,14390247,1.05725e+06,2.64396e+06,444694,23779,818,1554,1306,614,321,7,2
0.6,17,85000,host,0,0,0,993434,39852,1379,4684,1995,1099,611,15,2
0.6,17,85000,symbiont,15219855,1.0489e+06,2.61526e+06,436314,19930,936,1613,1443,688,381,4,0
0.6,17,90000,host,0,0,0,990602,51813,1557,4488,2218,1187,655,22,0
0.6,17,90000,symbiont,16217810,1.08611e+06,2.66943e+06,443611,20643,1141,1419,1491,791,391,4,0
0.6,17,95000,host,0,0,0,1.00043e+06,49133,1493,3638,2195,1117,695,16,6
0.6,17,95000,symbiont,16244291,1.07643e+06,2.5678e+06,420092,20131,1706,1477,1480,796,352,6,0
0.6,17,100000,host,0,0,0,999153,46842,1576,4076,2282,1270,775,21,3
0.6,17,100000,symbiont,16530078,1.05736e+06,2.47442e+06,403042,20802,1276,1468,1418,804,409,10,2
0.6,17,105000,host,0,0,0,975709,47843,1993,3641,2448,1301,796,18,4
0.6,17,105000,symbiont,18041861,966337,2.36039e+06,383634,17684,1059,1462,1526,812,405,3,2
0.6,17,110000,host,0,0,0,980459,57592,1928,3238,2667,1408,795,19,2
0.6,17,110000,symbiont,18319213,956693,2.33772e+06,375741,18956,1158,1382,1610,901,374,8,2
0.6,17,115000,host,0,0,0,977938,59436,2013,4582,2763,1465,798,22,4
0.6,17,115000,symbiont,18738122,1.0383e+06,2.46891e+06,381260,25498,1166,2790,1650,967,404,12,3
0.6,17,120000,host,0,0,0,966287,70570,2055,6195,2877,1484,800,29,2
0.6,17,120000,symbiont,19866977,1.06534e+06,2.4122e+06,374226,25695,1245,1904,1784,947,415,9,1
0.6,17,125000,host,0,0,0,975723,77901,2036,7451,2989,1578,780,21,10
0.6,17,125000,symbiont,19879326,1.05223e+06,2.35153e+06,370360,25218,1270,1573,1625,886,356,11,1
0.6,17,130000,host,0,0,0,960408,83524,3151,10723,3202,1624,796,24,2
0.6,17,130000,symbiont,19880296,1.09816e+06,2.34404e+06,362111,29144,1250,1510,1847,918,340,9,1
0.6,17,135000,host,0,0,0,956076,91545,4359,7615,3267,1823,811,31,2
0.6,17,135000,symbiont,20314485,1.15244e+06,2.4873e+06,381468,30007,1320,2110,1791,1022,408,13,1
0.6,17,140000,host,0,0,0,976101,125602,8607,572621,4275,1984,1145,51,8
0.6,17,140000,symbiont,17136512,932312,2.01146e+06,308671,21710,1094,1533,1548,783,407,16,1
0.6,17,145000,host,0,0,0,751961,122106,4637,1.75217e+06,5851,1070,805,64,4
0.6,17,145000,symbiont,1375207,49736,111960,17001,1207,76,93,76,49,26,0,0
0.6,17,150000,host,0,0,0,159361,23110,375,283962,2823,307,184,11,8
0.6,17,150000,symbiont,116300,0,0,0,0,0,0,0,0,0,0,0
0.6,17,155000,host,0,0,0,165319,22476,385,267893,10579,333,169,11,4
0.6,17,155000,symbiont,24396,0,0,0,0,0,0,0,0,0,0,0
0.6,17,160000,host,0,0,0,119007,18133,258,275105,10408,217,153,10,3
0.6,17,160000,symbiont,19396,0,0,0,0,0,0,0,0,0,0,0
0.6,17,165000,host,0,0,0,172300,29103,455,265996,10648,287,186,27,1
0.6,17,165000,symbiont,14070,0,0,0,0,0,0,0,0,0,0,0
0.6,17,170000,host,0,0,0,154212,30965,4056,276753,4580,274,172,25,4
0.6,17,170000,symbiont,6605,0,0,0,0,0,0,0,0,0,0,0
0.6,17,175000,host,0,0,0,133142,21957,3944,288743,558,246,162,27,4
0.6,17,175000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,17,180000,host,0,0,0,116183,15116,230,295877,429,223,188,8,6
0.6,17,180000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,17,185000,host,0,0,0,98606,13213,209,298927,335,173,125,9,4
0.6,17,185000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,17,190000,host,0,0,0,91951,15706,180,299550,329,173,107,12,10
0.6,17,190000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,17,195000,host,0,0,0,93620,12290,181,299727,328,191,114,8,2
0.6,17,195000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,17,200000,host,0,0,0,116040,16183,273,295743,441,228,150,10,1
0.6,17,200000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,18,0,host,0,0,0,0,0,0,0,0,0,0,0,0
0.6,18,0,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,18,5000,host,0,0,0,2.31964e+06,940,703,654,691,185,139,0,0
0.6,18,5000,symbiont,288871,46350,821865,139987,1417,454,510,491,169,150,0,0
0.6,18,10000,host,0,0,0,1.90862e+06,2328,461,561,526,211,164,0,0
0.6,18,10000,symbiont,2098040,360124,2.84308e+06,533245,3068,451,1337,527,208,199,0,0
0.6,18,15000,host,0,0,0,1.75492e+06,4114,444,605,504,247,162,0,0
0.6,18,15000,symbiont,3641198,544431,3.5881e+06,686324,4302,457,632,588,228,166,0,0
0.6,18,20000,host,0,0,0,1.71828e+06,5554,431,697,564,217,183,0,0
0.6,18,20000,symbiont,4599350,629458,3.75757e+06,714641,4595,501,816,605,289,234,0,0
0.6,18,25000,host,0,0,0,1.6223e+06,7093,521,854,683,289,244,1,1
0.6,18,25000,symbiont,5332100,661206,3.60909e+06,677561,4042,573,1240,771,344,246,0,0
0.6,18,30000,host,0,0,0,1.47364e+06,8985,451,1299,720,365,296,2,0
0.6,18,30000,symbiont,6055063,730594,3.41802e+06,632117,4799,513,2215,720,340,246,1,0
0.6,18,35000,host,0,0,0,1.39123e+06,10543,674,1367,747,355,357,1,0
0.6,18,35000,symbiont,6719880,737318,3.0354e+06,556566,7731,571,1603,756,361,235,0,0
0.6,18,40000,host,0,0,0,1.34708e+06,10557,655,1449,896,434,385,0,0
0.6,18,40000,symbiont,7272717,705909,2.84368e+06,525585,8223,578,672,744,386,213,1,0
0.6,18,45000,host,0,0,0,1.28858e+06,10491,850,1580,1021,554,436,0,0
0.6,18,45000,symbiont,7965591,749910,2.76233e+06,501232,10458,831,898,802,378,252,0,0
0.6,18,50000,host,0,0,0,1.2466e+06,18062,993,1630,1064,614,426,3,0
