vert,rep,update,partner,donate_calls,donated,earned,task_NOT,task_NAND,task_AND,task_ORN,task_OR,task_ANDN,task_NOR,task_XOR,task_EQU
0.6,10,160000,host,0,0,0,24175,48564,82791,221999,253,102,23,45,1
0.6,10,160000,symbiont,24400,0,0,0,0,0,0,0,0,0,0,0
0.6,10,165000,host,0,0,0,29171,56507,96081,206403,374,177,56,52,3
0.6,10,165000,symbiont,23426,0,0,0,0,0,0,0,0,0,0,0
0.6,10,170000,host,0,0,0,27529,60694,42597,259583,361,143,59,55,3
0.6,10,170000,symbiont,14094,0,0,0,0,0,0,0,0,0,0,0
0.6,10,175000,host,0,0,0,29204,59926,31818,270441,338,166,53,45,0
0.6,10,175000,symbiont,7869,0,0,0,0,0,0,0,0,0,0,0
0.6,10,180000,host,0,0,0,21235,63689,32754,270066,343,139,31,60,1
0.6,10,180000,symbiont,6814,0,0,0,0,0,0,0,0,0,0,0
0.6,10,185000,host,0,0,0,20977,65322,44400,258287,355,150,30,57,0
0.6,10,185000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,10,190000,host,0,0,0,22727,65414,97710,204487,397,170,42,67,1
0.6,10,190000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,10,195000,host,0,0,0,28779,61883,168647,133441,359,170,52,49,1
0.6,10,195000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,10,200000,host,0,0,0,30477,62325,165474,136268,348,159,52,57,1
0.6,10,200000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,11,0,host,0,0,0,0,0,0,0,0,0,0,0,0
0.6,11,0,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,11,5000,host,0,0,0,2.27498e+06,656,694,602,740,172,111,0,0
0.6,11,5000,symbiont,291995,73310,1.02106e+06,179920,1100,453,474,509,145,169,0,0
0.6,11,10000,host,0,0,0,1.87302e+06,1141,482,517,558,235,158,0,0
0.6,11,10000,symbiont,2171901,407956,3.01086e+06,572460,4835,423,577,468,239,177,0,0
0.6,11,15000,host,0,0,0,1.76204e+06,2782,393,553,538,193,159,0,0
0.6,11,15000,symbiont,3873723,539053,3.55674e+06,676681,5432,447,679,615,231,212,0,0
0.6,11,20000,host,0,0,0,1.72883e+06,5029,429,676,587,254,215,1,0
0.6,11,20000,symbiont,4675508,682632,3.68172e+06,694955,7903,968,692,608,250,207,0,0
0.6,11,25000,host,0,0,0,1.56416e+06,7620,513,908,671,324,260,1,0
0.6,11,25000,symbiont,5620090,736090,3.54604e+06,653312,8951,1541,887,866,350,252,0,0
0.6,11,30000,host,0,0,0,1.42467e+06,8222,520,1016,757,361,287,1,0
0.6,11,30000,symbiont,6793335,791747,3.41539e+06,624793,12357,1325,844,909,371,252,1,0
0.6,11,35000,host,0,0,0,1.35131e+06,12354,568,1005,780,393,342,0,0
0.6,11,35000,symbiont,7679961,840233,3.22734e+06,591144,11677,1070,815,828,415,237,1,1
0.6,11,40000,host,0,0,0,1.25871e+06,15520,594,1550,889,444,330,6,0
0.6,11,40000,symbiont,8896375,882124,3.1571e+06,579664,10012,635,943,898,430,243,3,0
0.6,11,45000,host,0,0,0,1.19338e+06,17744,630,2007,965,479,375,2,0
0.6,11,45000,symbiont,9532279,912374,3.0084e+06,540819,9405,1305,1347,899,477,256,1,0
0.6,11,50000,host,0,0,0,1.1766e+06,16823,710,1631,1042,568,448,2,0
0.6,11,50000,symbiont,10278539,913338,2.77302e+06,492591,10037,993,1648,987,459,240,1,0
0.6,11,55000,host,0,0,0,1.13274e+06,16586,773,1643,1208,673,486,5,1
0.6,11,55000,symbiont,10590307,913533,2.66718e+06,471444,13913,683,1483,961,433,258,4,1
0.6,11,60000,host,0,0,0,1.09918e+06,16728,1017,2065,1429,758,505,2,0
0.6,11,60000,symbiont,10742103,983902,2.72497e+06,475465,14321,700,1865,1045,561,273,8,0
0.6,11,65000,host,0,0,0,1.08133e+06,17319,1058,1950,1486,880,559,7,0
0.6,11,65000,symbiont,11175039,1.05374e+06,2.6989e+06,462655,17316,778,2120,1117,582,288,5,1
0.6,11,70000,host,0,0,0,1.05948e+06,20485,1143,2161,1658,902,594,8,0
0.6,11,70000,symbiont,11933226,1.03698e+06,2.64061e+06,449331,18343,775,1999,1223,576,290,4,1
0.6,11,75000,host,0,0,0,1.05341e+06,22225,1247,2411,1721,993,623,4,0
0.6,11,75000,symbiont,12545781,1.00865e+06,2.59316e+06,446415,15546,826,1230,1257,653,301,1,0
0.6,11,80000,host,0,0,0,1.02112e+06,31146,1308,2182,1924,1143,608,12,2
0.6,11,80000,symbiont,13882911,1.0673e+06,2.6063e+06,442540,12927,931,1415,1455,724,377,3,0
0.6,11,85000,host,0,0,0,1.00582e+06,40188,1487,2715,1953,1223,691,19,0
0.6,11,85000,symbiont,14595941,1.1513e+06,2.55537e+06,412007,15963,1053,3429,1465,782,348,5,0
0.6,11,90000,host,0,0,0,993448,45595,1571,2846,2239,1192,635,26,0
0.6,11,90000,symbiont,15708255,1.36252e+06,2.85887e+06,433493,21569,1131,7142,1562,818,377,10,1
0.6,11,95000,host,0,0,0,968765,55835,1654,3896,2302,1241,628,27,3
0.6,11,95000,symbiont,16883964,1.54091e+06,3.221e+06,463569,31518,1321,9826,1910,974,408,21,1
0.6,11,100000,host,0,0,0,921275,58696,2042,4614,2323,1281,685,26,5
0.6,11,100000,symbiont,18261822,2.14358e+06,4.06497e+06,505044,39718,1423,23628,2094,1123,479,24,4
0.6,11,105000,host,0,0,0,861286,71685,2404,3152,2330,1339,620,18,1
0.6,11,105000,symbiont,20301451,2.39671e+06,4.5622e+06,545538,42839,1784,29014,2305,1300,580,25,10
0.6,11,110000,host,0,0,0,830437,73434,2638,2675,2406,1250,632,28,1
0.6,11,110000,symbiont,21805329,2.82254e+06,5.46913e+06,545615,52595,2277,48819,2505,1441,682,23,18
0.6,11,115000,host,0,0,0,820721,65500,2043,2893,2550,1441,660,30,2
0.6,11,115000,symbiont,23559401,3.43562e+06,6.37989e+06,558381,72277,3225,65674,2677,1604,724,43,17
0.6,11,120000,host,0,0,0,790710,62705,2042,4259,2760,1572,662,20,5
0.6,11,120000,symbiont,25277590,3.74175e+06,6.85721e+06,560003,86079,3396,74710,2973,1625,750,50,21
0.6,11,125000,host,0,0,0,784852,64084,2043,4833,2844,1586,658,28,3
0.6,11,125000,symbiont,27576829,3.75001e+06,7.26908e+06,548705,92687,2346,84825,3774,1807,718,51,18
0.6,11,130000,host,0,0,0,798287,62729,2162,3010,2976,1656,628,21,1
0.6,11,130000,symbiont,29691383,3.85285e+06,1.17151e+07,571901,109407,15030,174962,4775,2100,872,73,24
0.6,11,135000,host,0,0,0,800988,61109,2509,3137,2928,1777,645,18,4
0.6,11,135000,symbiont,31456044,4.26591e+06,1.96133e+07,582009,118155,53479,326998,6575,2331,999,100,16
0.6,11,140000,host,0,0,0,736463,54009,2316,3232,2815,1602,607,25,1
0.6,11,140000,symbiont,34375004,9.77051e+06,3.31416e+07,549990,136500,78117,637153,8586,2553,1109,118,34
0.6,11,145000,host,0,0,0,365549,28401,1439,1647,1468,896,297,10,1
0.6,11,145000,symbiont,39186227,9.59729e+06,2.75527e+07,340806,92335,29866,587059,6310,1444,647,102,21
0.6,11,150000,host,0,0,0,131194,14574,549,485,615,410,154,3,2
0.6,11,150000,symbiont,40075718,3.50639e+06,1.16235e+07,140825,37741,1416,260948,2518,645,261,30,14
0.6,11,155000,host,0,0,0,137341,15565,782,498,638,407,137,7,0
0.6,11,155000,symbiont,40146529,2.68735e+06,1.15792e+07,132716,38831,1440,260677,2534,651,255,47,14
0.6,11,160000,host,0,0,0,138825,18004,759,551,615,422,131,11,0
0.6,11,160000,symbiont,39831799,2.11649e+06,1.15587e+07,127807,40225,2341,259911,2468,613,242,44,19
0.6,11,165000,host,0,0,0,140131,20556,642,520,596,396,134,10,1
0.6,11,165000,symbiont,39858261,2.27527e+06,1.15489e+07,132781,41778,2316,258663,2520,635,262,49,14
0.6,11,170000,host,0,0,0,138061,20389,619,479,623,382,128,9,0
0.6,11,170000,symbiont,39644995,2.51285e+06,1.15631e+07,131549,41130,2215,259388,2441,631,255,50,23
0.6,11,175000,host,0,0,0,126517,17790,546,496,504,379,111,9,1
0.6,11,175000,symbiont,39731118,2.92222e+06,1.16492e+07,123131,36776,2128,264405,1964,587,210,30,17
0.6,11,180000,host,0,0,0,133584,19321,428,1707,602,395,109,8,2
0.6,11,180000,symbiont,39924333,2.29305e+06,1.15533e+07,123960,38005,2866,260348,2305,620,245,28,8
0.6,11,185000,host,0,0,0,134435,22960,441,2280,575,364,132,8,0
0.6,11,185000,symbiont,39788702,2.34265e+06,1.15087e+07,125854,38938,2877,258539,2442,619,225,42,13
0.6,11,190000,host,0,0,0,137480,24166,557,4175,702,391,114,12,1
0.6,11,190000,symbiont,40166035,2.76648e+06,1.1397e+07,125790,42063,3165,254073,2902,661,264,43,10
0.6,11,195000,host,0,0,0,146088,27577,538,4960,747,438,141,13,3
0.6,11,195000,symbiont,40440845,2.77744e+06,1.12938e+07,131375,50737,4309,246376,3983,728,223,57,10
0.6,11,200000,host,0,0,0,162956,30256,2266,7303,707,473,140,9,4
0.6,11,200000,symbiont,41039950,2.52916e+06,1.10343e+07,143423,53142,3747,238088,4144,725,244,49,13
0.6,12,0,host,0,0,0,0,0,0,0,0,0,0,0,0
0.6,12,0,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,12,5000,host,0,0,0,2.28331e+06,781,792,622,707,179,105,0,0
0.6,12,5000,symbiont,322758,53621,980035,171504,1180,512,499,488,152,157,0,0
0.6,12,10000,host,0,0,0,1.89145e+06,1470,463,840,522,242,168,0,0
0.6,12,10000,symbiont,2024627,338713,2.9065e+06,549581,3141,491,641,559,243,213,0,0
0.6,12,15000,host,0,0,0,1.76106e+06,4379,424,749,496,228,161,0,0
0.6,12,15000,symbiont,3596902,511240,3.54611e+06,672469,7231,486,720,636,256,178,0,0
0.6,12,20000,host,0,0,0,1.74111e+06,6994,430,710,548,243,211,0,0
0.6,12,20000,symbiont,4552384,621605,3.60382e+06,680729,8272,519,774,659,290,199,0,0
0.6,12,25000,host,0,0,0,1.60347e+06,6849,463,878,684,313,264,1,0
0.6,12,25000,symbiont,5657754,639279,3.38152e+06,628534,9315,559,928,834,338,242,2,0
0.6,12,30000,host,0,0,0,1.4427e+06,8116,499,940,686,380,296,6,0
0.6,12,30000,symbiont,6331359,723211,3.22379e+06,597302,8208,596,886,875,405,215,1,0
0.6,12,35000,host,0,0,0,1.33393e+06,9686,509,969,775,399,351,4,0
0.6,12,35000,symbiont,7455372,796452,3.1493e+06,576461,7726,614,1673,912,393,202,1,0
0.6,12,40000,host,0,0,0,1.28041e+06,9268,586,1075,845,415,346,4,0
0.6,12,40000,symbiont,8296924,886428,2.98901e+06,546681,9593,594,1291,836,403,206,1,0
0.6,12,45000,host,0,0,0,1.24078e+06,12063,681,1122,919,473,364,2,0
0.6,12,45000,symbiont,9018569,910167,2.8874e+06,526565,10138,608,911,921,406,225,6,0
0.6,12,50000,host,0,0,0,1.19296e+06,13759,727,1232,1073,582,439,1,0
0.6,12,50000,symbiont,9651442,850499,2.72232e+06,495274,7949,614,907,903,426,237,7,0
0.6,12,55000,host,0,0,0,1.19258e+06,15477,844,1362,1253,582,428,5,0
0.6,12,55000,symbiont,10240369,810976,2.58746e+06,467251,7370,969,922,821,437,233,5,0
0.6,12,60000,host,0,0,0,1.17717e+06,21348,1294,1624,1279,655,453,3,1
0.6,12,60000,symbiont,10663177,762362,2.39564e+06,418096,12424,1168,1014,980,483,238,4,0
0.6,12,65000,host,0,0,0,1.13292e+06,25293,1187,1626,1360,697,569,4,2
0.6,12,65000,symbiont,11357247,812280,2.37358e+06,402138,18369,1268,1318,1099,518,232,7,0
0.6,12,70000,host,0,0,0,1.06184e+06,26178,990,1572,1400,801,567,5,1
0.6,12,70000,symbiont,12292483,868083,2.39206e+06,407226,18577,1239,1029,1056,538,276,2,1
0.6,12,75000,host,0,0,0,1.05415e+06,30203,1022,1653,1611,809,571,11,0
0.6,12,75000,symbiont,13192591,950702,2.51562e+06,423580,20537,1337,1161,1169,642,305,7,1
0.6,12,80000,host,0,0,0,1.02018e+06,30219,1190,2560,1731,897,610,12,0
0.6,12,80000,symbiont,14466026,1.04627e+06,2.69234e+06,449005,22880,1429,1282,1368,698,368,2,0
0.6,12,85000,host,0,0,0,997460,39583,1272,2653,1769,967,577,14,1
0.6,12,85000,symbiont,15149309,1.07845e+06,2.67538e+06,443858,27010,1030,1284,1371,711,382,5,0
0.6,12,90000,host,0,0,0,985942,44937,1452,4151,2081,1106,637,8,0
0.6,12,90000,symbiont,15983828,1.03351e+06,2.64449e+06,428772,27622,1652,1409,1408,757,409,9,0
0.6,12,95000,host,0,0,0,995661,44810,1671,4624,2210,1220,742,16,2
0.6,12,95000,symbiont,16646549,1.0154e+06,2.53598e+06,405916,28080,1095,1537,1589,904,367,14,1
0.6,12,100000,host,0,0,0,994441,47835,1601,5299,2234,1247,745,18,2
0.6,12,100000,symbiont,17234750,1.05087e+06,2.55642e+06,401454,31294,1189,1526,1729,920,435,16,0
0.6,12,105000,host,0,0,0,993558,49183,1839,5432,2402,1379,767,22,2
0.6,12,105000,symbiont,18309856,1.08238e+06,2.56209e+06,396986,32400,1227,2046,1703,972,426,11,1
0.6,12,110000,host,0,0,0,976801,48364,1854,7075,2587,1387,873,17,3
0.6,12,110000,symbiont,18939591,1.11127e+06,2.60574e+06,382071,36821,3291,2259,1755,979,421,14,3
0.6,12,115000,host,0,0,0,978228,62677,2047,12759,2811,1635,817,35,1
0.6,12,115000,symbiont,19178204,1.13669e+06,2.62758e+06,373661,35808,4207,2675,1825,1049,449,16,2
0.6,12,120000,host,0,0,0,952762,67308,1977,20138,2796,1553,836,37,1
0.6,12,120000,symbiont,19385627,1.10585e+06,2.50505e+06,373047,27547,1425,3313,1963,1026,451,8,0
0.6,12,125000,host,0,0,0,985765,92404,2271,459152,3307,1633,1032,47,4
0.6,12,125000,symbiont,18189573,1.14209e+06,2.43486e+06,348436,24455,2969,3799,1884,986,424,10,2
0.6,12,130000,host,0,0,0,398980,63671,1235,1.63251e+06,3391,633,717,59,1
0.6,12,130000,symbiont,1086944,38506.2,76835,10882,1101,97,78,62,36,13,0,0
0.6,12,135000,host,0,0,0,64048,14341,199,303094,368,174,157,25,5
0.6,12,135000,symbiont,229806,0,0,0,0,0,0,0,0,0,0,0
0.6,12,140000,host,0,0,0,56729,18926,162,303858,347,168,117,29,3
0.6,12,140000,symbiont,90639,0,40,0,0,1,0,0,0,0,0,0
0.6,12,145000,host,0,0,0,68441,16597,239,302281,384,223,144,14,2
0.6,12,145000,symbiont,37223,0,0,0,0,0,0,0,0,0,0,0
0.6,12,150000,host,0,0,0,60084,16612,217,299461,2333,173,143,15,2
0.6,12,150000,symbiont,53080,0,0,0,0,0,0,0,0,0,0,0
0.6,12,155000,host,0,0,0,49659,14885,195,305423,276,163,96,18,0
0.6,12,155000,symbiont,77,0,0,0,0,0,0,0,0,0,0,0
0.6,12,160000,host,0,0,0,48003,17008,145,302504,1689,120,108,25,2
0.6,12,160000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,12,165000,host,0,0,0,52437,30418,553,302415,335,169,112,36,6
0.6,12,165000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,12,170000,host,0,0,0,45439,40460,4156,298496,326,172,98,31,0
0.6,12,170000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,12,175000,host,0,0,0,47178,27501,10887,293364,280,145,113,32,0
0.6,12,175000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,12,180000,host,0,0,0,62751,24498,178,302291,347,177,113,31,3
0.6,12,180000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,12,185000,host,0,0,0,63620,23337,182,302501,336,139,123,17,0
0.6,12,185000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,12,190000,host,0,0,0,57511,23847,151,292683,5592,165,131,22,0
0.6,12,190000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,12,195000,host,0,0,0,61883,25972,166,288056,7497,169,113,24,1
0.6,12,195000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,12,200000,host,0,0,0,62627,23304,2415,297479,1773,128,119,26,2
0.6,12,200000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,13,0,host,0,0,0,0,0,0,0,0,0,0,0,0
0.6,13,0,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,13,5000,host,0,0,0,2.29134e+06,558,718,631,700,210,133,0,0
0.6,13,5000,symbiont,329938,55888,938375,163768,1302,473,506,477,143,154,0,0
0.6,13,10000,host,0,0,0,1.89283e+06,3039,485,570,536,215,140,0,0
0.6,13,10000,symbiont,2063079,388207,2.90615e+06,549767,3724,448,785,510,212,199,0,0
0.6,13,15000,host,0,0,0,1.78112e+06,6402,425,606,517,223,148,0,0
0.6,13,15000,symbiont,3582000,539326,3.44208e+06,651693,4793,513,1007,611,260,186,1,0
0.6,13,20000,host,0,0,0,1.74968e+06,8032,394,717,521,236,200,0,0
0.6,13,20000,symbiont,4784498,663514,3.5792e+06,674206,7260,559,781,691,305,244,0,1
0.6,13,25000,host,0,0,0,1.63627e+06,12571,474,960,659,328,290,1,0
0.6,13,25000,symbiont,5720656,684422,3.52792e+06,655264,10550,608,887,847,373,255,6,0
0.6,13,30000,host,0,0,0,1.44206e+06,13553,472,959,650,356,293,1,0
0.6,13,30000,symbiont,6680866,722980,3.26634e+06,602727,10158,638,890,866,378,255,1,1
0.6,13,35000,host,0,0,0,1.36146e+06,15967,500,1002,825,391,336,1,1
0.6,13,35000,symbiont,7641910,799805,3.1386e+06,575624,11808,579,895,897,402,239,2,0
0.6,13,40000,host,0,0,0,1.24011e+06,17209,520,1089,805,405,347,3,0
0.6,13,40000,symbiont,8448018,799989,2.97628e+06,542373,12500,536,856,908,418,250,1,0
0.6,13,45000,host,0,0,0,1.19586e+06,20526,632,1261,935,472,372,5,0
0.6,13,45000,symbiont,8929170,882726,2.95413e+06,535681,12193,666,893,961,482,229,2,0
0.6,13,50000,host,0,0,0,1.1879e+06,26655,694,2006,1041,538,447,5,1
0.6,13,50000,symbiont,9507776,948926,2.86952e+06,516502,12507,681,969,995,498,244,0,0
0.6,13,55000,host,0,0,0,1.13774e+06,29773,778,2126,1192,603,448,4,0
0.6,13,55000,symbiont,10292937,931919,2.74314e+06,494551,11260,649,989,901,442,251,6,0
0.6,13,60000,host,0,0,0,1.10379e+06,29836,890,1642,1246,618,466,12,0
0.6,13,60000,symbiont,11127103,1.0122e+06,2.79079e+06,496481,13357,704,1352,995,459,266,3,0
0.6,13,65000,host,0,0,0,1.0718e+06,29288,1027,1626,1559,761,502,8,1
0.6,13,65000,symbiont,12300567,1.13399e+06,2.91946e+06,512501,14487,709,1704,1141,589,304,6,0
0.6,13,70000,host,0,0,0,1.05566e+06,29131,1735,1741,1623,764,564,8,0
0.6,13,70000,symbiont,12771181,1.15282e+06,2.80201e+06,487474,14496,798,1788,1217,560,281,10,0
0.6,13,75000,host,0,0,0,1.05827e+06,26328,1679,1709,1601,876,538,13,0
0.6,13,75000,symbiont,13485290,1.15746e+06,2.72162e+06,470333,17944,857,1539,1165,572,276,8,0
0.6,13,80000,host,0,0,0,1.07171e+06,28722,1167,1876,1739,997,645,5,3
0.6,13,80000,symbiont,14137096,1.12196e+06,2.61496e+06,441481,14758,1817,1299,1322,642,319,2,2
0.6,13,85000,host,0,0,0,1.04216e+06,30428,1228,1975,1848,1037,677,9,0
0.6,13,85000,symbiont,14235027,1.0832e+06,2.47284e+06,413090,15855,1253,1490,1350,660,341,13,3
0.6,13,90000,host,0,0,0,1.0297e+06,31701,1390,2146,1943,1094,695,10,0
0.6,13,90000,symbiont,14748407,1.27357e+06,2.69236e+06,414570,19805,3324,3578,1535,802,342,15,1
0.6,13,95000,host,0,0,0,975169,38594,1461,3590,2024,1179,656,15,2
0.6,13,95000,symbiont,15515892,1.48362e+06,2.8758e+06,424454,27578,6522,1987,1696,881,416,16,0
0.6,13,100000,host,0,0,0,970328,37942,2221,4478,2208,1222,732,13,3
0.6,13,100000,symbiont,16503521,1.42547e+06,2.84417e+06,416216,29186,6565,2084,1622,916,409,13,2
0.6,13,105000,host,0,0,0,958948,39461,2549,4172,2701,1304,750,18,0
0.6,13,105000,symbiont,17611775,1.31525e+06,2.77106e+06,417461,29495,1993,4504,1816,883,362,14,1
0.6,13,110000,host,0,0,0,929924,46781,2481,5054,2501,1455,803,17,2
0.6,13,110000,symbiont,18822236,1.2838e+06,2.75263e+06,426226,31396,1400,2233,2018,1004,467,13,2
0.6,13,115000,host,0,0,0,898834,50835,2193,7274,2546,1421,803,19,2
0.6,13,115000,symbiont,20067752,1.37352e+06,2.92532e+06,449731,31773,1901,2890,2086,1023,463,17,2
0.6,13,120000,host,0,0,0,865860,58202,1879,8576,2619,1388,1031,19,2
0.6,13,120000,symbiont,21405007,1.4456e+06,3.00227e+06,461599,35591,1547,2703,2218,1095,481,23,2
0.6,13,125000,host,0,0,0,864074,65291,1929,12201,2693,1470,1579,28,1
0.6,13,125000,symbiont,22372628,1.47692e+06,2.97724e+06,459803,34604,1480,2182,2148,1150,533,48,6
0.6,13,130000,host,0,0,0,873937,66992,2021,11875,2821,1536,1500,36,2
0.6,13,130000,symbiont,22442028,1.49729e+06,2.91089e+06,451814,32220,1442,2114,2195,1063,520,23,3
0.6,13,135000,host,0,0,0,865329,72243,2111,13399,3001,1610,1713,35,2
0.6,13,135000,symbiont,22868587,1.51118e+06,2.85029e+06,433440,36770,1609,2268,2238,1150,430,23,2
0.6,13,140000,host,0,0,0,840536,69777,2095,15369,3158,1716,1817,25,3
0.6,13,140000,symbiont,23699376,1.4304e+06,2.744e+06,411292,38668,1557,2014,2268,1168,445,29,2
0.6,13,145000,host,0,0,0,811126,75700,2220,18955,2949,1578,2209,31,4
0.6,13,145000,symbiont,24852580,1.42584e+06,2.75894e+06,407548,41768,1888,1989,2333,1141,462,26,4
0.6,13,150000,host,0,0,0,824206,78187,4687,28573,3286,1634,3231,25,5
0.6,13,150000,symbiont,26065140,1.44276e+06,2.74962e+06,403052,39873,2493,2080,2359,1090,417,53,3
0.6,13,155000,host,0,0,0,770821,90546,15342,40627,3371,1902,4412,37,6
0.6,13,155000,symbiont,26717505,1.45976e+06,2.71017e+06,394388,37542,2616,2053,2410,1249,430,12,1
0.6,13,160000,host,0,0,0,688200,94301,117453,55285,3468,2114,4914,73,6
0.6,13,160000,symbiont,27224222,1.43924e+06,2.66776e+06,390609,36839,1617,3072,2279,1122,406,33,2
0.6,13,165000,host,0,0,0,430758,368567,2.39623e+06,40818,3705,1713,1849,358,7
0.6,13,165000,symbiont,10238435,467659,868955,128314,11533,534,1001,742,340,132,4,0
0.6,13,170000,host,0,0,0,21352,34992,303745,3174,215,101,32,47,1
0.6,13,170000,symbiont,116650,0,0,0,0,0,0,0,0,0,0,0
0.6,13,175000,host,0,0,0,15213,31809,307753,616,152,95,21,49,2
0.6,13,175000,symbiont,6151,0,0,0,0,0,0,0,0,0,0,0
0.6,13,180000,host,0,0,0,21281,35734,306439,303,228,135,35,49,1
0.6,13,180000,symbiont,2482,0,0,0,0,0,0,0,0,0,0,0
0.6,13,185000,host,0,0,0,16807,30823,307956,250,163,107,26,46,2
0.6,13,185000,symbiont,2563,0,0,0,0,0,0,0,0,0,0,0
0.6,13,190000,host,0,0,0,27404,36263,302729,3066,251,134,54,44,2
0.6,13,190000,symbiont,2525,0,0,0,0,0,0,0,0,0,0,0
0.6,13,195000,host,0,0,0,20764,27516,306655,1266,215,144,42,31,2
0.6,13,195000,symbiont,320,0,0,0,0,0,0,0,0,0,0,0
0.6,13,200000,host,0,0,0,14742,25532,308913,339,205,96,40,37,0
0.6,13,200000,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,14,0,host,0,0,0,0,0,0,0,0,0,0,0,0
0.6,14,0,symbiont,0,0,0,0,0,0,0,0,0,0,0,0
0.6,14,5000,host,0,0,0,2.28672e+06,1001,709,653,704,193,129,0,0
0.6,14,5000,symbiont,328140,56610.6,965105,169144,1557,438,535,466,160,143,0,0
0.6,14,10000,host,0,0,0,1.87939e+06,3086,468,582,565,221,168,0,0
0.6,14,10000,symbiont,2163465,375517,2.9672e+06,562445,4852,470,549,516,211,204,0,0
0.6,14,15000,host,0,0,0,1.77884e+06,4598,429,602,482,225,171,0,0
0.6,14,15000,symbiont,3570791,531221,3.46176e+06,658097,4850,477,641,634,254,199,0,0
0.6,14,20000,host,0,0,0,1.72437e+06,4854,471,730,628,275,252,0,0
0.6,14,20000,symbiont,4753581,619393,3.67846e+06,694839,7759,542,820,646,306,219,1,0
0.6,14,25000,host,0,0,0,1.57808e+06,3347,493,876,716,371,291,0,0
0.6,14,25000,symbiont,5760472,684053,3.63534e+06,681441,8554,596,840,761,328,254,1,0
0.6,14,30000,host,0,0,0,1.4779e+06,3336,550,960,781,397,336,0,0
0.6,14,30000,symbiont,6667971,685768,3.25524e+06,606045,8130,561,798,749,390,242,1,0
0.6,14,35000,host,0,0,0,1.37743e+06,6024,547,1049,876,417,328,1,0
0.6,14,35000,symbiont,7465694,757262,3.12377e+06,577104,9122,646,906,854,374,201,1,0
0.6,14,40000,host,0,0,0,1.31801e+06,9872,652,1087,914,457,367,1,0
0.6,14,40000,symbiont,8030433,826954,2.93025e+06,532663,9843,733,920,984,435,236,2,0
0.6,14,45000,host,0,0,0,1.2705e+06,11623,671,1380,1034,514,384,3,1
0.6,14,45000,symbiont,8700817,882450,2.71269e+06,475564,10054,697,888,936,1361,231,3,0
0.6,14,50000,host,0,0,0,1.21234e+06,16673,752,1229,1066,585,454,2,7
0.6,14,50000,symbiont,9356227,867220,2.64958e+06,464015,9244,708,1026,973,1129,283,3,0
0.6,14,55000,host,0,0,0,1.15428e+06,22166,748,1375,1132,629,428,3,2
0.6,14,55000,symbiont,10135645,841914,2.71342e+06,473629,13776,771,1619,1089,539,314,2,0
0.6,14,60000,host,0,0,0,1.15487e+06,25647,1005,1403,1407,607,484,9,0
0.6,14,60000,symbiont,10873872,895507,2.7008e+06,464066,14575,811,2059,1133,575,348,3,0
0.6,14,65000,host,0,0,0,1.15886e+06,27565,1102,1561,1485,813,497,8,0
0.6,14,65000,symbiont,11678434,871423,2.5809e+06,440781,16846,938,1525,1154,620,319,8,0
0.6,14,70000,host,0,0,0,1.10759e+06,30283,1093,4755,1597,874,623,9,0
0.6,14,70000,symbiont,12918275,923032,2.49172e+06,421549,13020,947,1879,1281,622,332,3,0
0.6,14,75000,host,0,0,0,1.07532e+06,30165,1216,4924,1721,932,581,9,0
0.6,14,75000,symbiont,14064553,987311,2.47038e+06,411850,12139,933,2486,1331,670,327,2,3
0.6,14,80000,host,0,0,0,1.05342e+06,33651,1285,5035,1723,1029,648,13,1
0.6,14,80000,symbiont,14898834,936652,2.46302e+06,398442,13234,1027,3567,1400,747,299,8,0
0.6,14,85000,host,0,0,0,1.04033e+06,33247,1355,8609,2010,1104,733,13,2
0.6,14,85000,symbiont,15886256,991780,2.50466e+06,405644,11345,1098,3329,1556,739,364,5,0
0.6,14,90000,host,0,0,0,1.03e+06,37641,1574,13419,2257,1230,741,16,2
0.6,14,90000,symbiont,16602693,1.05329e+06,2.55082e+06,404826,14889,1820,3116,1589,830,382,1,0
0.6,14,95000,host,0,0,0,1.0589e+06,47348,2387,25036,2578,1389,862,24,5
0.6,14,95000,symbiont,16899019,1.04853e+06,2.40192e+06,386253,15315,1750,1816,1517,798,408,6,0
